chr	Gene	Transcript1	Transcript2	TTS_transcript1	TTS_transcript2	Ctrl_max_count	Ctrl_count_transcript1	Ctrl_count_transcript2	Ratio_transcript1_vs_2_in_Ctrl	Case_max_count	Case_count_transcript1	Case_count_transcript2	Ratio_transcript1_vs_2_in_Case	odds_ratio	pvalue	FDR	main_isoform_ctrl	main_isoform_case	isoform_switched
4	Rbm14	XM_013361990.4	XM_005333369.5	6344995	6360256	134.0	90.333	134.0	0.674	236.333	236.333	136.667	1.729	2.7887363773724236	1.3482435737177992e-62	3.555368238841011e-60	transcript2	transcript1	isoform_switched
3	Klhl24	XM_078043772.1	XM_013361047.4	128994596	129003274	234.333	101.667	234.333	0.434	166.667	166.667	155.333	1.073	2.593552279069366	1.5964589761363842e-62	4.0595671107468054e-60	transcript2	transcript1	isoform_switched
11	LOC110599556	XM_005339386.4	XR_013428145.1	120001867	120045052	188.0	188.0	39.667	4.739	19.0	12.0	19.0	0.632	0.12913032965183835	3.323223885297683e-55	6.959221783329265e-53	transcript1	transcript2	isoform_switched
3	Ccnl1	XM_078043514.1	XM_005325699.4	96708650	96711606	140.0	140.0	103.0	1.359	251.0	148.333	251.0	0.591	0.4142819623753428	1.0663922015173052e-52	2.1693464213723464e-50	transcript1	transcript2	isoform_switched
4	LOC101978269	XM_078045791.1	XM_078045789.1	9382273	9386710	129.667	129.667	72.0	1.801	59.333	26.333	59.333	0.444	0.2433171865140667	2.2687101668872724e-49	4.038304097059345e-47	transcript1	transcript2	isoform_switched
4	Tut7	XM_021734648.3	XM_021734645.3;XM_078047383.1;XM_021734646.3	126651445	126658085	126.667	96.0	126.667	0.758	153.667	153.667	74.333	2.067	2.7507124595611607	1.2714727517606194e-48	2.2080209737891735e-46	transcript2	transcript1	isoform_switched
11	LOC101978636	XM_078026214.1	XM_078026215.1	34668229	34672127	249.667	185.333	249.667	0.742	45.333	45.333	14.333	3.163	4.398996962625576	2.090270883867641e-46	3.3824383393494554e-44	transcript2	transcript1	isoform_switched
12	Kidins220	XM_021727752.3;XM_078029711.1;XM_078029712.1;XM_078029714.1;XM_078029716.1;XM_078029718.1;XM_021727753.3;XM_078029713.1;XM_078029715.1;XM_078029717.1;XM_078029719.1	XM_040271238.2	115293427	115300514	51.0	51.0	25.333	2.013	84.667	34.667	84.667	0.409	0.22169312809883474	5.961138480005175e-46	9.22680564731236e-44	transcript1	transcript2	isoform_switched
10	Mrtfb	XM_078024340.1	XM_005323684.5	133884319	133892257	31.0	3.333	31.0	0.108	37.0	37.0	30.333	1.22	12.698009424634153	1.2893252345539007e-42	1.7999991509850535e-40	transcript2	transcript1	isoform_switched
11	Rprd2	XM_021730414.2;XM_005331160.3	XM_040287516.2;XM_040287515.2	131341445	131346072	141.667	141.667	39.667	3.571	37.333	31.667	37.333	0.848	0.24711933790345297	1.7748949419550076e-42	2.4302407666768563e-40	transcript1	transcript2	isoform_switched
4	Arrb1	XM_005323202.3	XM_078046682.1	63339209	63349936	23.667	2.0	23.667	0.085	27.333	27.333	13.333	2.05	24.102748444526252	4.022602216904533e-42	5.207441415338232e-40	transcript2	transcript1	isoform_switched
4	Arrb1	XM_005323202.3	XM_078046681.1	63339209	63349937	23.667	2.0	23.667	0.085	27.333	27.333	13.333	2.05	24.102748444526252	4.022602216904533e-42	5.207441415338232e-40	transcript2	transcript1	isoform_switched
9	Hgfac	XM_005318998.5;XM_040292740.2	XM_040292741.2	2465663	2468220	73.667	73.667	27.0	2.728	47.0	26.667	47.0	0.567	0.2135370753966794	7.927136319022817e-41	9.731243205421113e-39	transcript1	transcript2	isoform_switched
13	Gata6	XR_013429654.1;XR_013429649.1;XR_013429653.1;XR_013429652.1;XR_013429650.1;XR_013429651.1;XR_013429648.1	XM_005329034.4	47115353	47122328	106.0	29.0	106.0	0.274	44.0	44.0	38.333	1.148	4.207512638927912	1.750580556635446e-40	2.1125650107193854e-38	transcript2	transcript1	isoform_switched
7	C7H2orf72	XM_078018198.1;XM_078018199.1	XM_005326496.4;XM_078018197.1	190789722	190792278	142.0	88.0	142.0	0.62	70.0	70.0	35.0	2.0	3.04157348437682	5.660253371606441e-38	6.297031875912165e-36	transcript2	transcript1	isoform_switched
14	Scara5	XM_078030840.1	XM_078030839.1	8451793	8456880	341.333	341.333	209.333	1.631	95.667	66.0	95.667	0.69	0.4336137029482182	1.0666485785721288e-37	1.1506875574899329e-35	transcript1	transcript2	isoform_switched
10	Clip2	XR_013426885.1	XM_078023921.1;XM_078023922.1	118435258	118446025	107.333	107.333	85.667	1.253	38.667	7.667	38.667	0.198	0.17562656230184248	1.3349156693339942e-37	1.4185969500982147e-35	transcript1	transcript2	isoform_switched
4	Ctsc	XM_078046842.1	XM_078046843.1	74932765	74958583	59.667	35.333	59.667	0.592	30.0	30.0	6.667	4.5	6.804150845822694	2.8219251309037153e-36	2.911899555367312e-34	transcript2	transcript1	isoform_switched
15	Zfhx3	XR_013430973.1	XM_078032602.1	47509188	47515183	108.0	39.333	108.0	0.364	43.0	43.0	34.0	1.265	3.421653187729892	3.3041861256577456e-35	3.267472946483771e-33	transcript2	transcript1	isoform_switched
8	Slc22a7	XM_078019982.1	XM_078019980.1	108121156	108127931	71.0	47.333	71.0	0.667	65.0	65.0	32.333	2.01	3.4041946447532094	5.411714275522486e-35	5.278274745441109e-33	transcript2	transcript1	isoform_switched
1	Jmjd1c	XM_078041420.1	XM_040273600.2;XM_040273601.2;XM_040273602.2;XM_078041409.1;XM_005339811.5	57610683	57621235	101.0	51.667	101.0	0.512	87.667	87.667	64.0	1.37	2.7859509795643795	3.226679166274179e-34	3.022888903141073e-32	transcript2	transcript1	isoform_switched
11	Pde4dip	XM_078026888.1	XM_078026891.1	98185951	98206798	70.667	24.0	70.667	0.34	40.667	40.667	25.0	1.627	4.312579890788447	4.597325604140499e-34	4.196533115574404e-32	transcript2	transcript1	isoform_switched
15	Cog8	XM_040279073.2	XM_005318366.5	45729383	45732257	93.667	36.0	93.667	0.384	34.0	34.0	21.0	1.619	4.165638081304748	2.9853955930700017e-33	2.6570020778323016e-31	transcript2	transcript1	isoform_switched
3	LOC120884054	XR_013435979.1	XR_013435980.1	11268872	11279381	50.0	11.333	50.0	0.227	11.667	11.667	4.333	2.693	12.444560755349471	4.781924390689105e-32	4.180099791181354e-30	transcript2	transcript1	isoform_switched
3	Rrp1b	XM_013357822.4	XR_013437099.1;XR_013437100.1	214324854	214336637	41.667	29.0	41.667	0.696	26.667	26.667	2.667	9.999	10.791232686168374	2.3744623976327644e-31	1.988961443664151e-29	transcript2	transcript1	isoform_switched
2	Ddx56	XM_078039807.1	XM_078039806.1	132322907	132327956	73.333	28.667	73.333	0.391	61.667	61.667	56.667	1.088	3.1028289900987605	9.689226884672974e-31	8.02177853707809e-29	transcript2	transcript1	isoform_switched
11	Ccnl2	XM_040287751.2	XR_013427307.1;XM_078024991.1	278462	281626	62.0	35.667	62.0	0.575	122.333	122.333	85.667	1.428	2.7129613403254726	3.5452981614055465e-30	2.836238529124437e-28	transcript2	transcript1	isoform_switched
12	LOC101974817	XM_078028840.1;XM_078028837.1;XM_078028838.1;XM_078028839.1;XM_078028836.1;XM_078028835.1	XM_078028843.1	46384105	46407754	66.0	66.0	55.0	1.2	90.667	32.333	90.667	0.357	0.3373772891954059	2.6249376843851505e-29	2.0314735122632907e-27	transcript1	transcript2	isoform_switched
16	Tmcc1	XM_078033427.1	XM_013362204.4	38697552	38714941	144.0	141.667	144.0	0.984	57.667	57.667	20.0	2.883	2.855187873496395	1.3203884406655914e-28	1.0001240103764904e-26	transcript2	transcript1	isoform_switched
8	Manea	XM_005338012.5	XM_078019598.1	66109979	66116032	35.667	35.667	29.0	1.23	52.667	15.333	52.667	0.291	0.23917034458365968	7.668884676326927e-28	5.629119473757496e-26	transcript1	transcript2	isoform_switched
1	Pcdh1	XM_078046935.1	XM_078046938.1	122214327	122218127	63.667	63.667	16.667	3.82	16.0	9.667	16.0	0.604	0.16580255413802988	1.1939816523318375e-27	8.416979568913547e-26	transcript1	transcript2	isoform_switched
4	Mvb12b	XM_078048228.1	XM_078048223.1	201860887	201883441	21.333	21.333	2.333	9.144	20.667	14.333	20.667	0.694	0.07022586650548501	2.1120596861067166e-27	1.459986889813575e-25	transcript1	transcript2	isoform_switched
11	Ddi2	XM_078025349.1	XM_078025350.1	10253265	10256250	179.667	179.667	178.0	1.009	176.667	92.333	176.667	0.523	0.5214731836951012	4.5090719255557506e-26	2.972647417588606e-24	transcript1	transcript2	isoform_switched
10	Zscan25	XM_078023757.1	XR_013426830.1;XM_078023752.1;XM_078023753.1;XM_078023754.1	110715801	110728587	28.667	28.667	7.0	4.095	33.333	23.667	33.333	0.71	0.16947297383967339	6.487875069666668e-26	4.237951421653823e-24	transcript1	transcript2	isoform_switched
15	Ppp1r13l	XM_078031884.1	XM_078031881.1;XM_078031879.1;XM_078031878.1	10626874	10631233	27.0	27.0	4.667	5.785	11.333	5.0	11.333	0.441	0.08073025511440808	5.974421654278397e-25	3.667058808488119e-23	transcript1	transcript2	isoform_switched
4	Il11ra	XM_005326227.5	XM_040285963.2	173568963	173575887	67.667	8.667	67.667	0.128	8.667	8.667	8.333	1.04	7.1185287647780795	1.8766966234999844e-24	1.1135066632766575e-22	transcript2	transcript1	isoform_switched
5	Aspg	XR_013439321.1	XM_005334650.5;XM_078051015.1	123040114	123042717	90.333	90.333	79.667	1.134	51.0	21.667	51.0	0.425	0.3529574255681431	4.0880613743303e-24	2.3664225191245313e-22	transcript1	transcript2	isoform_switched
7	Sf3b1	XM_005324345.4	XR_013424217.1;XR_013424216.1	162036971	162057016	86.0	86.0	56.0	1.536	120.667	82.667	120.667	0.685	0.45374886130256104	6.849389180075012e-24	3.9328750775914586e-22	transcript1	transcript2	isoform_switched
1	Nsd1	XM_005333164.4	XM_078049329.1	150492827	150499087	64.0	64.0	42.0	1.524	55.333	27.667	55.333	0.5	0.33617740051692074	7.866773541016859e-24	4.480914208963202e-22	transcript1	transcript2	isoform_switched
1	Snap47	XR_013422904.1	XM_005341281.5	189893740	189898078	87.0	31.0	87.0	0.356	31.333	31.333	26.333	1.19	3.1869637503933674	1.7698246373429154e-22	8.773587766841943e-21	transcript2	transcript1	isoform_switched
14	Sap30	XM_005325510.5	XR_013430291.1	24514628	24589162	22.0	19.667	22.0	0.894	44.333	44.333	11.667	3.8	4.344495279721996	2.0932998642219622e-22	1.0278824160869221e-20	transcript2	transcript1	isoform_switched
5	Acot8	XM_005325255.3	XM_078052062.1	196289039	196295456	25.667	25.667	11.0	2.333	15.667	3.667	15.667	0.234	0.10696182002078165	4.31962606496271e-22	2.0503825055023e-20	transcript1	transcript2	isoform_switched
2	Cdc34	XM_078032130.1	XM_078032122.1	305032	308361	69.667	32.333	69.667	0.464	65.0	65.0	61.0	1.066	2.5293106184312073	7.580922689879492e-22	3.4823335194801277e-20	transcript2	transcript1	isoform_switched
3	Tom1l2	XR_013436412.1	XM_013364806.4;XM_013364808.4;XM_005339456.5;XM_005339457.5;XM_021736016.3;XM_040269639.2	63008990	63012762	62.333	18.667	62.333	0.299	18.333	18.333	11.0	1.667	4.297945515076086	2.794293186912341e-21	1.25920047410227e-19	transcript2	transcript1	isoform_switched
5	Slc9a8	XM_005325220.5	XM_078051951.1	193799549	193808560	46.0	30.0	46.0	0.652	57.0	57.0	30.333	1.879	2.744025730948736	3.889554671859898e-20	1.6583011535115253e-18	transcript2	transcript1	isoform_switched
3	LOC101971789	XM_078044670.1	XM_005323471.5	212625382	212631605	11.0	2.0	11.0	0.182	11.333	11.333	2.667	4.249	21.882978241754845	5.0460596795629713e-20	2.1259139005022695e-18	transcript2	transcript1	isoform_switched
3	LOC144375956	XR_013435881.1	XR_013435879.1	4513268	4521393	37.667	37.333	37.667	0.991	51.333	51.333	16.0	3.208	3.1574958169738108	5.679260170852738e-20	2.3786077892042056e-18	transcript2	transcript1	isoform_switched
4	Fnbp4	XR_013437572.1	XM_005329962.5	19195784	19213056	51.667	50.0	51.667	0.968	78.667	78.667	37.333	2.107	2.3951985806977776	7.875102507618908e-20	3.2599261543166643e-18	transcript2	transcript1	isoform_switched
6	LOC110598120	XR_002483937.3;XR_005731823.2	XR_013422913.1	63109852	63114251	76.333	22.333	76.333	0.293	27.333	27.333	27.0	1.012	3.1146679846146226	8.050480153199165e-20	3.2942194649872445e-18	transcript2	transcript1	isoform_switched
x	Thoc2	XM_021722374.3;XM_021722375.3;XM_078034309.1;XM_078034310.1;XM_005319342.5;XM_021722376.3;XM_013356038.4;XM_078034312.1	XM_078034308.1;XM_078034311.1	26939976	26947075	19.667	19.667	10.0	1.967	34.333	14.333	34.333	0.417	0.20704316667033842	8.222229077034502e-20	3.3452726301991803e-18	transcript1	transcript2	isoform_switched
6	Calcoco1	XM_040280534.2	XM_078014533.1;XM_005325061.4	61499149	61501215	63.333	63.333	25.333	2.5	68.667	65.0	68.667	0.947	0.3865472395373798	8.530682788239387e-20	3.4510489461513885e-18	transcript1	transcript2	isoform_switched
8	Ccnc	XM_078019571.1	XM_078019573.1	62557673	62572457	37.667	37.667	14.333	2.628	44.667	35.0	44.667	0.784	0.28762917816832895	1.080220131114776e-19	4.345292278834579e-18	transcript1	transcript2	isoform_switched
6	Znf641	XR_013422941.1	XR_013422940.1;XR_013422942.1	66199631	66203986	29.667	29.667	6.333	4.685	11.333	7.0	11.333	0.618	0.13106207471698061	2.0231625470029856e-19	8.002731852589588e-18	transcript1	transcript2	isoform_switched
1	Rad50	XM_021733590.3	XM_005335775.5	160098314	160104875	25.333	5.667	25.333	0.224	20.667	20.667	18.0	1.148	5.011952005220071	2.1293787577651133e-19	8.376340748777682e-18	transcript2	transcript1	isoform_switched
6	Vezt	XM_040279882.2	XR_013440384.1	23562783	23572505	21.0	21.0	16.667	1.26	26.0	5.333	26.0	0.205	0.1694177934413695	2.8652272725388455e-19	1.1209020978283835e-17	transcript1	transcript2	isoform_switched
10	Arhgap21	XM_078023310.1	XM_078023301.1;XM_078023302.1;XM_078023308.1;XM_078023309.1	79345373	79347691	72.333	70.333	72.333	0.972	66.667	66.667	27.667	2.41	2.4274918192127566	9.309708537578839e-19	3.5258045099766665e-17	transcript2	transcript1	isoform_switched
10	Sfmbt2	XM_005320295.5	XR_005730286.2	72166384	72244517	34.667	34.667	21.333	1.625	28.667	12.333	28.667	0.43	0.2547518207035967	9.468738182668755e-19	3.5670590402434673e-17	transcript1	transcript2	isoform_switched
3	Prkci	XM_040270080.2	XM_005332486.3	115227896	115237606	29.667	14.0	29.667	0.472	16.667	16.667	7.667	2.174	5.241592166094525	1.3213988504544548e-18	4.925842835201946e-17	transcript2	transcript1	isoform_switched
4	Kmt5b	XM_078045477.1	XM_005333323.5	5368713	5372806	130.667	80.333	130.667	0.615	101.333	101.333	86.667	1.169	1.9212055007484978	1.3565600046905258e-18	5.0305766840607e-17	transcript2	transcript1	isoform_switched
5	Clmn	XM_078050802.1;XM_078050801.1	XM_078050804.1;XM_078050803.1	114996150	115008223	137.667	112.0	137.667	0.814	103.667	103.667	70.0	1.481	1.8217093615136788	1.3690986777189807e-18	5.050768178942561e-17	transcript2	transcript1	isoform_switched
9	Kiaa0232	XM_040292693.2	XM_078020985.1;XM_078020984.1	4015323	4017563	57.333	57.333	31.667	1.81	77.667	56.333	77.667	0.725	0.40618457975268624	2.1366182750033187e-18	7.761592917358994e-17	transcript1	transcript2	isoform_switched
2	Ubn2	XM_078040615.1	XR_013435443.1	216617414	216640297	26.333	26.333	8.0	3.292	24.0	14.667	24.0	0.611	0.20199474132518097	4.56339215291939e-18	1.6311290311725693e-16	transcript1	transcript2	isoform_switched
6	Aebp2	XM_078015132.1	XM_078015137.1	88550584	88593742	22.0	13.0	22.0	0.591	26.0	26.0	8.333	3.12	5.011241218136131	8.422334277575383e-18	2.9395598066831727e-16	transcript2	transcript1	isoform_switched
7	Insig2	XM_078017240.1	XM_040294100.2	96507520	96511434	113.0	113.0	105.0	1.076	94.0	51.0	94.0	0.543	0.5100276833308495	9.535797440776577e-18	3.3119452574794746e-16	transcript1	transcript2	isoform_switched
15	Adat1	XM_078032693.1	XM_078032695.1	50542920	50553699	34.0	6.333	34.0	0.186	7.333	7.333	4.667	1.571	7.9378917996531495	1.0513448026239017e-17	3.61621980419429e-16	transcript2	transcript1	isoform_switched
15	Adat1	XM_078032690.1	XM_078032695.1	50542922	50553699	34.0	6.333	34.0	0.186	7.333	7.333	4.667	1.571	7.9378917996531495	1.0513448026239017e-17	3.61621980419429e-16	transcript2	transcript1	isoform_switched
5	Klc1	XM_078051000.1	XM_078050990.1;XM_078050995.1;XM_078050999.1	122692279	122706717	44.0	44.0	34.0	1.294	36.667	15.0	36.667	0.409	0.32649522806170694	1.3387814509632568e-17	4.53910663374209e-16	transcript1	transcript2	isoform_switched
16	Iqsec1	XM_078033374.1	XM_078033378.1	37628233	37630362	94.0	94.0	43.0	2.186	24.333	18.0	24.333	0.74	0.35269860286361865	3.093321068281622e-17	1.0438126069272582e-15	transcript1	transcript2	isoform_switched
7	Ankrd44	XM_005324347.5;XM_013358207.4;XM_021725748.3	XM_040294642.2	161657387	161661504	42.667	42.667	20.333	2.098	30.0	20.333	30.0	0.678	0.3223365184546352	3.6613446881113635e-17	1.2238861117067094e-15	transcript1	transcript2	isoform_switched
5	Rin3	XM_078050741.1	XM_078050738.1	112768056	112770183	72.0	34.333	72.0	0.477	20.333	20.333	13.333	1.525	3.2233152775084752	7.22362370678421e-17	2.359275265701999e-15	transcript2	transcript1	isoform_switched
3	Hemk1	XM_078043253.1	XM_078043244.1	76218302	76223195	28.0	12.0	28.0	0.429	15.0	15.0	7.667	1.956	4.7825908825134125	8.554419251524115e-17	2.7811627886233654e-15	transcript2	transcript1	isoform_switched
11	Magoh	XM_040288694.2	XM_005326048.4	40005539	40014957	25.667	13.0	25.667	0.506	60.0	60.0	33.0	1.818	3.126895717596521	1.5507347374936466e-16	4.929121129890519e-15	transcript2	transcript1	isoform_switched
13	Prxl2c	XM_078030570.1	XM_078030569.1	92796940	92800693	39.667	26.0	39.667	0.655	59.0	59.0	38.333	1.539	2.4826613478025163	2.5117467979122603e-16	7.878254273627884e-15	transcript2	transcript1	isoform_switched
6	Kdm5a	XR_013423218.1	XM_005333964.5	109828553	109841477	40.667	20.0	40.667	0.492	28.667	28.667	18.333	1.564	3.2846362977872903	2.552697854778432e-16	7.971582774571244e-15	transcript2	transcript1	isoform_switched
1	Pfdn1	XR_013437674.1	XM_078046314.1	120559528	120568077	38.667	14.333	38.667	0.371	22.667	22.667	17.667	1.283	3.7039589569912628	2.808078063277197e-16	8.692832961101583e-15	transcript2	transcript1	isoform_switched
3	Mtnap1	XM_078041757.1	XM_078041760.1	7632207	7636259	45.0	45.0	28.0	1.607	25.333	12.0	25.333	0.474	0.30108408208643905	5.350655857790446e-16	1.642097832218447e-14	transcript1	transcript2	isoform_switched
13	Ptpn2	XM_005334876.3;XM_078030477.1	XM_005334875.5	89875752	89883150	50.333	40.333	50.333	0.801	58.667	58.667	31.667	1.853	2.3658863415305023	1.0626051015518231e-15	3.17888585002058e-14	transcript2	transcript1	isoform_switched
9	Afg2a	XM_078022146.1	XM_078022149.1	145688023	145866722	21.0	21.0	16.0	1.312	39.333	17.333	39.333	0.441	0.3017029062028433	1.9159030962709216e-15	5.590668051413509e-14	transcript1	transcript2	isoform_switched
3	Phc3	XR_013436633.1;XM_078043623.1;XM_078043622.1;XM_078043626.1;XM_078043625.1;XM_040270078.2;XM_040270076.2;XM_005332487.5;XM_078043624.1;XM_021731158.3	XR_002484746.3	115061456	115070429	42.667	42.667	31.667	1.347	49.667	26.667	49.667	0.537	0.3902165203075524	1.978737677498805e-15	5.750453985221018e-14	transcript1	transcript2	isoform_switched
11	Scp2	XR_013427789.1	XM_005326052.5	39839060	39842732	213.0	178.0	213.0	0.836	79.0	79.0	56.333	1.402	1.7266880313662285	4.004577807372962e-15	1.135959919860378e-13	transcript2	transcript1	isoform_switched
6	Mtrf1	XM_021734227.3;XM_013363556.4;XM_021734226.3;XM_040281455.2	XM_013363554.4	155236201	155244404	22.667	22.667	22.0	1.03	30.333	9.0	30.333	0.297	0.28190685438119095	7.078122025246287e-15	1.9763226988138654e-13	transcript1	transcript2	isoform_switched
4	Nsmf	XM_005336871.5;XM_005336870.5	XM_078048828.1	209932180	209937219	48.667	48.667	17.0	2.863	26.333	22.333	26.333	0.848	0.3401457119972574	1.4948377693368085e-14	4.062307220487816e-13	transcript1	transcript2	isoform_switched
6	Tab1	XM_021724409.3	XM_078052709.1	8230132	8233586	30.333	30.333	13.0	2.333	13.0	6.0	13.0	0.462	0.21145350955798697	1.5021147177996707e-14	4.066561517389222e-13	transcript1	transcript2	isoform_switched
8	LOC144366055	XM_078019292.1;XM_078019293.1;XM_078019288.1;XM_078019285.1;XM_078019284.1;XM_078019286.1;XM_078019283.1;XM_078019281.1;XM_078019290.1;XM_078019282.1;XM_078019291.1;XM_078019280.1;XM_078019289.1;XM_078019294.1;XM_078019287.1	XM_078019300.1	40243497	40311940	13.667	13.667	10.667	1.281	35.0	8.667	35.0	0.248	0.23369482121554477	1.6030097451735064e-14	4.3069544851454207e-13	transcript1	transcript2	isoform_switched
2	Dot1l	XM_078033254.1	XM_078033245.1;XM_078033247.1;XM_078033248.1;XM_078033251.1	1465627	1469723	40.0	17.0	40.0	0.425	16.667	16.667	11.0	1.515	3.634555426473195	2.5387405572669352e-14	6.670048991786191e-13	transcript2	transcript1	isoform_switched
13	Tmx3	XR_013429487.1	XM_005340231.4	8478138	8494364	47.333	23.667	47.333	0.5	44.667	44.667	39.667	1.126	2.4722192485816867	2.918719573453368e-14	7.529450493836225e-13	transcript2	transcript1	isoform_switched
6	Tpp2	XM_040281705.2	XM_005317006.5;XM_005317007.4	191633042	191637934	66.0	39.333	66.0	0.596	35.0	35.0	24.333	1.438	2.42899006627721	3.2438157282714605e-14	8.248559994747428e-13	transcript2	transcript1	isoform_switched
4	Gne	XM_078047821.1	XM_013359058.4	175001638	175004487	49.0	35.333	49.0	0.721	65.667	65.667	37.667	1.743	2.1992439357934197	4.087188222788128e-14	1.031942558377712e-12	transcript2	transcript1	isoform_switched
9	Wdfy3	XM_078021529.1;XM_078021535.1;XM_078021532.1;XM_078021536.1;XM_078021534.1;XM_078021531.1;XM_078021533.1;XM_078021528.1	XM_078021537.1	65094285	65115901	48.667	48.667	27.0	1.802	37.333	29.667	37.333	0.795	0.40862039049815335	4.913371626438976e-14	1.2361556883478979e-12	transcript1	transcript2	isoform_switched
5	Ppp4r4	XM_078050778.1	XR_013439242.1	114067109	114109982	23.667	15.0	23.667	0.634	24.667	24.667	9.667	2.552	3.9667308678591016	7.148263855219647e-14	1.792099952435348e-12	transcript2	transcript1	isoform_switched
7	Catip	XM_040267806.2;XM_078017997.1	XM_078018000.1	180415138	180421695	7.0	7.0	4.667	1.5	14.333	2.333	14.333	0.163	0.10183876262871894	1.7895836801319762e-13	4.363642398130024e-12	transcript1	transcript2	isoform_switched
3	Derl2	XM_078042719.1	XM_005337335.5	49772747	49779809	24.333	24.333	22.0	1.106	49.0	20.667	49.0	0.422	0.3592024589121401	2.912093428658271e-13	6.981180206076393e-12	transcript1	transcript2	isoform_switched
10	Stx4	XM_078024025.1;XM_078024026.1;XM_078024027.1	XM_078024028.1	123761806	123766299	69.333	55.0	69.333	0.793	25.667	25.667	13.667	1.878	2.5661794375810034	3.6869768794824497e-13	8.692475292024848e-12	transcript2	transcript1	isoform_switched
9	Cyp2u1	XM_013365430.2	XM_040293005.2	95802358	95805056	94.0	62.333	94.0	0.663	49.0	49.0	39.667	1.235	1.978321691382606	6.915001894940395e-13	1.5831129740185082e-11	transcript2	transcript1	isoform_switched
10	Tmem248	XM_005328545.5	XM_078023964.1	122388767	122391395	44.0	44.0	39.667	1.109	45.333	21.0	45.333	0.463	0.41860823397184443	1.075668313084878e-12	2.4008646987975958e-11	transcript1	transcript2	isoform_switched
2	Epdr1	XM_005319202.5	XM_078039849.1	138473035	138485311	32.667	32.667	28.333	1.153	100.333	56.333	100.333	0.561	0.47422390515240254	1.093544291564701e-12	2.4331360487314596e-11	transcript1	transcript2	isoform_switched
3	LOC144376430	XM_078044305.1	XM_078044304.1	160210153	160248893	73.0	46.0	73.0	0.63	15.333	15.333	7.667	2.0	3.1950641006993163	1.1589528105236763e-12	2.562653419543036e-11	transcript2	transcript1	isoform_switched
