Transcript	Gene	chr	strand	last_exon_len	last_exon_s	last_exon_e	log2fc	pvalue	FDR	last_exon_SRR13652347	tts_down_50k_SRR13652347	ratio_SRR13652347	last_exon_SRR13652348	tts_down_50k_SRR13652348	ratio_SRR13652348	last_exon_SRR13652349	tts_down_50k_SRR13652349	ratio_SRR13652349	last_exon_SRR13652344	tts_down_50k_SRR13652344	ratio_SRR13652344	last_exon_SRR13652345	tts_down_50k_SRR13652345	ratio_SRR13652345	last_exon_SRR13652346	tts_down_50k_SRR13652346	ratio_SRR13652346
XM_005319542.5;XM_021722472.3;XM_040273800.2	Pik3r1	1	-	227	210331497	210331723	2.0953619261843484	1.7097933425265097e-108	7.449813849579793e-107	85	154	1.8214	112	171	1.5315	277	357	1.2899	43	380	9.0238	5	127	31.5	83	286	3.4756
XM_013362415.4	Arid5b	1	-	285	58579756	58580040	2.0210929327560354	5.8265990739405685e-106	2.3694836234024978e-104	110	67	0.6055	64	54	0.8413	268	61	0.2247	224	295	1.3184	2	85	84.0	244	338	1.3868
XM_013365124.4	Zkscan8	8	-	158	128875630	128875787	3.844107208153402	2.9212641369487584e-94	1.1137319522117141e-92	25	78	3.2083	15	59	4.1429	102	117	1.1485	8	201	28.5714	2	103	102.0	10	240	26.5556
XR_013426837.1	LOC101968211	10	+	576	111392112	111392687	2.015837243001675	5.697510486672812e-94	1.9410021645817442e-92	68	191	2.8358	15	33	2.2857	89	177	2.0	124	972	7.8943	31	555	18.4667	64	470	7.4444
XM_021720859.3	LOC101959212	6	+	131	98434092	98434222	-3.1372492315662908	5.727547370896951e-94	1.9410021645817442e-92	7	199	33.0	16	331	22.0	16	190	12.6	45	83	1.8636	36	46	1.2857	20	80	4.1579
XM_005322926.5	Chchd7	7	-	159	72124464	72124622	3.270918810930244	6.139116885714878e-92	1.9709796317295135e-90	47	36	0.7609	52	19	0.3529	14	60	4.5385	22	149	7.0476	1	64	NA	27	228	8.7308
XR_013428861.1	LOC144369336	12	+	20566	59994738	60015303	3.533770097050538	2.5495291408824325e-91	7.776063879691418e-90	356	9	0.0225	491	2	0.002	657	6	0.0076	651	117	0.1785	174	27	0.1503	627	56	0.0879
XR_005737676.2	LOC120892882	7	+	3665	7567243	7570907	-1.643108555184387	4.394487113164599e-88	1.2764938757287643e-86	146	376	2.5862	91	170	1.8778	311	650	2.0935	249	169	0.6774	38	29	0.7568	109	76	0.6944
XM_005321083.3	Ass1	4	+	295	204934582	204934876	1.5269811593346656	2.9527373587006045e-87	8.187135403669858e-86	120	339	2.8403	85	307	3.6429	324	518	1.6006	68	544	8.1045	78	356	4.6104	47	421	9.1304
XM_005334290.5	Mtpap	10	-	157	94236540	94236696	2.4876319164962766	2.5212731097197596e-85	6.6868547692567535e-84	90	73	0.809	56	46	0.8182	171	145	0.8471	35	185	5.4118	2	35	34.0	45	145	3.2727
XM_005322037.5	Papolg	12	-	265	72310740	72311004	2.615584662550248	8.447745140199815e-84	2.1471352231341196e-82	56	28	0.4909	53	17	0.3077	122	59	0.4793	49	112	2.3125	3	68	33.5	76	127	1.68
XM_005316737.4	Rplp1	5	-	201	14334643	14334843	1.6900893956191547	5.074306885275266e-81	1.2381308800071649e-79	80	97	1.2152	75	112	1.5	203	170	0.8366	148	271	1.8367	2	160	159.0	113	402	3.5804
XM_005335148.5;XM_005335147.5;XM_005335141.5;XM_005335140.5	Tle4	4	-	887	133194174	133195060	1.7141612626209701	1.1561075460452787e-80	2.7124061657216156e-79	168	50	0.2934	176	72	0.4057	697	124	0.1767	159	130	0.8165	15	20	1.3571	246	211	0.8571
XR_013424148.1	LOC120892777	7	-	4179	142169595	142173773	-3.0721515544539435	5.72674510293919e-80	1.2938201899232986e-78	72	40	0.5493	49	55	1.125	130	147	1.1318	95	15	0.1489	62	5	0.0656	126	11	0.08
XM_005316285.3	Klf10	7	+	1575	33577231	33578805	1.4139317507584903	2.1219328811681167e-79	4.622782348259112e-78	90	219	2.4494	43	26	0.5952	345	338	0.9797	115	494	4.3246	54	354	6.6604	225	419	1.8661
XR_013439434.1	LOC144378009	5	-	217	137039535	137039751	5.265371369893634	5.008937325918266e-79	1.0536040582103938e-77	6	2	0.2	6	13	2.4	51	17	0.32	3	120	59.5	3	72	35.5	4	51	16.6667
XM_013360965.4	Saraf	14	-	270	71528427	71528696	1.7578565531426886	7.911241741017944e-79	1.608619154006982e-77	117	86	0.7328	158	63	0.3949	423	131	0.3081	85	168	1.9881	2	50	49.0	171	125	0.7294
XM_021728423.3;XM_013359945.4	Axin2	3	-	175	12083634	12083808	4.991937232244459	5.651283015069013e-78	1.1120266578039026e-76	22	14	0.619	47	5	0.087	97	28	0.2812	2	44	43.0	2	11	10.0	5	34	8.25
XM_005315895.5	Bin1	7	-	368	104512688	104513055	3.2016301451237337	8.35033781381039e-77	1.5917831457576055e-75	49	30	0.6042	60	26	0.4237	103	75	0.7255	16	86	5.6667	2	12	11.0	20	110	5.7368
XM_078017686.1	Cwc22	7	-	266	147389437	147389702	3.73581440638426	1.8150486332573743e-76	3.355089897839389e-75	17	34	2.0625	38	23	0.5946	79	73	0.9231	12	112	10.0909	1	41	NA	8	107	15.1429
XM_078021052.1;XM_078021054.1;XM_078021056.1	Cpeb2	9	+	4006	10014762	10018767	1.532216573345961	3.3742467682652053e-74	6.053795672475809e-73	87	60	0.686	127	47	0.3651	254	74	0.2885	346	350	1.0116	119	154	1.2966	286	349	1.2211
XM_005316175.5	Fam91a1	7	-	338	16281876	16282213	2.853481286588735	5.265412816040076e-74	9.176862336526989e-73	41	69	1.7	34	58	1.7273	94	154	1.6452	19	171	9.4444	2	70	69.0	19	215	11.8889
XM_078019349.1	LOC144366078	8	+	583	46255401	46255983	-1.4182650422290968	4.4928847265252896e-67	7.612943564390074e-66	82	390	4.8025	87	301	3.4884	271	1084	4.0111	81	174	2.1625	123	71	0.5738	47	136	2.9348
XR_013426534.1	LOC144367210	10	-	354	38785069	38785422	3.1641682348365503	4.544971138143338e-65	7.493060525047124e-64	30	26	0.8621	38	6	0.1351	51	29	0.56	21	86	4.25	1	28	NA	31	98	3.2333
XM_078021150.1	Sepsecs	9	-	137	18399547	18399683	2.8651998315876543	2.2534268767980084e-64	3.617343144333645e-63	35	69	2.0	28	30	1.0741	71	135	1.9143	22	180	8.5238	1	38	NA	14	214	16.3846
XM_005320095.5	Arrdc4	5	+	2688	146400804	146403491	1.849609592578741	1.1587135306134937e-63	1.8123468042929006e-62	147	124	0.8425	93	50	0.5326	254	172	0.6759	44	112	2.5814	18	40	2.2941	56	143	2.5818
XM_005315970.5	Tmsb4x	x	-	158	118581340	118581497	2.4681759725030026	7.037725709449249e-63	1.0732531706910103e-61	73	29	0.3889	100	24	0.2323	159	29	0.1772	49	79	1.625	2	21	20.0	58	47	0.807
XM_021729706.3	Ugt8	9	-	619	89933480	89934098	2.3304922007630924	7.429903208142092e-63	1.105424623650409e-61	109	187	1.7222	61	69	1.1333	123	263	2.1475	19	187	10.3333	3	69	34.0	24	124	5.3478
XM_005316217.5	Utp23	7	-	298	22088623	22088920	2.188247930864262	9.178824113627139e-62	1.3331149307887035e-60	54	69	1.283	34	21	0.6061	138	78	0.562	35	203	5.9412	2	42	41.0	63	97	1.5484
XM_078038289.1;XM_078038293.1;XM_078038290.1	Thrb	2	+	4878	35960911	35965788	0.9304689081819901	2.706767340137115e-61	3.8398327383340466e-60	222	241	1.086	254	163	0.6403	292	252	0.8625	438	717	1.6384	156	305	1.9613	413	583	1.4126
XM_005335938.4	Dnajb9	2	-	139	164224667	164224805	3.83296633712444	2.7964449035931795e-61	3.8768895254359984e-60	18	165	9.6471	25	185	7.6667	149	298	2.0068	3	274	136.5	1	30	NA	5	229	57.0
XM_078021370.1	LOC144366700	9	-	784	51829802	51830585	1.6759079317546586	3.579670207887209e-61	4.8524418373582167e-60	174	75	0.4277	68	38	0.5522	256	214	0.8353	124	190	1.5366	7	47	7.6667	69	131	1.9118
XM_005339124.5	Lmo4	11	+	4084	70516753	70520836	1.6699544213424142	1.5828625712688631e-59	2.0990134097261008e-58	186	67	0.3568	70	37	0.5217	131	56	0.4231	160	190	1.1887	52	61	1.1765	87	149	1.7209
XR_013434817.1	LOC144375238	2	-	777	90879656	90880432	-2.269568056895804	8.353489734834907e-59	1.0841763272870837e-57	66	34	0.5077	97	19	0.1875	270	649	2.4089	132	20	0.145	7	5	0.6667	98	16	0.1546
XM_005328629.5	Ca2	7	-	174	47518469	47518642	3.7955830096256515	2.104936801705668e-57	2.6750238521676197e-56	24	19	0.7826	34	38	1.1212	70	89	1.2754	3	55	27.0	1	36	NA	9	92	11.375
XM_078017888.1;XM_078017893.1	Ino80d	7	-	272	170002363	170002634	2.6891342472608257	1.190489113002104e-55	1.482037467206701e-54	9	31	3.75	29	14	0.4643	107	49	0.4528	17	65	4.0	11	62	6.1	19	102	5.6111
XM_005319463.4	Orc5	2	-	199	174890952	174891150	3.580020847891829	4.418974431145053e-55	5.391148805996965e-54	41	49	1.2	28	22	0.7778	59	61	1.0345	2	97	96.0	2	11	10.0	9	67	8.25
XR_013439319.1;XM_078051014.1	Atp5mj	5	-	159	122892215	122892373	3.058858263484452	1.446127961981834e-53	1.7296824643312133e-52	37	6	0.1389	30	5	0.1379	41	13	0.3	38	146	3.9189	2	24	23.0	56	24	0.4182
XM_005325534.4	Spcs3	14	+	3531	26865452	26868982	1.148993204259305	1.7288131440148192e-53	2.028030803555846e-52	105	131	1.25	97	113	1.1667	250	224	0.8956	169	479	2.8452	53	135	2.5769	263	501	1.9084
XM_040270925.2;XM_013362638.4	Zfx	x	-	1451	108542033	108543483	2.1549992194454934	5.171841520549111e-53	5.95249684440558e-52	54	64	1.1887	43	25	0.5714	155	113	0.7273	37	98	2.6944	3	38	18.5	35	120	3.5
XM_078043605.1	Golim4	3	-	840	113157304	113158143	1.8123050812049446	5.94806379019284e-50	6.719109096328949e-49	81	48	0.5875	89	21	0.2273	281	68	0.2393	95	101	1.0638	4	25	8.0	96	81	0.8421
XR_013430045.1	LOC144370104	13	-	329	15445363	15445691	-3.455600729602687	6.205303644700515e-50	6.882245860486025e-49	26	61	2.4	28	82	3.0	46	76	1.6667	30	8	0.2414	2	1	0.0	50	7	0.1224
XM_005338512.5	Hmgb3	x	-	98	4011828	4011925	4.775122264749719	1.513822686612078e-49	1.6489854264881564e-48	3	10	4.5	4	8	2.3333	7	12	1.8333	1	210	NA	1	70	NA	5	155	38.5
XM_005330966.5	Edem1	16	-	812	45251063	45251874	1.7303895137566925	9.76619272484097e-49	1.0451539582724546e-47	76	65	0.8533	123	75	0.6066	297	146	0.4899	41	83	2.05	2	34	33.0	74	106	1.4384
XM_005326812.5	Wee1	4	-	870	52315881	52316750	3.097413170914093	5.790855074017038e-47	6.090382060604126e-46	8	14	1.8571	22	26	1.1905	34	19	0.5455	11	133	13.2	2	31	30.0	19	90	4.9444
XM_040271561.2;XM_005322461.3	Ttc27	12	-	287	96180064	96180350	2.767856618197994	5.0585105637135964e-45	5.229985498076769e-44	25	15	0.5833	28	23	0.8148	79	32	0.3974	18	51	2.9412	1	36	NA	18	46	2.6471
XM_005328152.5;XM_040268664.2	LOC101960968	3	-	112	17143480	17143591	2.2315441257350064	6.459162466975964e-45	6.566815174758896e-44	17	29	1.75	33	41	1.25	78	48	0.6104	38	128	3.4324	1	36	NA	40	162	4.1282
XM_005324491.5	Mcfd2	12	+	1495	84072907	84074401	-1.7540730914426899	2.8988030846052567e-43	2.898803084605257e-42	39	104	2.7105	47	60	1.2826	117	112	0.9569	102	39	0.3762	59	11	0.1724	66	48	0.7231
XM_078047654.1	Ttc39b	4	-	128	157366069	157366196	2.796172384797993	5.764964703662399e-43	5.6719814019904245e-42	34	119	3.5758	19	46	2.5	100	255	2.5657	7	124	20.5	2	41	40.0	10	204	22.5556
XM_040288964.2	Selenof	11	-	347	70102114	70102460	1.614005551187271	6.829763302206993e-43	6.612945419597247e-42	56	117	2.1091	52	84	1.6275	189	265	1.4043	39	159	4.1579	2	142	141.0	47	127	2.7391
XR_013430884.1	LOC144370859	15	+	1742	32419913	32421654	2.1501738707789366	2.210907769350274e-42	2.1072714676619798e-41	40	24	0.5897	14	9	0.6154	67	44	0.6515	57	136	2.4107	9	52	6.375	56	130	2.3455
XM_078015952.1	Rgs7bp	1	-	848	213625239	213626086	2.1263279711164924	2.4594224606185473e-41	2.3080733861189447e-40	59	44	0.7414	31	9	0.2667	66	14	0.2	53	88	1.6731	2	29	28.0	100	120	1.202
XM_005321775.5;XM_005321776.4;XM_005321774.5	Cdk12	3	-	1646	22511768	22513413	1.367536543987511	1.0107383217382286e-40	9.341672367580598e-40	69	74	1.0735	105	50	0.4712	191	147	0.7684	101	177	1.76	13	52	4.25	104	166	1.6019
XR_013434524.1	LOC110599118	2	-	141	56361735	56361875	3.6646659645158066	1.2987694209676872e-40	1.1824617116272973e-39	32	4	0.0968	41	5	0.1	73	42	0.5694	5	36	8.75	1	2	NA	10	20	2.1111
XM_005337655.5	Bcas2	11	-	163	107331037	107331199	1.1168162242490614	1.6222178984741916e-40	1.4552248795136131e-39	94	127	1.3548	89	92	1.0341	288	220	0.7631	99	245	2.4898	6	121	24.0	239	259	1.084
XM_005328227.5	Psmd12	3	-	218	13531929	13532146	1.7670123181295454	1.3854904827350493e-39	1.2248539050266377e-38	23	113	5.0909	44	70	1.6047	110	220	2.0092	35	195	5.7059	2	94	93.0	36	251	7.1429
XM_005330779.5	Ppp1r3b	14	-	319	70284829	70285147	1.4953333160405962	2.455146853637968e-39	2.1394851153130863e-38	163	1310	8.0802	151	956	6.3667	344	3008	8.7668	27	640	24.5769	2	140	139.0	31	501	16.6667
XM_021731147.3	LOC101961272	2	-	301	213216773	213217073	2.9754135865046885	5.453268975374668e-38	4.685202922504997e-37	84	48	0.5663	77	41	0.5263	256	132	0.5137	6	21	4.0	1	4	NA	8	39	5.4286
XM_005328777.4	Bzw2	2	-	153	157159760	157159912	1.861307193842602	2.2326541981165987e-37	1.8915542511821184e-36	137	14	0.0956	183	8	0.0385	314	31	0.0958	172	58	0.3333	6	20	3.8	272	34	0.1218
XM_005325726.5;XM_078043472.1;XM_078043473.1	Plod2	3	-	541	91687800	91688340	-1.8353796783591303	1.7274512050068787e-36	1.4434866233619124e-35	28	75	2.7407	29	45	1.5714	76	212	2.8133	90	41	0.4494	5	8	1.75	65	52	0.7969
XR_013438738.1	LOC144377717	5	-	350	17508790	17509139	3.50498923236184	1.095658558556499e-35	9.031780009722491e-35	41	2	0.025	41	2	0.025	116	4	0.0261	57	40	0.6964	2	10	9.0	93	11	0.1087
XM_078030181.1	Galnt1	13	-	132	35638851	35638982	2.2041904902671603	2.278007299504766e-35	1.8527792702638765e-34	23	28	1.2273	32	24	0.7419	57	67	1.1786	14	105	8.0	1	36	NA	33	73	2.25
XM_005327222.5	Man2a1	1	+	2763	115831347	115834109	1.213816430920797	4.939729964163826e-35	3.96478326071044e-34	69	92	1.3382	38	35	0.9189	193	105	0.5417	156	273	1.7548	31	55	1.8	147	309	2.1096
XM_078022076.1;XM_005327561.5	Usp38	9	-	1231	130376141	130377371	1.7388012360390932	5.528629422373435e-35	4.379823308633501e-34	36	19	0.5143	41	18	0.425	71	54	0.7571	83	137	1.6585	5	48	11.75	116	164	1.4174
XM_005334331.5	Cisd1	1	-	209	62163046	62163254	1.7325563465698413	6.427247511086289e-35	5.0264371561059435e-34	53	281	5.3846	35	126	3.6765	110	489	4.4771	16	340	22.6	3	81	40.0	32	315	10.129
XR_013425053.1;XR_013425052.1;XM_078019780.1;XM_078019779.1;XM_078019778.1	Ogfrl1	8	-	345	86435611	86435955	3.108755012863723	1.9189865563618651e-34	1.4817491131401743e-33	30	17	0.5517	18	14	0.7647	70	26	0.3623	5	27	6.5	1	10	NA	12	40	3.5455
XM_040270441.2	Bdh1	3	-	236	142431065	142431300	2.3057448410454957	1.99627283394809e-34	1.5221580358854184e-33	44	64	1.4651	37	24	0.6389	136	153	1.1259	14	47	3.5385	1	12	NA	14	96	7.3077
XM_005335986.5;XM_005335987.5	Sox9	3	-	815	8476703	8477517	2.1395698230110196	3.5829560024970058e-34	2.6982755080533008e-33	297	48	0.1588	252	14	0.0518	498	56	0.1107	52	22	0.4118	2	2	1.0	34	18	0.5152
XM_005324141.5	Prrc1	1	-	156	133640748	133640903	1.5517065423046823	9.915834879913967e-34	7.376413752131122e-33	51	51	1.0	36	56	1.5714	126	108	0.856	47	145	3.1304	1	41	NA	78	160	2.0649
XM_078038648.1	LOC110597289	2	-	457	58012454	58012910	3.0226753787363503	4.09970458823254e-33	3.013035902194999e-32	13	4	0.25	36	17	0.4571	32	14	0.4194	10	27	2.8889	3	17	8.0	14	46	3.4615
XM_013365129.4;XM_013365130.4;XM_013365128.4	Pja1	x	-	149	72575838	72575986	2.075859340891116	1.5884395401271126e-32	1.1535096660446888e-31	29	35	1.2143	41	19	0.45	49	43	0.875	19	54	2.9444	2	37	36.0	37	87	2.3889
XM_078050096.1	Tmem229b	5	-	129	62218378	62218506	3.9404270110430404	1.7338379799965366e-32	1.2442837268210441e-31	4	26	8.3333	25	36	1.4583	45	44	0.9773	1	46	NA	1	8	NA	3	82	40.5
XM_005332799.5	Polr2a	3	+	1585	51825761	51827345	1.4689597940966348	5.105972120659359e-32	3.621677899537452e-31	104	40	0.3786	79	19	0.2308	140	62	0.4388	81	68	0.8375	34	43	1.2727	82	84	1.0247
XM_005317656.5	Slc9a1	11	-	1122	18448065	18449186	1.7850776850369816	8.322769938410924e-32	5.835505359115706e-31	430	27	0.0606	343	27	0.076	773	44	0.0557	150	23	0.1477	5	5	1.0	96	27	0.2737
XM_078052542.1	Atxn10	6	-	360	3341979	3342338	2.765407969110591	1.521711512524038e-31	1.0548227529996172e-30	20	74	3.8421	24	63	2.6957	42	177	4.2927	4	133	44.0	2	12	11.0	6	180	35.8
XM_005327987.4;XM_005327986.5	Nfib	4	-	1132	156598328	156599459	1.1296951387664949	2.0902409231502163e-31	1.432637037215317e-30	108	70	0.6449	75	49	0.6486	239	88	0.3655	139	120	0.8623	24	77	3.3043	196	173	0.8821
XM_078021044.1;XM_078021047.1;XM_078021045.1	Rab28	9	-	276	8679090	8679365	1.8015873611451292	3.789583434525817e-31	2.568495438956387e-30	44	50	1.1395	54	23	0.4151	143	76	0.5282	19	80	4.3889	2	10	9.0	52	65	1.2549
XM_078020004.1	Ubr2	8	-	436	108773559	108773994	1.0965784303203006	4.580410541143465e-31	3.0703850880192457e-30	125	88	0.7016	148	63	0.4218	687	465	0.6764	88	149	1.7011	3	24	11.5	144	119	0.8252
XR_013428045.1	LOC110599414	11	-	298	104680404	104680701	2.102845654801908	3.566958997034812e-30	2.365048900207864e-29	58	10	0.1579	130	16	0.1163	387	35	0.0881	49	20	0.3958	4	7	2.0	55	27	0.4815
XR_013427849.1	LOC144368081	11	-	745	50810946	50811690	-1.750502424097368	7.024249693336061e-30	4.6073035622956964e-29	47	105	2.2609	29	14	0.4643	101	168	1.67	63	37	0.5806	11	3	0.2	82	28	0.3333
XM_005318756.4	Srsf3	8	-	149	114262755	114262903	1.0837975832508104	4.086266606311141e-29	2.651726201967868e-28	51	229	4.56	36	186	5.2857	190	386	2.037	70	516	7.4638	6	114	22.6	110	519	4.7523
XM_005322350.5	Pah	6	+	621	17274553	17275173	0.6572930155198721	6.592117209706305e-29	4.232833155706154e-28	215	633	2.9533	151	583	3.88	615	1790	2.9137	152	704	4.6556	98	516	5.3093	114	581	5.1327
XM_005318618.5	Cdc5l	8	-	286	107159130	107159415	1.861751816741474	7.858434629663769e-29	4.993380337598853e-28	49	75	1.5417	31	56	1.8333	98	163	1.6701	15	136	9.6429	2	15	14.0	23	93	4.1818
XM_078041895.1;XM_005334328.5	Tfam	1	-	274	62045189	62045462	1.2049096199396967	8.52633443677307e-29	5.361921656115024e-28	66	48	0.7231	46	21	0.4444	132	69	0.5191	173	164	0.9477	9	109	13.5	216	154	0.7116
XM_078018754.1	Cep43	8	-	210	2320086	2320295	2.40318537510195	2.562952904635295e-28	1.5953074202321734e-27	38	161	4.3243	49	141	2.9167	114	328	2.8938	4	85	28.0	2	50	49.0	9	115	14.25
XM_005321415.5	Sod2	8	+	2084	7754692	7756775	1.0295406942971266	2.9464912666896408e-28	1.8155148208895765e-27	63	68	1.0806	65	37	0.5625	152	96	0.6291	216	373	1.7302	82	78	0.9506	194	330	1.7047
XM_078052864.1	LOC120888597	6	-	116	12654611	12654726	3.10964009631598	3.045047599471103e-28	1.857479035677373e-27	5	168	41.75	9	62	7.625	73	234	3.2361	1	217	NA	3	71	35.0	3	135	67.0
XM_005323330.4;XM_021725189.3	Pls3	x	-	142	33619495	33619636	1.635833999005855	3.4376128902248163e-28	2.0761820426110276e-27	82	29	0.3457	106	20	0.181	156	22	0.1355	91	53	0.5778	2	19	18.0	93	39	0.413
XR_005730928.2	LOC120887607	10	-	396	138888462	138888857	2.5184240664005237	5.115925501078554e-28	3.0595240741744294e-27	115	6	0.0439	92	2	0.011	217	16	0.0694	78	30	0.3766	4	3	0.6667	113	23	0.1964
XM_005335150.5	Psat1	4	-	158	134403775	134403932	2.5048291704060235	7.021360041752243e-28	4.1582811897756e-27	21	14	0.65	28	4	0.1111	44	16	0.3488	20	75	3.8947	1	7	NA	25	21	0.8333
XM_005325814.4	Otud1	10	-	3167	80332685	80335851	1.0390916797711272	9.109977845743492e-28	5.343352390291856e-27	139	54	0.3841	95	24	0.2447	241	102	0.4208	308	237	0.7687	27	43	1.6154	351	204	0.58
XM_005331562.5	Cntf	4	-	1372	13434305	13435676	-1.8744320784060806	1.187711979292981e-27	6.900041022559223e-27	36	25	0.6857	14	13	0.9231	48	33	0.6809	162	55	0.3354	73	3	0.0278	122	25	0.1983
XM_013366258.4	LOC101970443	9	-	782	51508291	51509072	0.9829053822967938	1.4344893180545065e-27	8.255080037860839e-27	164	92	0.5583	77	48	0.6184	257	351	1.3672	152	174	1.1457	7	85	14.0	106	155	1.4667
XM_005320453.4	Otor	5	-	2223	160280080	160282302	-2.5616564467760288	2.1682380340477024e-27	1.2360983184757929e-26	15	12	0.7857	5	12	2.75	8	42	5.8571	59	25	0.4138	17	9	0.5	42	9	0.1951
XM_078049003.1	LOC144377571	5	-	756	114238024	114238779	-3.2432246782511953	2.982113865196291e-27	1.684342090527535e-26	3	17	8.0	7	24	3.8333	24	40	1.6957	42	14	0.3171	2	2	1.0	19	2	0.0556
XM_021733547.3	Slc16a7	6	-	252	54176731	54176982	2.9424518641757076	4.749213916962816e-27	2.657816962703961e-26	17	69	4.25	14	38	2.8462	38	91	2.4324	4	94	31.0	1	21	NA	5	110	27.25
XM_005330784.5;XM_078031311.1	Prag1	14	-	233	69598521	69598753	2.4308276161283366	5.6090483588611185e-27	3.110472271732075e-26	11	13	1.2	14	11	0.7692	35	16	0.4412	16	50	3.2667	2	28	27.0	31	84	2.7667
XM_013360736.4	Spryd7	6	-	208	163315380	163315587	1.6644605065461007	5.7074896577938336e-27	3.136548370499314e-26	20	116	6.0526	22	72	3.381	70	222	3.2029	16	228	15.1333	2	119	118.0	38	259	6.973
XM_040292312.2	Mthfd2l	9	+	3823	55791021	55794843	2.212008421446076	7.870783676564853e-27	4.2867661095576434e-26	11	46	4.5	21	30	1.45	22	52	2.4286	10	69	7.5556	6	91	18.0	10	135	14.8889
XM_078042477.1	Znf207	3	-	187	39862450	39862636	1.0089152608724727	1.1510393273089358e-26	6.213575129720803e-26	67	329	4.9697	58	211	3.6842	188	666	3.5561	77	576	7.5658	3	151	75.0	86	495	5.8118
XM_005327667.5	Dtx3l	3	-	187	145844552	145844738	2.7548832209047354	1.7020969356728964e-26	9.107711673337428e-26	16	62	4.0667	7	47	7.6667	35	148	4.3235	5	153	38.0	1	64	NA	7	160	26.5
XM_005320267.4	Yme1l1	10	-	213	77384033	77384245	-1.540824172830099	2.1662575516837956e-26	1.1490583535018394e-25	13	103	8.5	13	74	6.0833	49	195	4.0417	56	142	2.5636	3	31	15.0	110	103	0.9358
XM_078050223.1	Psma6	5	-	197	79525489	79525685	1.6723562890972308	5.1352952434147243e-26	2.7004569814508465e-25	34	77	2.303	26	36	1.4	91	94	1.0333	20	84	4.3684	2	44	43.0	36	115	3.2571
