chr	position	FONTOM5	Enhancer_ID
11	4809409	N	190
11	5873364	N	195
11	12202131	N	168
11	13199347	N	169
11	13204675	N	170
11	13214496	N	171
11	17381045	N	173
11	17997818	N	174
11	17999349	N	174
11	22701641	N	175
11	23666218	N	176
11	28233616	N	177
11	31642127	N	180
11	39561513	N	181
11	39566626	N	182
11	39921368	N	183
11	41116738	N	184
11	41118608	N	184
11	41434466	N	185
11	42576206	N	186
11	42711159	N	187
11	42750663	N	188
11	42753728	N	188
11	42754912	N	188
11	44859657	N	189
11	44861263	N	189
11	51350450	N	191
11	51350495	N	191
11	52967948	N	192
11	52973171	N	193
11	53002737	N	194
11	68793792	N	196
11	70601321	N	197
11	70683743	N	198
11	73287846	N	199
11	77492479	N	200
11	77498007	N	201
11	77503997	N	202
11	77982735	N	203
11	96007347	N	204
11	96053096	N	204
11	102905798	N	161
11	104609077	N	162
11	106085790	N	163
11	106093823	N	164
11	106098045	N	165
11	106146285	N	166
11	106169490	N	167
11	132819912	N	172
12	1044827	N	205
12	1675865	N	222
12	1978151	N	223
12	1986307	N	223
12	2125842	N	224
12	2128221	N	224
12	12460364	N	221
12	36294130	N	225
12	41370481	N	226
12	44469493	N	227
12	44474569	N	228
12	44491150	N	229
12	66690392	N	230
12	68674632	N	231
12	68713182	N	232
12	68877517	N	233
12	68879510	N	233
12	68898699	N	234
12	70939802	N	235
12	72690017	N	236
12	78006360	N	237
12	83018479	N	238
12	83094483	N	239
12	86508686	N	240
12	86515484	N	241
12	86532845	N	242
12	86536599	N	243
12	86541939	N	244
12	88326313	N	245
12	91457967	N	246
12	96931300	N	247
12	98067615	N	248
12	105637634	N	206
12	106814965	N	207
12	106833375	N	208
12	106834900	N	208
12	106844559	N	209
12	106869736	N	210
12	106873124	N	211
12	109388468	N	212
12	110934755	N	213
12	113666301	N	214
12	115694106	N	215
12	115695865	N	215
12	116814845	N	216
12	117058942	N	217
12	117060280	N	217
12	117065191	N	217
12	117069135	N	217
12	119816478	N	218
12	119836873	N	219
12	119843034	N	220
13	2666105	N	255
13	2685881	N	256
13	2689541	N	256
13	2705231	N	257
13	4288181	N	263
13	4783896	N	266
13	5648674	N	268
13	13374161	N	249
13	13421678	N	250
13	17390385	N	251
13	17591646	N	252
13	23822203	N	253
13	23823971	N	253
13	23858623	N	254
13	23862285	N	254
13	23867504	N	254
13	28088248	N	258
13	28097573	N	259
13	32141411	N	260
13	33505205	N	261
13	38655094	N	262
13	46915481	N	264
13	47255034	N	265
13	48504840	N	267
13	89233767	N	269
13	91104934	N	270
13	91108182	N	270
13	91132756	N	271
13	97859843	N	272
13	97910562	N	273
13	97920482	N	274
13	97927540	N	275
13	97984134	N	276
13	97986797	N	276
13	98095657	N	277
13	98103061	N	278
13	98141678	N	279
13	98932959	N	280
13	98972347	N	281
14	5698822	N	297
14	5927835	N	298
14	5940571	N	299
14	5947441	N	300
14	7324811	N	307
14	9581446	N	308
14	9924891	N	309
14	13357364	N	282
14	14585453	N	283
14	14859811	N	284
14	18204715	N	285
14	33605930	N	286
14	34120028	N	287
14	34147898	N	288
14	34152358	N	288
14	35807201	N	289
14	39060585	N	290
14	39075371	N	291
14	39084321	N	292
14	39099536	N	293
14	49255229	N	294
14	51037491	N	295
14	51648951	N	296
14	64903887	N	301
14	65059158	N	302
14	66221022	N	303
14	70245649	N	304
14	70353985	N	305
14	70443134	N	306
15	1136983	N	310
15	9953915	N	327
15	13075588	N	311
15	13319965	N	312
15	19221812	N	313
15	22962959	N	314
15	27538333	N	315
15	30669950	N	316
15	30689564	N	317
15	30691677	N	317
15	31684882	N	318
15	33220627	N	319
15	36743850	N	320
15	36749895	N	320
15	48461945	N	321
15	48464906	N	321
15	48465931	N	321
15	48540310	N	322
15	53941231	N	323
15	53942561	N	323
15	54361275	N	324
15	54367241	N	325
15	55685846	N	326
16	6193005	N	340
16	7317987	N	341
16	19104410	N	328
16	19424093	N	329
16	21748197	N	330
16	25620267	N	331
16	32117475	N	332
16	37106896	N	333
16	37108803	N	333
16	45472185	N	334
16	50778626	N	335
16	50891589	N	336
16	50893267	N	336
16	51853741	N	337
16	51957867	N	338
16	52130121	N	339
16	52143727	N	339
2	2700205	N	366
2	22125873	N	357
2	28985144	N	367
2	37031152	N	368
2	39411143	N	369
2	42104265	N	370
2	42105844	N	371
2	47780934	N	372
2	49698136	N	373
2	50167032	N	374
2	50170854	N	375
2	56193865	N	376
2	56205408	N	377
2	56207473	N	377
2	56720981	N	378
2	56852542	N	379
2	58675722	N	380
2	58776167	N	381
2	58778137	N	381
2	58782517	N	381
2	58785187	N	381
2	58797851	N	381
2	58816419	N	381
2	68539572	N	382
2	74519890	N	383
2	82819788	N	384
2	84063804	N	385
2	87361765	N	386
2	87458126	N	387
2	87460098	N	387
2	88649243	N	388
2	90730582	N	389
2	90838896	N	390
2	90994429	N	391
2	93913823	N	392
2	114525688	N	342
2	120920290	N	343
2	130062297	N	344
2	148580179	N	345
2	148588198	N	346
2	150338227	N	347
2	150341276	N	347
2	150383169	N	348
2	176550657	N	349
2	176665178	N	350
2	176873154	N	351
2	176911912	N	352
2	182686708	N	353
2	198363302	N	354
2	199028029	N	355
2	213225150	N	356
2	225687171	N	358
2	225687865	N	358
2	227041892	N	359
2	229042810	N	360
2	229073294	N	361
2	229092846	N	362
2	229095678	N	362
2	230345962	N	363
2	232523862	N	364
2	232573518	N	365
3	8933448	N	457
3	8935793	N	457
3	9074991	N	458
3	10703977	N	402
3	10954949	N	403
3	12617720	N	410
3	12621634	N	411
3	19214336	N	424
3	19224981	N	425
3	19230259	N	426
3	19592538	N	429
3	26279030	N	441
3	26281790	N	441
3	26285150	N	441
3	29774753	N	442
3	36495670	N	443
3	44590093	N	444
3	44602248	N	444
3	44628986	N	444
3	46763854	N	445
3	46828350	N	446
3	46859330	N	447
3	48408070	N	448
3	48703174	N	449
3	48715409	N	449
3	63220639	N	450
3	64114109	N	451
3	70641767	N	452
3	72826983	N	453
3	72842687	N	454
3	72846540	N	455
3	79738923	N	456
3	91813515	N	459
3	93741478	N	460
3	94403899	N	461
3	94522271	N	462
3	99174575	N	463
3	100373738	N	393
3	100508389	N	394
3	100602851	N	395
3	102198824	N	396
3	102215324	N	397
3	102218184	N	398
3	102220959	N	399
3	102231958	N	400
3	105692281	N	401
3	121654242	N	404
3	121712917	N	405
3	121723735	N	406
3	121729633	N	407
3	121909767	N	408
3	121912076	N	408
3	121928985	N	409
3	138827614	N	412
3	139765331	N	413
3	142263542	N	414
3	145798321	N	415
3	158723205	N	416
3	159216114	N	417
3	162655152	N	418
3	164609933	N	419
3	171148860	N	420
3	176376098	N	421
3	180500380	N	422
3	190465597	N	423
3	192590642	N	427
3	192798459	N	428
3	196467233	N	430
3	201467791	N	431
3	202145793	N	432
3	204664019	N	433
3	204670414	N	434
3	204671983	N	434
3	204676779	N	435
3	204678996	N	435
3	204688396	N	436
3	204690495	N	436
3	204692407	N	436
3	206159622	N	437
3	208857994	N	438
3	208868170	N	439
3	214162457	N	440
3	214171446	N	440
3	214173635	N	440
4	211626	N	488
4	4380732	N	491
4	5395622	N	493
4	8386875	N	498
4	9333652	N	502
4	30250575	N	489
4	30769494	N	490
4	52489409	N	492
4	55963355	N	494
4	55978032	N	494
4	63436975	N	495
4	64651809	N	496
4	64665799	N	497
4	83968476	N	499
4	87181348	N	500
4	87511171	N	501
4	97391886	N	503
4	111829911	N	464
4	139405818	N	465
4	141310425	N	466
4	141321240	N	466
4	141323792	N	466
4	141331483	N	466
4	141336703	N	466
4	141340660	N	466
4	141348440	N	466
4	141358432	N	466
4	141362088	N	466
4	149762355	N	467
4	155941736	N	468
4	162868902	N	469
4	162876755	N	469
4	165132677	N	470
4	166772540	N	471
4	177392859	N	472
4	183454268	N	473
4	183476376	N	474
4	185297459	N	475
4	185301539	N	476
4	185608689	N	477
4	187170884	N	478
4	187233244	N	479
4	189192596	N	480
4	191402058	N	481
4	191412227	N	482
4	205574359	N	483
4	206819786	N	484
4	207515597	N	485
4	207672243	N	486
4	207682546	N	486
4	207687260	N	486
4	207691993	N	486
4	210604344	N	487
5	1005727	N	504
5	1841682	N	540
5	5468911	N	563
5	5492035	N	564
5	6453210	N	576
5	9391992	N	584
5	9407624	N	585
5	9441475	N	586
5	15707155	N	529
5	15726542	N	530
5	16460474	N	531
5	18267067	N	539
5	19428282	N	546
5	19813358	N	551
5	19924672	N	552
5	22696729	N	553
5	23997411	N	554
5	24005341	N	555
5	24109219	N	556
5	25213087	N	557
5	28632884	N	558
5	28919038	N	559
5	30988356	N	560
5	35803669	N	561
5	40810201	N	562
5	40812650	N	562
5	55742716	N	565
5	62175373	N	566
5	63141927	N	567
5	63145568	N	568
5	63179332	N	569
5	63236158	N	570
5	63243281	N	571
5	63311393	N	572
5	63331764	N	573
5	64143865	N	574
5	64333471	N	575
5	64336860	N	575
5	64338765	N	575
5	64343797	N	575
5	64361879	N	575
5	64364301	N	575
5	64886682	N	577
5	65497577	N	578
5	71258509	N	579
5	75948534	N	580
5	79457832	N	581
5	79465814	N	582
5	79841211	N	583
5	95637504	N	587
5	97752097	N	588
5	99204162	N	589
5	99206122	N	589
5	105103410	N	505
5	106425126	N	506
5	110371904	N	507
5	110387638	N	508
5	110850490	N	509
5	111321166	N	510
5	114259011	N	511
5	114762295	N	512
5	114764500	N	512
5	114768149	N	512
5	119145722	N	513
5	119156066	N	514
5	119169137	N	515
5	120406851	N	516
5	120439834	N	517
5	120442411	N	517
5	120445927	N	517
5	120446665	N	517
5	120458709	N	518
5	120467514	N	518
5	120469684	N	518
5	121198823	N	519
5	121212172	N	520
5	141839067	N	521
5	145019498	N	522
5	146440244	N	523
5	147732468	N	524
5	151086801	N	525
5	155077798	N	526
5	155086155	N	526
5	155094587	N	527
5	155100625	N	528
5	165351965	N	532
5	170279819	N	533
5	170289864	N	534
5	177840808	N	535
5	180352624	N	536
5	180359240	N	537
5	181910838	N	538
5	188167119	N	541
5	188308389	N	542
5	188310897	N	542
5	193473009	N	543
5	193487439	N	544
5	193878755	N	545
5	194318236	N	547
5	194320323	N	548
5	194902262	N	549
5	197553416	N	550
6	903569	N	660
6	4287117	N	641
6	5404249	N	646
6	6847682	N	657
6	6873309	N	658
6	13821087	N	597
6	13824518	N	597
6	13957931	N	598
6	14754782	N	600
6	15008883	N	601
6	24765961	N	632
6	24768635	N	632
6	25441543	N	633
6	25445825	N	633
6	25509753	N	634
6	25535165	N	635
6	25928616	N	636
6	26976721	N	637
6	28723908	N	638
6	28978236	N	639
6	33613865	N	640
6	46492277	N	642
6	46642671	N	643
6	49072560	N	644
6	51106916	N	645
6	55729882	N	647
6	56595692	N	648
6	56606636	N	649
6	61801574	N	650
6	61817666	N	651
6	62121482	N	652
6	65405838	N	653
6	67311480	N	654
6	67315291	N	654
6	67319283	N	655
6	67320233	N	655
6	67322916	N	655
6	67464778	N	656
6	77313821	N	659
6	93184505	N	661
6	97632334	N	662
6	97632712	N	662
6	106104332	N	590
6	110138238	N	591
6	115589298	N	592
6	131006122	N	593
6	131045762	N	594
6	131408964	N	595
6	131420558	N	595
6	133910227	N	596
6	142883095	N	599
6	158153810	N	602
6	158245152	N	603
6	158368049	N	604
6	163261130	N	605
6	165832600	N	606
6	165885221	N	607
6	171563665	N	608
6	171831401	N	609
6	174377763	N	610
6	174794945	N	611
6	175228463	N	612
6	175230999	N	612
6	175256840	N	613
6	175260733	N	613
6	176190711	N	614
6	177035836	N	615
6	177692874	N	616
6	182016126	N	617
6	187050803	N	618
6	188943014	N	619
6	188948579	N	620
6	192076077	N	621
6	196979851	N	622
6	197157993	N	623
6	197166915	N	624
6	197170636	N	625
6	197175604	N	626
6	197803141	N	627
6	197814145	N	628
6	198375187	N	629
6	198591791	N	630
6	198593880	N	630
6	199237058	N	631
7	111967	N	663
7	3393017	N	712
7	7476816	N	727
7	7521543	N	728
7	8460576	N	730
7	8492526	N	731
7	8498949	N	732
7	8501073	N	732
7	9165532	N	734
7	11505282	N	664
7	11511337	N	665
7	12098246	N	666
7	12286537	N	672
7	12288627	N	672
7	14919331	N	680
7	14958869	N	681
7	17094925	N	686
7	18654387	N	695
7	22054335	N	706
7	22056115	N	706
7	33461767	N	707
7	33464725	N	708
7	33494995	N	709
7	33627135	N	710
7	33676568	N	711
7	35404014	N	713
7	39945640	N	714
7	39968291	N	715
7	40299992	N	716
7	47006255	N	717
7	47399927	N	718
7	47451805	N	719
7	51356652	N	720
7	61082394	N	721
7	64533935	N	722
7	66256644	N	723
7	70381502	N	724
7	70465003	N	725
7	70469964	N	726
7	78759370	N	729
7	85787300	N	733
7	92677727	N	735
7	96468366	N	736
7	98535909	N	737
7	121096098	N	667
7	121422995	N	668
7	121493314	N	669
7	121738360	N	670
7	121787411	N	671
7	132675202	N	673
7	139668073	N	674
7	139687390	N	675
7	141864726	N	676
7	141870552	N	677
7	141927868	N	678
7	142286707	N	679
7	157070857	N	682
7	167725585	N	683
7	167798143	N	684
7	167800966	N	684
7	168532457	N	685
7	171067011	N	687
7	173772542	N	688
7	173790907	N	689
7	173798727	N	690
7	173800727	N	690
7	173802220	N	690
7	177955899	N	691
7	178151185	N	692
7	178277596	N	693
7	179528692	N	694
7	187256232	N	696
7	192526658	N	697
7	192807455	N	698
7	193050612	N	699
7	195129213	N	700
7	195134110	N	701
7	195313997	N	702
7	196256000	N	703
7	196269774	N	704
7	196723015	N	705
8	391512	N	792
8	394008	N	792
8	1106866	N	748
8	1748857	N	787
8	3821022	N	791
8	5076138	N	800
8	5080476	N	801
8	7255233	N	807
8	8437649	N	812
8	8439834	N	812
8	10189684	N	739
8	10195232	N	740
8	10208221	N	741
8	17255632	N	786
8	22787299	N	788
8	26485980	N	789
8	37811781	N	790
8	39900785	N	793
8	40444025	N	794
8	42052654	N	795
8	43090393	N	796
8	45904638	N	797
8	46205194	N	798
8	46209390	N	798
8	46210705	N	798
8	48889028	N	799
8	50983448	N	802
8	52727451	N	803
8	54549485	N	804
8	54551438	N	804
8	54564271	N	805
8	71630199	N	806
8	77305902	N	808
8	77385604	N	809
8	77391904	N	810
8	77400132	N	811
8	99144372	N	813
8	99500808	N	814
8	100191997	N	738
8	102290479	N	742
8	102753508	N	743
8	104766832	N	744
8	106819698	N	745
8	107656619	N	746
8	109921277	N	747
8	110985803	N	749
8	110989019	N	750
8	110990267	N	750
8	111184802	N	751
8	111832952	N	752
8	111857183	N	753
8	111858915	N	753
8	113849907	N	754
8	113853871	N	755
8	113855513	N	756
8	113862505	N	757
8	114206698	N	758
8	114402465	N	759
8	114498306	N	760
8	115857458	N	761
8	115874747	N	762
8	115896544	N	763
8	121353805	N	764
8	133191529	N	765
8	133497880	N	766
8	136765774	N	767
8	136828150	N	768
8	136830663	N	768
8	136845586	N	769
8	137145225	N	770
8	137146615	N	770
8	137148478	N	770
8	138046453	N	771
8	139697437	N	772
8	143447621	N	773
8	144174325	N	774
8	144183424	N	775
8	144244108	N	776
8	144654759	N	777
8	145513048	N	778
8	145536474	N	779
8	145542726	N	780
8	145547257	N	781
8	147314160	N	782
8	148296064	N	783
8	153530539	N	784
8	153876076	N	785
9	6708004	N	864
9	10045363	N	815
9	10513712	N	818
9	10684403	N	819
9	17017110	N	834
9	17024570	N	835
9	17031999	N	836
9	17128968	N	837
9	17132396	N	838
9	17135994	N	839
9	17138148	N	839
9	18445161	N	840
9	18448103	N	840
9	22923996	N	841
9	28047321	N	842
9	28870964	N	843
9	30702171	N	844
9	30767250	N	845
9	30783961	N	846
9	30786335	N	847
9	39151300	N	848
9	39154185	N	849
9	39172174	N	850
9	39209433	N	851
9	40324475	N	852
9	51453590	N	853
9	51847652	N	854
9	51849752	N	854
9	51857302	N	855
9	53304086	N	856
9	53493059	N	857
9	55199797	N	858
9	55263732	N	859
9	55274035	N	860
9	55280558	N	861
9	55285445	N	862
9	55287103	N	862
9	58282666	N	863
9	67281703	N	865
9	71472111	N	866
9	75469023	N	867
9	89991072	N	868
9	90003196	N	869
9	90013860	N	870
9	90040147	N	871
9	93781902	N	872
9	93784585	N	872
9	93815708	N	873
9	93820781	N	874
9	103419906	N	816
9	103614458	N	817
9	103619085	N	817
9	103619172	N	817
9	103621490	N	817
9	107643702	N	820
9	117034049	N	821
9	126022526	N	822
9	126059793	N	823
9	131837246	N	824
9	131892100	N	825
9	133760099	N	826
9	133773414	N	827
9	133774133	N	827
9	133775742	N	827
9	133788926	N	828
9	141859114	N	829
9	142044195	N	830
9	142066900	N	831
9	146021921	N	832
9	147021002	N	833
x	12849543	N	875
x	12861395	N	876
x	12863461	N	876
x	16681728	N	877
x	30382231	N	878
x	32974397	N	879
x	33483672	N	880
x	40356122	N	881
x	40362328	N	882
x	40362364	N	882
x	40364552	N	882
x	41127897	N	883
x	76977657	N	884
x	79783572	N	885
x	87803698	N	886
x	88851008	N	887
x	89243178	N	888
x	89244398	N	888
x	93471089	N	889
x	94530644	N	890
x	94544034	N	891
x	94560248	N	892
x	94700233	N	893
x	95814589	N	894
x	95820972	N	895
y	3429846	N	897
y	24607065	N	896
