Enhancer_ID	chr	start	end	center	FANTOM5	associated_gene-FANTOM5	associated_gene-50kb	associated_gene-4DGenome	Cell_Tissue	Detection_method	PMID	closest_gene	distance
45	1	210354841	210357001	210356191	N	NA	Pik3r1	NA	NA	NA	NA	Pik3r1	23118
46	1	210384645	210388137	210385917,210387223	N,N	NA;NA	NA	NA	NA	NA	NA	Pik3r1	52922
47	1	210411358	210412801	210412105	N	NA	NA	NA	NA	NA	NA	Pik3r1	79635
48	1	210427957	210429849	210428902	N	NA	NA	NA	NA	NA	NA	Pik3r1	96234
49	1	210756658	210759667	210758025	N	NA	NA	NA	NA	NA	NA	Pik3r1	424935
50	1	211138242	211141512	211139472	N	NA	NA	NA	NA	NA	NA	Mast4	609493
51	1	212354690	212357391	212355749	N	NA	Erbin	NA	NA	NA	NA	Erbin	2446
52	1	212363870	212365688	212364430	N	NA	Erbin	NA	NA	NA	NA	Erbin	11626
53	1	220492610	220493431	220493171	N	NA	NA	NA	NA	NA	NA	Map3k1	301203
54	1	224151876	224186543	224166865,224185043	N,N	NA;NA	NA	NA	NA	NA	NA	Itga1,Pelo	535241
55	1	23113872	23115390	23114713	N	NA	NA	NA	NA	NA	NA	Gsto1	206415
56	1	249245198	249249515	249246948	N	NA	LOC120885840	NA	NA	NA	NA	LOC120885840	17860
57	1	249250489	249253954	249252026	N	NA	LOC120885840	NA	NA	NA	NA	LOC120885840	23151
58	1	250728587	250730630	250729593	N	NA	NA	NA	NA	NA	NA	Ankh	134751
59	1	250733856	250736592	250735845	N	NA	NA	NA	NA	NA	NA	Ankh	128789
60	1	250743227	250745286	250744322	N	NA	NA	NA	NA	NA	NA	Ankh	120095
61	1	257530712	257532954	257530948,257532544	N,N	NA;NA	NA	NA	NA	NA	NA	Tent4a	392027
62	1	26730234	26731737	26730958	N	NA	LOC101965270,LOC101965950	NA	NA	NA	NA	LOC101965270	5489
63	1	30480657	30481838	30481217	N	NA	NA	NA	NA	NA	NA	Ccnj	104012
64	1	31600118	31603659	31601610	N	NA	LOC101964587,LOC101971054,LOC144366915	NA	NA	NA	NA	LOC101971054	7268
65	1	33079055	33083572	33081729	N	NA	NA	NA	NA	NA	NA	Cyp26a1	77007
66	1	3483166	3487889	3484953,3485775	N,N	NA;NA	NA	NA	NA	NA	NA	Mgmt	656237
67	1	3521423	3545027	3522452	N	NA	NA	NA	NA	NA	NA	Mgmt	694494
68	1	35912000	35914941	35912988	N	NA	Pank1	NA	NA	NA	NA	Pank1	5563
69	1	44042546	44049612	44045130	N	NA	NA	NA	NA	NA	NA	LOC144375240	78357
70	1	49584926	49586519	49585722	N	NA	Mcu	NA	NA	NA	NA	Mcu	10041
71	1	50828900	50840743	50829990	N	NA	Unc5b	NA	NA	NA	NA	Unc5b	30990
72	1	50855484	50864880	50856088	N	NA	NA	NA	NA	NA	NA	Unc5b	57574
73	1	51047005	51047742	51047252	N	NA	Pcbd1	NA	NA	NA	NA	Pcbd1	23323
74	1	6961740	6963498	6962634	N	NA	NA	NA	NA	NA	NA	Oat	52017
75	1	7115124	7116415	7115542	N	NA	Chst15	NA	NA	NA	NA	Chst15	37826
76	1	71154418	71164799	71155928,71162110	N,N	NA;NA	NA	NA	NA	NA	NA	LOC110599542	403160
77	1	71668623	71671655	71670907	N	NA	NA	NA	NA	NA	NA	LOC144366972	634882
78	1	74940085	74942906	74940811	N	NA	NA	NA	NA	NA	NA	Mapk8	505015
79	1	76431747	76433255	76432350	N	NA	NA	NA	NA	NA	NA	Cxcl12	155245
80	1	76440726	76443144	76441707	N	NA	NA	NA	NA	NA	NA	Cxcl12	164224
81	1	78074994	78077249	78075523	N	NA	NA	NA	NA	NA	NA	Znf33b	57909
82	1	78563144	78565119	78563597	N	NA	NA	NA	NA	NA	NA	LOC110599023	330948
83	1	84722333	84723840	84723333	N	NA	NA	NA	NA	NA	NA	LOC144376303	319157
84	1	84783928	84786822	84785586	N	NA	NA	NA	NA	NA	NA	LOC144376303	380752
85	1	84961966	84963026	84962311	N	NA	NA	NA	NA	NA	NA	Utp15	448260
86	1	85716	89341	87777	N	NA	NA	NA	NA	NA	NA	Cyp2e1	57874
87	1	91197577	91202599	91198640	N	NA	Acot12	NA	NA	NA	NA	Acot12	2790
88	1	91650743	91652259	91651277	N	NA	NA	NA	NA	NA	NA	Atg10	103312
89	1	97275	99623	98453	N	NA	Cyp2e1	NA	NA	NA	NA	Cyp2e1	47592
90	1	98436315	98437109	98436626	N	NA	NA	NA	NA	NA	NA	LOC120885806	258040
91	10	103701690	103703836	103702356	N	NA	NA	NA	NA	NA	NA	Fam20c	103938
92	10	104723772	104725545	104724480	N	NA	LOC144367419,Psmg3,Tmem184a	NA	NA	NA	NA	Psmg3	28502
93	10	107050880	107052426	107051791	N	NA	Wipi2	NA	NA	NA	NA	Wipi2	33236
94	10	107285373	107288501	107286910	N	NA	Foxk1	NA	NA	NA	NA	Foxk1	28443
95	10	107342319	107344422	107343398	N	NA	NA	NA	NA	NA	NA	Foxk1	85389
96	10	109180778	109184510	109181432	N	NA	Eif2ak1,Usp42	NA	NA	NA	NA	Eif2ak1	13116
97	10	109734627	109758835	109736139,109738711	N,N	NA;NA	Baiap2l1	NA	NA	NA	NA	Baiap2l1	8781
98	10	111000304	111002664	111001261	N	NA	LOC101975676	NA	NA	NA	NA	LOC101975676	45513
99	10	111011309	111013071	111012519	N	NA	LOC101975676	NA	NA	NA	NA	LOC101975676	35106
100	10	11379914	11381704	11380603	N	NA	NA	NA	NA	NA	NA	Ralgps2	80810
101	10	11384899	11388682	11386299	N	NA	NA	NA	NA	NA	NA	Ralgps2	73832
102	10	11396507	11398701	11397261	N	NA	NA	NA	NA	NA	NA	Ralgps2	63813
103	10	114722927	114724818	114723797	N	NA	LOC144364791	NA	NA	NA	NA	LOC144364791	8339
104	10	116255931	116257573	116256631	N	NA	LOC106144977	NA	NA	NA	NA	LOC106144977	30446
105	10	117452022	117453887	117453212	N	NA	Hip1,Rhbdd2	NA	NA	NA	NA	Rhbdd2	25021
106	10	118376373	118377818	118377196	N	NA	Clip2,Rfc2	NA	NA	NA	NA	Clip2	12782
107	10	118385936	118386849	118386521	N	NA	Clip2,Rfc2	NA	NA	NA	NA	Clip2	3751
108	10	134095647	134098698	134097180	N	NA	Mrtfb	NA	NA	NA	NA	Mrtfb	38952
109	10	14166231	14168076	14167343	N	NA	NA	NA	NA	NA	NA	Glul	180276
110	10	14184946	14192982	14186650	N	NA	NA	NA	NA	NA	NA	Glul	155370
111	10	142651959	142653511	142652687	N	NA	Hapstr1	NA	NA	NA	NA	Hapstr1	19486
112	10	142668103	142669799	142668867	N	NA	Hapstr1	NA	NA	NA	NA	Hapstr1	3198
113	10	144279148	144279981	144279518	N	NA	Litaf,Snn	NA	NA	NA	NA	Litaf	3964
114	10	144283833	144285497	144284727	N	NA	Litaf,Snn	NA	NA	NA	NA	Litaf	8649
115	10	144585018	144587845	144587424	N	NA	NA	NA	NA	NA	NA	Gspt1	80558
116	10	28911569	28914347	28913375	N	NA	NA	NA	NA	NA	NA	Znf281	143159
117	10	28958705	28968305	28967001	N	NA	NA	NA	NA	NA	NA	Znf281	89201
118	10	29144069	29145818	29145304	N	NA	NA	NA	NA	NA	NA	Znf281	86563
119	10	31602022	31607330	31603228,31605562	N,N	NA;NA	Btg2,LOC144367171	NA	NA	NA	NA	LOC144367171	6536
120	10	31612237	31615296	31614055	N	NA	Btg2,LOC144367171	NA	NA	NA	NA	Btg2	12295
121	10	33889188	33894481	33893071	N	NA	Cdk18	NA	NA	NA	NA	Cdk18	9025
122	10	36111035	36112918	36111833	N	NA	Plxna2	NA	NA	NA	NA	Plxna2	6571
123	10	39155712	39157716	39156104	N	NA	NA	NA	NA	NA	NA	Slc30a1	127914
124	10	39318115	39324438	39322537	N	NA	Lpgat1	NA	NA	NA	NA	Lpgat1	15022
125	10	39327934	39330707	39329398	N	NA	Lpgat1	NA	NA	NA	NA	Lpgat1	24841
126	10	39885396	39887206	39886137	N	NA	Atf3,LOC120887290	NA	NA	NA	NA	Atf3	20903
127	10	41231743	41234589	41233304	N	NA	NA	NA	NA	NA	NA	LOC144367219	65136
128	10	47526796	47528274	47527596	N	NA	NA	NA	NA	NA	NA	Hlx	315451
129	10	47884527	47889990	47884914,47886742,47889125	N,N,N	NA;NA;NA	NA	NA	NA	NA	NA	Dusp10	65941
130	10	49088801	49089985	49089462	N	NA	NA	NA	NA	NA	NA	Tlr5	87785
131	10	62166037	62169632	62168144	N	NA	NA	NA	NA	NA	NA	LOC144367297	107192
132	10	62180177	62193292	62181933,62184610,62187444	N,N,N	NA;NA;NA	NA	NA	NA	NA	NA	LOC144367297	121332
133	10	62195242	62197912	62197437	N	NA	NA	NA	NA	NA	NA	LOC144367297	136397
134	10	62211674	62214205	62213327	N	NA	NA	NA	NA	NA	NA	LOC144367297	152829
135	10	62224706	62235899	62226148,62232219	N,N	NA;NA	NA	NA	NA	NA	NA	LOC144367297	165861
136	10	62288198	62301588	62291915,62296650,62300377	N,N,N	NA;NA;NA	NA	NA	NA	NA	NA	Tomm20	106550
137	10	62307342	62311251	62310266	N	NA	NA	NA	NA	NA	NA	Tomm20	96887
138	10	62328883	62332381	62330778	N	NA	NA	NA	NA	NA	NA	Tomm20	75757
139	10	62352895	62374045	62354117,62367424,62371464	N,N,N	NA;NA;NA	Tomm20	NA	NA	NA	NA	Tomm20	34093
140	10	66509095	66510446	66509692	N	NA	Larp4b	NA	NA	NA	NA	Larp4b	11141
141	10	69782497	69784094	69783061	N	NA	NA	NA	NA	NA	NA	LOC144367032	382468
142	10	71211994	71213107	71212453	N	NA	Rbm17	NA	NA	NA	NA	Rbm17	25773
143	10	71449569	71450932	71450215	N	NA	NA	NA	NA	NA	NA	Pfkfb3	110397
144	10	71468609	71470403	71469488	N	NA	NA	NA	NA	NA	NA	Pfkfb3	129437
145	10	72389458	72390444	72389943	N	NA	Sfmbt2	NA	NA	NA	NA	Sfmbt2	10589
146	10	74099472	74101045	74099807	N	NA	NA	NA	NA	NA	NA	Celf2	1221850
147	10	76165052	76167301	76166309	N	NA	Echdc3	NA	NA	NA	NA	Echdc3	13380
148	10	78936714	78938671	78937739	N	NA	NA	NA	NA	NA	NA	Thnsl1	55514
149	10	81341462	81352397	81351683	N	NA	Bmi1,Commd3	NA	NA	NA	NA	Commd3	41186
150	10	81952386	81956042	81953515	N	NA	Mllt10,Skida1	NA	NA	NA	NA	Skida1	4654
151	10	86316961	86318010	86317470	N	NA	Pter	NA	NA	NA	NA	Pter	15996
152	10	86329968	86333109	86331585	N	NA	Pter	NA	NA	NA	NA	Pter	29003
153	10	88057680	88059798	88058625	N	NA	NA	NA	NA	NA	NA	LOC144367039	591680
154	10	88904773	88906497	88905854	N	NA	NA	NA	NA	NA	NA	Fzd8	206057
155	10	88942555	88943795	88943189	N	NA	NA	NA	NA	NA	NA	Fzd8	168759
156	10	92194502	92195521	92194913	N	NA	Kif5b	NA	NA	NA	NA	Kif5b	4664
157	10	93479648	93480543	93480350	N	NA	NA	NA	NA	NA	NA	Znf438	225461
158	10	94976488	94977425	94976861	N	NA	Bambi	NA	NA	NA	NA	Bambi	10234
159	10	96758893	96759884	96759274	N	NA	NA	NA	NA	NA	NA	Fam107b	91314
160	10	98955053	98975391	98957299,98970556,98974987	N,N,N	NA;NA;NA	NA	NA	NA	NA	NA	Optn	676187
161	11	102905661	102906319	102905798	N	NA	Gstm4,LOC101959378,LOC101959659,LOC101960145,LOC101975766,LOC144368232	NA	NA	NA	NA	LOC101959659	3495
162	11	104608150	104610560	104609077	N	NA	NA	NA	NA	NA	NA	LOC110599414	70139
163	11	106085438	106087279	106085790	N	NA	LOC144368263	NA	NA	NA	NA	LOC144368263	29131
164	11	106092930	106095313	106093823	N	NA	LOC144368263,LOC144368264	NA	NA	NA	NA	LOC144368263	21097
165	11	106097049	106098991	106098045	N	NA	LOC144368263,LOC144368264	NA	NA	NA	NA	LOC144368263	17419
166	11	106145648	106148469	106146285	N	NA	LOC144368263,LOC144368264	NA	NA	NA	NA	LOC144368264	7400
167	11	106168490	106170129	106169490	N	NA	LOC144368264	NA	NA	NA	NA	LOC144368264	30242
168	11	12200814	12203302	12202131	N	NA	Iffo2	NA	NA	NA	NA	Iffo2	38679
169	11	13199153	13199981	13199347	N	NA	NA	NA	NA	NA	NA	Camk2n1	215885
170	11	13203922	13205149	13204675	N	NA	NA	NA	NA	NA	NA	Camk2n1	210717
171	11	13206284	13215448	13214496	N	NA	NA	NA	NA	NA	NA	Camk2n1	200418
172	11	132819133	132824014	132819912	N	NA	Bcl9,LOC144368549	NA	NA	NA	NA	LOC144368549	9939
173	11	17380025	17381948	17381045	N	NA	Mtfr1l,Stmn1	NA	NA	NA	NA	Stmn1	27006
174	11	17996818	18000583	17997818,17999349	N,N	NA;NA	NA	NA	NA	NA	NA	Arid1a	52152
175	11	22700801	22702634	22701641	N	NA	Ak2,LOC120890702,LOC144367989	NA	NA	NA	NA	Ak2	3921
176	11	23666143	23666502	23666218	N	NA	Csmd2	NA	NA	NA	NA	Csmd2	12633
177	11	28233157	28233996	28233616	N	NA	Pabpc4	NA	NA	NA	NA	Pabpc4	3998
178	11	2855385	2856782	2856155	N	NA	NA	NA	NA	NA	NA	Rpl22	539643
179	11	2868202	2886890	2877120,2879644,2885277	N,N,N	NA;NA;NA	NA	NA	NA	NA	NA	Rpl22	509535
180	11	31641289	31642968	31642127	N	NA	Hyi,Ptprf	NA	NA	NA	NA	Ptprf	13358
181	11	39559970	39563095	39561513	N	NA	Coa7,Zyg11b	NA	NA	NA	NA	Coa7	3845
182	11	39565977	39567615	39566626	N	NA	Coa7,Zyg11b	NA	NA	NA	NA	Coa7	9852
183	11	39920508	39922128	39921368	N	NA	Cpt2	NA	NA	NA	NA	Cpt2	48847
184	11	41116668	41119260	41116738,41118608	N,N	NA;NA	NA	NA	NA	NA	NA	Ssbp3	73025
185	11	41433292	41435293	41434466	N	NA	Dhcr24	NA	NA	NA	NA	Dhcr24	13931
186	11	42574685	42577326	42576206	N	NA	NA	NA	NA	NA	NA	Plpp3	283582
187	11	42708514	42717507	42711159	N	NA	NA	NA	NA	NA	NA	Plpp3	143401
188	11	42745547	42756164	42750663,42753728,42754912	N,N,N	NA;NA;NA	NA	NA	NA	NA	NA	Plpp3	104744
189	11	44857608	44863086	44859657,44861263	N,N	NA;NA	Jun,LOC120890779	NA	NA	NA	NA	LOC120890779	25679
190	11	4792849	4810331	4794637,4796584,4809409	N,N,N	NA;NA;NA	Errfi1,LOC144367845	NA	NA	NA	NA	Errfi1	3541
191	11	51349978	51351761	51350450,51350495	N,N	NA;NA	NA	NA	NA	NA	NA	Lepr	196613
192	11	52967151	52968870	52967948	N	NA	NA	NA	NA	NA	NA	Serbp1	99956
193	11	52971696	52975009	52973171	N	NA	NA	NA	NA	NA	NA	Serbp1	104501
194	11	53000278	53003467	53002737	N	NA	NA	NA	NA	NA	NA	Gadd45a	76174
195	11	5872144	5874306	5873364	N	NA	LOC144367852,Slc25a33	NA	NA	NA	NA	LOC144367852	8082
196	11	68792630	68793887	68793792	N	NA	Ccn1	NA	NA	NA	NA	Ccn1	23404
197	11	70600250	70602482	70601321	N	NA	NA	NA	NA	NA	NA	Lmo4	96514
198	11	70682994	70684384	70683743	N	NA	NA	NA	NA	NA	NA	Lmo4	179258
199	11	73287249	73288534	73287846	N	NA	Lrrc8d	NA	NA	NA	NA	Lrrc8d	35705
200	11	77491612	77493116	77492479	N	NA	Abcd3,LOC144367734,LOC144368143	NA	NA	NA	NA	LOC144367734	4999
201	11	77497241	77498994	77498007	N	NA	Abcd3,LOC144367734,LOC144368143	NA	NA	NA	NA	LOC144367734	10628
202	11	77503500	77504948	77503997	N	NA	Abcd3,LOC144367734	NA	NA	NA	NA	LOC144367734	16887
203	11	77981438	77983581	77982735	N	NA	Cnn3	NA	NA	NA	NA	Cnn3	9703
204	11	96006178	96082934	96007347,96053096	N,N	NA;NA	NA	NA	NA	NA	NA	LOC101957588	228377
205	12	1043881	1045785	1044827	N	NA	LOC144368971	NA	NA	NA	NA	LOC144368971	11649
206	12	105631822	105638318	105637634	N	NA	Apob,Tdrd15	NA	NA	NA	NA	Apob	2389
207	12	106812474	106826718	106814965	N	NA	NA	NA	NA	NA	NA	LOC144369445	103442
208	12	106832711	106836503	106833375,106834900	N,N	NA;NA	NA	NA	NA	NA	NA	LOC144369445	93657
209	12	106843577	106846769	106844559	N	NA	NA	NA	NA	NA	NA	LOC144369445	83391
210	12	106867546	106871306	106869736	N	NA	NA	NA	NA	NA	NA	LOC144369445	58854
211	12	106872485	106874254	106873124	N	NA	NA	NA	NA	NA	NA	LOC144369445	55906
212	12	109387801	109389417	109388468	N	NA	NA	NA	NA	NA	NA	LOC144369451	615978
213	12	110934258	110935459	110934755	N	NA	NA	NA	NA	NA	NA	Nbas	861828
214	12	113664749	113668090	113666301	N	NA	Pdia6	NA	NA	NA	NA	Pdia6	8511
215	12	115693983	115697607	115694106,115695865	N,N	NA;NA	NA	NA	NA	NA	NA	LOC120885019	165260
216	12	116814051	116815643	116814845	N	NA	NA	NA	NA	NA	NA	Cmpk2	168646
217	12	117057951	117072107	117058942,117060280,117065191,117069135	N,N,N,N	NA;NA;NA;NA	NA	NA	NA	NA	NA	Cmpk2	412546
218	12	119815309	119817320	119816478	N	NA	NA	NA	NA	NA	NA	Tmem18	61801
219	12	119835793	119837546	119836873	N	NA	NA	NA	NA	NA	NA	Tmem18	82285
220	12	119841723	119843989	119843034	N	NA	NA	NA	NA	NA	NA	Tmem18	88215
221	12	12455831	12463806	12460364	N	NA	NA	NA	NA	NA	NA	LOC144369031	230511
222	12	1674622	1676991	1675865	N	NA	Kdm3a,LOC120884800	NA	NA	NA	NA	Kdm3a	11206
223	12	1977895	1988291	1978151,1986307	N,N	NA;NA	LOC144368979,St3gal5	NA	NA	NA	NA	LOC144368979	35186
224	12	2123695	2129175	2125842,2128221	N,N	NA;NA	Atoh8	NA	NA	NA	NA	Atoh8	6489
225	12	36292598	36301012	36294130	N	NA	LOC101958538	NA	NA	NA	NA	LOC101958538	28409
226	12	41369598	41371365	41370481	N	NA	NA	NA	NA	NA	NA	Nck2	136682
227	12	44468943	44470474	44469493	N	NA	Il1r1	NA	NA	NA	NA	Il1r1	44882
228	12	44473597	44475116	44474569	N	NA	Il1r1	NA	NA	NA	NA	Il1r1	49536
229	12	44489741	44491629	44491150	N	NA	NA	NA	NA	NA	NA	Il1r1	65680
230	12	66689490	66691448	66690392	N	NA	Etaa1	NA	NA	NA	NA	Etaa1	37181
231	12	68674017	68674642	68674632	N	NA	Actr2,Rab1a	NA	NA	NA	NA	Rab1a	43504
232	12	68712612	68713994	68713182	N	NA	Rab1a	NA	NA	NA	NA	Rab1a	4152
233	12	68876507	68880282	68877517,68879510	N,N	NA;NA	Slc1a4	NA	NA	NA	NA	Slc1a4	28340
234	12	68897348	68900008	68898699	N	NA	Slc1a4	NA	NA	NA	NA	Slc1a4	49181
235	12	70938572	70940524	70939802	N	NA	LOC120884889	NA	NA	NA	NA	LOC120884889	19138
236	12	72689618	72690530	72690017	N	NA	NA	NA	NA	NA	NA	Papolg	378613
237	12	78006043	78014041	78006360	N	NA	NA	NA	NA	NA	NA	Psme4	109382
238	12	83017115	83019204	83018479	N	NA	NA	NA	NA	NA	NA	Foxn2	84655
239	12	83093385	83095374	83094483	N	NA	NA	NA	NA	NA	NA	Foxn2	160925
240	12	86507147	86509137	86508686	N	NA	NA	NA	NA	NA	NA	Ppm1b	52879
241	12	86513112	86516955	86515484	N	NA	NA	NA	NA	NA	NA	Ppm1b	58844
242	12	86531290	86534220	86532845	N	NA	NA	NA	NA	NA	NA	Lrpprc	69103
243	12	86535288	86537562	86536599	N	NA	NA	NA	NA	NA	NA	Lrpprc	65761
244	12	86540952	86542408	86541939	N	NA	NA	NA	NA	NA	NA	Lrpprc	60915
245	12	88325482	88326897	88326313	N	NA	NA	NA	NA	NA	NA	Pkdcc	138499
246	12	91456078	91460203	91457967	N	NA	Atl2	NA	NA	NA	NA	Atl2	48963
247	12	96930232	96932897	96931300	N	NA	LOC144369611,Srd5a2	NA	NA	NA	NA	LOC144369611	2779
248	12	98066667	98068034	98067615	N	NA	Lbh	NA	NA	NA	NA	Lbh	4454
249	13	13372487	13378651	13374161	N	NA	Zcchc2	NA	NA	NA	NA	Zcchc2	17872
250	13	13420755	13422367	13421678	N	NA	NA	NA	NA	NA	NA	Zcchc2	66140
251	13	17387065	17392948	17390385	N	NA	Onecut2	NA	NA	NA	NA	Onecut2	4646
252	13	17589938	17592411	17591646	N	NA	NA	NA	NA	NA	NA	Onecut2	207519
253	13	23812624	23826384	23822203,23823971	N,N	NA;NA	NA	NA	NA	NA	NA	Acaa2	76275
254	13	23856219	23868653	23858623,23862285,23867504	N,N,N	NA;NA;NA	NA	NA	NA	NA	NA	Lipg	52737
255	13	2663722	2668036	2666105	N	NA	NA	NA	NA	NA	NA	LOC144369745	287144
256	13	2685084	2695046	2685881,2689541	N,N	NA;NA	NA	NA	NA	NA	NA	LOC144369745	260134
257	13	2704633	2706322	2705231	N	NA	NA	NA	NA	NA	NA	LOC144369745	248858
258	13	28087413	28088922	28088248	N	NA	NA	NA	NA	NA	NA	Epg5	1203587
259	13	28096953	28099828	28097573	N	NA	NA	NA	NA	NA	NA	Epg5	1213127
260	13	32140834	32141697	32141411	N	NA	NA	NA	NA	NA	NA	Pik3c3	1929055
261	13	33504304	33506585	33505205	N	NA	NA	NA	NA	NA	NA	Kiaa1328	1141333
262	13	38652777	38656620	38655094	N	NA	Rnf125	NA	NA	NA	NA	Rnf125	18935
263	13	4286902	4290860	4288181	N	NA	Timm21	NA	NA	NA	NA	Timm21	28281
264	13	46914863	46918871	46915481	N	NA	NA	NA	NA	NA	NA	LOC120886246	233352
265	13	47255031	47256228	47255034	N	NA	LOC144370126	NA	NA	NA	NA	LOC144370126	22962
266	13	4783070	4785321	4783896	N	NA	NA	NA	NA	NA	NA	Timm21	463929
267	13	48503268	48506087	48504840	N	NA	NA	NA	NA	NA	NA	Thoc1	126727
268	13	5648149	5649655	5648674	N	NA	NA	NA	NA	NA	NA	Timm21	1329008
269	13	89232928	89234345	89233767	N	NA	Ppp4r1,Rab31	NA	NA	NA	NA	Rab31	27213
270	13	91104553	91109930	91104934,91108182	N,N	NA;NA	Fbp1	NA	NA	NA	NA	Fbp1	14570
271	13	91128548	91133777	91132756	N	NA	Aopep,Fbp1	NA	NA	NA	NA	Fbp1	38565
272	13	97858240	97861218	97859843	N	NA	NA	NA	NA	NA	NA	LOC120886504	60440
273	13	97902116	97911306	97910562	N	NA	NA	NA	NA	NA	NA	LOC120886504	104316
274	13	97919639	97921629	97920482	N	NA	NA	NA	NA	NA	NA	LOC120886504	121839
275	13	97926403	97929318	97927540	N	NA	NA	NA	NA	NA	NA	LOC120886504	128603
276	13	97976282	97988235	97984134,97986797	N,N	NA;NA	NA	NA	NA	NA	NA	LOC120886504	178482
277	13	98094594	98096469	98095657	N	NA	NA	NA	NA	NA	NA	LOC120886504	296794
278	13	98102338	98103905	98103061	N	NA	NA	NA	NA	NA	NA	LOC120886504	304538
