chr	Gene	Transcript1	Transcript2	TSS_transcript1	TSS_transcript2	Ctrl_max_count	Ctrl_count_transcript1	Ctrl_count_transcript2	Ratio_transcript1_vs_2_in_Ctrl	Case_max_count	Case_count_transcript1	Case_count_transcript2	Ratio_transcript1_vs_2_in_Case	odds_ratio	pvalue	FDR	main_isoform_ctrl	main_isoform_case	isoform_switched
3	U2af1	XM_040287093.2	XM_078044719.1;XM_078044717.1;XM_078044720.1;XM_078044718.1	213934832	213940721	72.333	11.0	72.333	0.152	17.0	17.0	15.0	1.133	7.656128597953472	4.444413600550866e-39	4.451096929273499e-38	transcript2	transcript1	isoform_switched
6	Fndc3a	XM_040281536.2	XM_013360743.4	162529304	162618103	19.667	7.667	19.667	0.39	28.333	28.333	5.0	5.667	13.800867930751464	7.57733147537662e-37	7.367157317665444e-36	transcript2	transcript1	isoform_switched
6	Slc25a18	XM_021720405.3	XM_040281258.2	112605580	112611552	87.0	87.0	23.667	3.676	18.0	9.333	18.0	0.518	0.15815735026994457	4.5112956933388546e-36	4.1157848380324343e-35	transcript1	transcript2	isoform_switched
9	Noct	XM_021727908.3	XM_078022123.1	133724518	133733140	92.667	30.333	92.667	0.327	14.333	14.333	6.0	2.389	7.662803688060914	1.1167890459676333e-33	1.00511014137087e-32	transcript2	transcript1	isoform_switched
9	Noct	XM_021727908.3	XM_078022124.1	133724518	133733324	92.667	30.333	92.667	0.327	14.333	14.333	6.0	2.389	7.662803688060914	1.1167890459676333e-33	1.00511014137087e-32	transcript2	transcript1	isoform_switched
3	Cbs	XM_078044709.1	XM_078044707.1	213909404	213918655	33.667	7.333	33.667	0.218	19.333	19.333	8.667	2.231	9.371669589853248	2.1294179284807708e-33	1.8909231204909245e-32	transcript2	transcript1	isoform_switched
6	Trabd	XM_040276428.2	XM_078052329.1	699882	703043	63.667	26.333	63.667	0.414	16.0	16.0	4.667	3.428	8.509335302726656	5.7133341012409034e-33	4.878308347982618e-32	transcript2	transcript1	isoform_switched
3	Map3k13	XM_078043816.1	XM_078043815.1	130586821	130622729	37.667	37.667	15.0	2.511	18.333	4.667	18.333	0.255	0.09578282104147716	2.330625411991119e-32	1.7638596868023696e-31	transcript1	transcript2	isoform_switched
3	Map3k13	XM_078043816.1	XM_078043817.1	130586821	130622791	37.667	37.667	15.0	2.511	18.333	4.667	18.333	0.255	0.09578282104147716	2.330625411991119e-32	1.7638596868023696e-31	transcript1	transcript2	isoform_switched
15	Znf787	XM_078031380.1	XM_005342217.5	1681693	1685443	19.0	19.0	5.333	3.563	17.0	4.0	17.0	0.235	0.07139844940920886	2.9346359255564543e-30	1.9842309912899478e-29	transcript1	transcript2	isoform_switched
3	Cbs	XM_078044709.1	XM_078044711.1	213909404	213919166	33.667	7.333	33.667	0.218	19.333	19.333	10.0	1.933	8.07355972290954	3.7369015835461266e-30	2.5139156107492123e-29	transcript2	transcript1	isoform_switched
4	Nfib	XM_005327989.4	XM_021728202.3	156599458	156606694	44.333	44.333	16.667	2.66	45.333	26.333	45.333	0.581	0.24313905180450754	4.28676639160523e-28	2.7190346826753175e-27	transcript1	transcript2	isoform_switched
4	Nfib	XM_005327987.4;XM_005327986.5	XM_021728202.3	156599459	156606694	44.333	44.333	16.667	2.66	45.333	26.333	45.333	0.581	0.24313905180450754	4.28676639160523e-28	2.7190346826753175e-27	transcript1	transcript2	isoform_switched
5	Zfand6	XM_078049142.1;XM_021728893.3	XM_078049129.1	5389938	5438498	39.667	9.667	39.667	0.244	18.0	18.0	12.0	1.5	6.260857339695333	6.666651852157585e-27	4.1111019754971777e-26	transcript2	transcript1	isoform_switched
1	Rhobtb1	XM_078041587.1	XM_078041622.1	59561595	59618612	90.0	90.0	45.333	1.985	38.333	21.0	38.333	0.548	0.2863144273567387	9.927617018588086e-27	6.065865077412537e-26	transcript1	transcript2	isoform_switched
5	Mia2	XM_013357459.4	XM_040275086.2;XM_021724721.3	76108692	76137326	60.333	28.333	60.333	0.47	24.0	24.0	9.667	2.483	4.66898853722423	1.2785727017353944e-26	7.741176539597933e-26	transcript2	transcript1	isoform_switched
1	Rhobtb1	XM_078041587.1	XM_013362418.4;XM_021732473.3	59561595	59619065	90.0	90.0	46.333	1.942	38.333	21.0	38.333	0.548	0.2907128550624138	3.769700845620271e-26	2.173697630461559e-25	transcript1	transcript2	isoform_switched
5	Mia2	XM_013357458.4	XM_040275086.2;XM_021724721.3	76108691	76137326	60.333	29.333	60.333	0.486	24.0	24.0	9.667	2.483	4.545762538370948	9.538558291923057e-26	5.2938998520172975e-25	transcript2	transcript1	isoform_switched
4	Cpt1a	XM_078045438.1	XM_078045440.1	4875909	4884636	31.333	31.333	11.333	2.765	33.667	20.0	33.667	0.594	0.2012084983802056	2.2472012523664106e-25	1.2317992050008473e-24	transcript1	transcript2	isoform_switched
4	Arap1	XM_078046637.1	XM_078046635.1	61244867	61272200	43.333	43.333	15.333	2.826	20.0	10.333	20.0	0.517	0.20938875036177113	1.488176224987094e-22	7.424160043755839e-22	transcript1	transcript2	isoform_switched
4	Arap1	XM_078046639.1	XM_078046635.1	61245047	61272200	43.333	43.333	15.333	2.826	20.0	10.333	20.0	0.517	0.20938875036177113	1.488176224987094e-22	7.424160043755839e-22	transcript1	transcript2	isoform_switched
1	Vsir	XM_078040907.1	XM_078040911.1	50303865	50309496	54.667	25.0	54.667	0.457	22.333	22.333	9.0	2.481	4.602778409621728	1.8445659298749516e-22	9.133687057968162e-22	transcript2	transcript1	isoform_switched
4	Arap1	XM_078046636.1	XM_078046635.1	61244848	61272200	43.333	43.333	15.333	2.826	20.0	10.667	20.0	0.533	0.21533529119515826	5.959358831023192e-22	2.8349521296153182e-21	transcript1	transcript2	isoform_switched
4	Arap1	XM_078046638.1	XM_078046635.1	61244878	61272200	43.333	43.333	15.333	2.826	20.0	10.667	20.0	0.533	0.21533529119515826	5.959358831023192e-22	2.8349521296153182e-21	transcript1	transcript2	isoform_switched
9	LOC101960141	XR_013426083.1	XM_078021944.1	113458428	113472058	58.667	29.333	58.667	0.5	21.333	21.333	8.333	2.56	4.28857082402851	4.817211252084592e-21	2.212594961302302e-20	transcript2	transcript1	isoform_switched
9	LOC101960141	XM_078021939.1;XM_078021941.1;XM_078021938.1	XM_078021944.1	113458429	113472058	58.667	29.333	58.667	0.5	21.333	21.333	8.333	2.56	4.28857082402851	4.817211252084592e-21	2.212594961302302e-20	transcript2	transcript1	isoform_switched
9	LOC101960141	XM_078021940.1	XM_078021944.1	113458707	113472058	58.667	29.333	58.667	0.5	21.333	21.333	8.333	2.56	4.28857082402851	4.817211252084592e-21	2.212594961302302e-20	transcript2	transcript1	isoform_switched
6	Pacsin2	XM_078052610.1	XM_078052611.1	5175007	5223579	106.667	106.667	69.667	1.531	38.0	19.667	38.0	0.518	0.36498218326864906	2.5443999674343085e-19	1.0827925740007983e-18	transcript1	transcript2	isoform_switched
5	Slc12a6	XM_078049895.1;XM_021734461.3	XM_005337143.5;XM_013363698.4	46219020	46239805	66.667	66.667	32.0	2.083	57.667	40.0	57.667	0.694	0.3845211175175335	2.626762896770398e-19	1.1142828593943218e-18	transcript1	transcript2	isoform_switched
7	Enpp2	XM_078016746.1;XM_078016748.1;XM_078016749.1;XM_078016751.1;XM_078016747.1;XM_078016750.1;XM_078016752.1	XM_013356829.4	19589132	19620024	33.667	33.667	32.0	1.052	27.333	7.0	27.333	0.256	0.22822586480747112	6.445061718712842e-19	2.6911668367791554e-18	transcript1	transcript2	isoform_switched
7	Enpp2	XM_078016746.1;XM_078016748.1;XM_078016749.1;XM_078016751.1;XM_078016747.1;XM_078016750.1;XM_078016752.1	XM_005316205.5;XM_005316207.5;XM_013356853.4;XM_013356865.4	19589132	19620025	33.667	33.667	32.0	1.052	27.333	7.0	27.333	0.256	0.22822586480747112	6.445061718712842e-19	2.6911668367791554e-18	transcript1	transcript2	isoform_switched
1	Ipo11	XM_078015981.1	XM_078015985.1;XM_078015988.1	215365030	215371843	33.667	33.667	26.333	1.279	43.333	18.667	43.333	0.431	0.3145398439021079	1.4412701135930791e-18	5.870861747113093e-18	transcript1	transcript2	isoform_switched
1	Ipo11	XM_078015981.1	XM_078015991.1;XM_078015989.1;XM_013356118.4	215365030	215372008	33.667	33.667	26.333	1.279	43.333	18.667	43.333	0.431	0.3145398439021079	1.4412701135930791e-18	5.870861747113093e-18	transcript1	transcript2	isoform_switched
1	Ndst1	XM_078047817.1	XM_005324156.4	129975749	129995858	88.0	20.667	88.0	0.235	9.333	9.333	6.0	1.556	5.136267773468851	3.755322141130652e-18	1.5250271621908623e-17	transcript2	transcript1	isoform_switched
11	Pafah2	XM_013364228.4	XM_078025639.1	17488228	17501907	71.667	33.667	71.667	0.47	10.667	10.667	4.667	2.286	5.141614082530843	1.2470532157140348e-17	5.0032376003948626e-17	transcript2	transcript1	isoform_switched
11	Pafah2	XM_021734439.3	XM_078025639.1	17488259	17501907	71.667	33.667	71.667	0.47	10.667	10.667	4.667	2.286	5.141614082530843	1.2470532157140348e-17	5.0032376003948626e-17	transcript2	transcript1	isoform_switched
11	Pafah2	XM_005317628.5	XM_078025639.1	17488263	17501907	71.667	33.667	71.667	0.47	10.667	10.667	4.667	2.286	5.141614082530843	1.2470532157140348e-17	5.0032376003948626e-17	transcript2	transcript1	isoform_switched
11	Pafah2	XM_078025640.1	XM_078025639.1	17487702	17501907	71.667	34.0	71.667	0.474	10.667	10.667	4.667	2.286	5.108814255123497	1.6938556411341628e-17	6.755136868235643e-17	transcript2	transcript1	isoform_switched
1	Ndst1	XM_078047828.1	XM_005324156.4	129975747	129995858	88.0	21.0	88.0	0.239	9.333	9.333	6.0	1.556	4.90121256984711	2.1939834616302728e-17	8.671768459618764e-17	transcript2	transcript1	isoform_switched
4	Gas2	XM_078046336.1	XM_078046337.1	40291741	40298037	26.667	26.667	17.333	1.539	37.0	16.333	37.0	0.441	0.3021500248224836	2.5349942019759772e-17	9.989977150982253e-17	transcript1	transcript2	isoform_switched
6	Plxnb2	XM_078052292.1;XM_078052291.1	XM_078052294.1	601506	608206	46.0	46.0	39.333	1.17	15.667	3.0	15.667	0.191	0.17574884316218442	2.7398219066808634e-17	1.0702178239586247e-16	transcript1	transcript2	isoform_switched
6	Plxnb2	XM_078052292.1;XM_078052291.1	XM_078052293.1	601506	608221	46.0	46.0	39.333	1.17	15.667	3.0	15.667	0.191	0.17574884316218442	2.7398219066808634e-17	1.0702178239586247e-16	transcript1	transcript2	isoform_switched
6	Plxnb2	XM_078052292.1;XM_078052291.1	XM_078052297.1	601506	608261	46.0	46.0	39.333	1.17	15.667	3.0	15.667	0.191	0.17574884316218442	2.7398219066808634e-17	1.0702178239586247e-16	transcript1	transcript2	isoform_switched
6	Plxnb2	XM_078052292.1;XM_078052291.1	XM_078052296.1	601506	608240	46.0	46.0	39.667	1.16	15.667	3.0	15.667	0.191	0.1780612585876688	5.050430857910076e-17	1.9612751903021054e-16	transcript1	transcript2	isoform_switched
7	Aard	XM_005316366.4	XR_013423840.1;XR_005737742.2	21923742	21972269	45.333	45.333	24.667	1.838	10.667	3.333	10.667	0.312	0.18824586595498385	7.772233241387318e-16	2.9494628710905725e-15	transcript1	transcript2	isoform_switched
3	Rara	XM_005321819.4	XM_005321817.3	21782266	21802989	34.333	34.333	23.667	1.451	19.0	5.0	19.0	0.263	0.22074182258259673	8.744718347414285e-16	3.3090809201010877e-15	transcript1	transcript2	isoform_switched
3	Mis12	XM_040269508.2	XM_005337334.5	49765466	49766531	66.333	66.333	31.333	2.117	30.667	21.0	30.667	0.685	0.38603141922448553	2.394068145774149e-14	8.155751330361038e-14	transcript1	transcript2	isoform_switched
14	Mtus1	XM_005334304.5;XM_040267863.2;XM_040267864.2	XM_040267889.2	38613150	38732089	30.333	28.333	30.333	0.934	32.333	32.333	11.0	2.939	3.205194355583948	2.4604709313857438e-14	8.339306057521148e-14	transcript2	transcript1	isoform_switched
14	Mtus1	XM_078031079.1	XM_040267889.2	38613152	38732089	30.333	28.333	30.333	0.934	32.333	32.333	11.0	2.939	3.205194355583948	2.4604709313857438e-14	8.339306057521148e-14	transcript2	transcript1	isoform_switched
6	Ppara	XM_040276694.2	XM_078052523.1	2928988	2952434	62.0	62.0	30.667	2.022	80.0	79.667	80.0	0.996	0.48246611948582296	2.6903248840318826e-14	9.09521001403672e-14	transcript1	transcript2	isoform_switched
4	Rnf38	XM_078047832.1	XM_078047831.1;XM_078047826.1	175158635	175232856	17.667	14.0	17.667	0.792	35.0	35.0	13.667	2.561	3.698799271292208	1.4795469362218398e-13	4.748810889271062e-13	transcript2	transcript1	isoform_switched
4	Rnf38	XM_078047832.1	XM_078047830.1;XM_078047829.1;XM_078047827.1;XM_078047825.1	175158635	175232858	17.667	14.0	17.667	0.792	35.0	35.0	13.667	2.561	3.698799271292208	1.4795469362218398e-13	4.748810889271062e-13	transcript2	transcript1	isoform_switched
6	Ppara	XM_040276694.2	XM_005335021.5	2928988	2952736	62.0	62.0	32.0	1.938	80.0	79.667	80.0	0.996	0.5012874529148053	3.798536315685525e-13	1.210442672845244e-12	transcript1	transcript2	isoform_switched
6	Ppara	XM_040276694.2	XM_078052524.1	2928988	2952956	62.0	62.0	32.0	1.938	80.0	79.667	80.0	0.996	0.5012874529148053	3.798536315685525e-13	1.210442672845244e-12	transcript1	transcript2	isoform_switched
8	Esr1	XM_021723909.3	XM_078018885.1	14314581	14316917	19.667	11.333	19.667	0.576	18.333	18.333	6.0	3.056	4.139383660643709	8.397748277864906e-12	2.5833257981792275e-11	transcript2	transcript1	isoform_switched
3	Ap2b1	XM_021724027.3	XM_078042430.1	37078187	37094033	51.0	46.667	51.0	0.915	23.333	23.333	7.667	3.043	2.9522662503027557	1.7277848351336363e-11	5.2784619275183566e-11	transcript2	transcript1	isoform_switched
3	Ap2b1	XM_013357043.4	XM_078042430.1	37078537	37094033	51.0	46.667	51.0	0.915	23.333	23.333	7.667	3.043	2.9522662503027557	1.7277848351336363e-11	5.2784619275183566e-11	transcript2	transcript1	isoform_switched
3	Ap2b1	XM_013357039.4	XM_078042430.1	37078541	37094033	51.0	46.667	51.0	0.915	23.333	23.333	7.667	3.043	2.9522662503027557	1.7277848351336363e-11	5.2784619275183566e-11	transcript2	transcript1	isoform_switched
x	Ikbkg	XM_013365344.4;XM_005340656.5	XM_078034035.1	1246944	1252094	31.333	31.333	24.667	1.27	16.0	5.667	16.0	0.354	0.28139582928357676	2.344374763904974e-11	7.11322821303286e-11	transcript1	transcript2	isoform_switched
4	Mob2	XM_021720533.3	XM_078045307.1	1177447	1225375	77.667	77.667	30.333	2.56	13.667	12.333	13.667	0.902	0.34917494721386216	2.362044591444065e-11	7.13433876599432e-11	transcript1	transcript2	isoform_switched
4	Mob2	XM_040283929.2	XM_078045307.1	1177452	1225375	77.667	77.667	30.333	2.56	13.667	12.333	13.667	0.902	0.34917494721386216	2.362044591444065e-11	7.13433876599432e-11	transcript1	transcript2	isoform_switched
10	Traf7	XM_013364068.4	XM_078024449.1;XM_078024448.1;XM_078024451.1	137282221	137287583	43.333	26.333	43.333	0.608	11.0	11.0	3.667	3.0	4.054118464270784	2.972186646622529e-11	8.95690636493486e-11	transcript2	transcript1	isoform_switched
10	Traf7	XM_013364066.4;XM_013364067.4	XM_078024449.1;XM_078024448.1;XM_078024451.1	137282447	137287583	43.333	26.667	43.333	0.615	11.0	11.0	3.667	3.0	4.017341890099571	4.2131304284707364e-11	1.2610988158928137e-10	transcript2	transcript1	isoform_switched
10	Traf7	XM_078024450.1	XM_078024449.1;XM_078024448.1;XM_078024451.1	137282478	137287583	43.333	26.667	43.333	0.615	11.0	11.0	3.667	3.0	4.017341890099571	4.2131304284707364e-11	1.2610988158928137e-10	transcript2	transcript1	isoform_switched
9	Septin11	XM_040292266.2	XM_040292271.2	58334764	58379866	91.0	73.333	91.0	0.806	27.667	27.667	14.0	1.976	2.1883761139509734	3.4330193554465307e-10	9.791823943157985e-10	transcript2	transcript1	isoform_switched
4	Rabgap1	XM_005320940.5	XM_078048151.1	198899295	198908333	33.667	23.667	33.667	0.703	21.0	21.0	9.0	2.333	2.9399805473739704	4.0502730707192896e-10	1.1527700278201054e-09	transcript2	transcript1	isoform_switched
13	Osbpl1a	XM_078030237.1;XM_040274275.2	XM_005329045.4	45218286	45309433	28.667	28.333	28.667	0.988	34.333	34.333	10.333	3.323	2.5707369376557767	5.183455789221388e-10	1.472145652717034e-09	transcript2	transcript1	isoform_switched
1	Papss2	XM_005339193.4	XM_078042100.1	69480431	69503789	40.333	40.333	36.0	1.12	12.333	5.0	12.333	0.405	0.30618501136530246	8.203883233560654e-10	2.3102690205291312e-09	transcript1	transcript2	isoform_switched
2	Tmem120b	XM_078039238.1	XM_021729311.3;XM_013360482.4;XM_078039237.1	91827831	91853621	54.0	54.0	47.333	1.141	10.0	3.333	10.0	0.333	0.26606059193083775	1.039547258307323e-09	2.8847436418028213e-09	transcript1	transcript2	isoform_switched
4	Rabgap1	XM_005320940.5	XM_078048152.1	198899295	198908321	33.667	23.667	33.667	0.703	21.0	21.0	9.333	2.25	2.846159548899397	1.1115915734787437e-09	3.065507196425852e-09	transcript2	transcript1	isoform_switched
4	Rabgap1	XM_005320940.5	XM_078048145.1	198899295	198908322	33.667	23.667	33.667	0.703	21.0	21.0	9.333	2.25	2.846159548899397	1.1115915734787437e-09	3.065507196425852e-09	transcript2	transcript1	isoform_switched
4	Rabgap1	XM_005320940.5	XM_078048146.1	198899295	198908347	33.667	23.667	33.667	0.703	21.0	21.0	9.333	2.25	2.846159548899397	1.1115915734787437e-09	3.065507196425852e-09	transcript2	transcript1	isoform_switched
2	Tmem120b	XM_078039238.1	XM_021729310.3	91827831	91853620	54.0	54.0	47.667	1.133	10.0	3.333	10.0	0.333	0.2672043676992313	1.1766826511052871e-09	3.238308453041823e-09	transcript1	transcript2	isoform_switched
8	Rgl2	XM_013355803.4	XM_021722025.3	117008590	117009660	63.333	22.667	63.333	0.358	5.667	5.667	3.333	1.7	4.300301674915374	1.605074135788953e-09	4.390059032589087e-09	transcript2	transcript1	isoform_switched
2	Tmem120b	XM_078039238.1	XM_005329589.5	91827831	91853622	54.0	54.0	47.667	1.133	10.0	3.333	10.0	0.333	0.27004765945302456	1.6221267192671125e-09	4.427608176360234e-09	transcript1	transcript2	isoform_switched
10	LOC101968529	XM_005323810.5	XM_078024111.1	125070910	125072130	63.0	63.0	32.0	1.969	10.333	8.0	10.333	0.774	0.35007950669426696	1.9044897173000617e-09	5.1455989927863736e-09	transcript1	transcript2	isoform_switched
8	Rgl2	XM_013355802.4;XM_005318817.4	XM_021722025.3	117008591	117009660	63.333	23.333	63.333	0.368	5.667	5.667	3.333	1.7	4.233961211594236	2.5316918686880074e-09	6.744427138184852e-09	transcript2	transcript1	isoform_switched
4	Rabgap1	XM_005320940.5	XM_078048148.1	198899295	198908330	33.667	23.667	33.667	0.703	21.0	21.0	9.667	2.172	2.759096087969964	2.8886262627891803e-09	7.664641796882845e-09	transcript2	transcript1	isoform_switched
4	Rabgap1	XM_005320940.5	XM_078048150.1	198899295	198908401	33.667	23.667	33.667	0.703	21.0	21.0	9.667	2.172	2.704416531674245	4.576097560250763e-09	1.2046169862162089e-08	transcript2	transcript1	isoform_switched
2	Nfic	XM_078028291.1	XM_078028276.1;XM_078028300.1	2033284	2039223	38.333	23.667	38.333	0.617	9.333	9.333	4.333	2.154	3.490956716705711	1.0248752482421608e-08	2.661079591927014e-08	transcript2	transcript1	isoform_switched
6	Alg5	XM_078016102.1	XM_005317108.5	168859581	168861009	29.667	26.333	29.667	0.888	26.667	26.667	12.667	2.105	2.356877114374121	1.446569830700988e-08	3.726945869426917e-08	transcript2	transcript1	isoform_switched
6	Alg5	XM_078016101.1	XM_005317108.5	168859740	168861009	29.667	26.333	29.667	0.888	26.667	26.667	12.667	2.105	2.356877114374121	1.446569830700988e-08	3.726945869426917e-08	transcript2	transcript1	isoform_switched
11	Bcar3	XM_005327714.5	XM_005327713.4	76665205	76732714	63.0	63.0	45.333	1.39	23.667	14.667	23.667	0.62	0.47972975293748726	3.733289314801465e-08	9.435941873464045e-08	transcript1	transcript2	isoform_switched
4	Rabgap1	XM_005320940.5	XM_078048147.1	198899295	198908440	33.667	23.667	33.667	0.703	21.0	21.0	10.333	2.032	2.507242684848886	3.946519225786488e-08	9.955991683234095e-08	transcript2	transcript1	isoform_switched
13	Cidea	XM_078030430.1	XM_078030429.1	87779496	87789530	88.333	88.333	56.333	1.568	11.667	6.667	11.667	0.571	0.37274076475465584	4.390288819037982e-08	1.105456466343779e-07	transcript1	transcript2	isoform_switched
