chr	Gene	Transcript1	Transcript2	TTS_transcript1	TTS_transcript2	Ctrl_max_count	Ctrl_count_transcript1	Ctrl_count_transcript2	Ratio_transcript1_vs_2_in_Ctrl	Case_max_count	Case_count_transcript1	Case_count_transcript2	Ratio_transcript1_vs_2_in_Case	odds_ratio	pvalue	FDR	main_isoform_ctrl	main_isoform_case	isoform_switched
4	Il11ra	XM_005326227.5	XM_040285963.2	173568963	173575887	67.667	8.667	67.667	0.128	15.0	15.0	7.0	2.143	14.593296557314966	1.035575482765679e-53	1.6757494175662806e-51	transcript2	transcript1	isoform_switched
3	Ccnl1	XM_078043514.1	XM_005325699.4	96708650	96711606	140.0	140.0	103.0	1.359	460.667	295.333	460.667	0.641	0.4747497120506363	2.7254153475396225e-49	4.218468972713503e-47	transcript1	transcript2	isoform_switched
2	LOC101973656	XR_013434211.1;XR_013434210.1;XR_013434209.1;XM_078037724.1;XM_078037726.1;XM_078037725.1	XM_078037721.1	12897997	12914124	39.667	39.667	3.667	10.817	30.0	23.333	30.0	0.778	0.07089110269554574	2.114239690880632e-47	3.0721197140959386e-45	transcript1	transcript2	isoform_switched
15	LOC101968370	XM_078031740.1	XR_013430657.1	7933515	7941678	237.333	186.0	237.333	0.784	92.667	92.667	36.667	2.527	2.895005538893969	9.992675257311216e-43	1.2266870315871699e-40	transcript2	transcript1	isoform_switched
3	Rrp1b	XM_005323445.5	XR_013437099.1;XR_013437100.1	214325076	214336637	41.667	29.0	41.667	0.696	33.667	33.667	2.333	14.431	14.892212653050267	9.256821362483508e-42	1.0984761350147097e-39	transcript2	transcript1	isoform_switched
8	Prp4k	XR_013425345.1;XM_005327499.5;XM_078020491.1	XR_013425346.1;XR_013425348.1;XR_013425347.1;XR_013425350.1;XR_013425352.1;XR_013425349.1;XR_013425351.1	137061929	137065232	70.333	70.333	60.333	1.166	149.333	62.0	149.333	0.415	0.3537376351601991	3.1185067469697594e-40	3.5244076251467754e-38	transcript1	transcript2	isoform_switched
14	Scara5	XM_078030840.1	XM_078030839.1	8451793	8456880	341.333	341.333	209.333	1.631	114.333	85.667	114.333	0.749	0.4633603787847691	4.804581359762709e-40	5.345096762736013e-38	transcript1	transcript2	isoform_switched
5	Nrg4	XM_078049202.1	XM_078049190.1;XM_078049197.1;XM_078049185.1;XM_078049196.1	7241422	7283971	14.667	8.0	14.667	0.545	46.0	46.0	4.333	10.616	16.326001288200395	1.8602919700816032e-39	2.0377352041509253e-37	transcript2	transcript1	isoform_switched
5	Clmn	XM_078050802.1;XM_078050801.1	XM_078050804.1;XM_078050803.1	114996150	115008223	137.667	112.0	137.667	0.814	215.667	215.667	127.333	1.694	2.1259569027310725	1.7090556390562748e-38	1.738353735725811e-36	transcript2	transcript1	isoform_switched
9	Sepsecs	XM_078021149.1	XM_078021151.1	18361827	18365989	61.0	55.667	61.0	0.913	251.333	251.333	113.333	2.218	2.5281636325545342	1.5698255117940616e-36	1.3798960054288541e-34	transcript2	transcript1	isoform_switched
3	Kalrn	XM_078044078.1	XM_078044079.1	143866965	143870362	97.667	73.667	97.667	0.754	154.333	154.333	84.0	1.837	2.410091436586616	1.8594093181338423e-36	1.6145115055015803e-34	transcript2	transcript1	isoform_switched
7	Wdr33	XM_013363947.4;XM_005315867.3;XM_078017275.1;XM_078017274.1	XM_078017279.1	105027198	105093541	64.333	25.667	64.333	0.399	78.333	78.333	55.333	1.416	3.357073975759709	2.4106372436469817e-36	2.0679201415381338e-34	transcript2	transcript1	isoform_switched
10	Zscan25	XM_078023757.1	XR_013426830.1;XM_078023752.1;XM_078023753.1;XM_078023754.1	110715801	110728587	28.667	28.667	7.0	4.095	43.667	24.0	43.667	0.55	0.13923399354835936	2.9669878270315842e-36	2.514875396245819e-34	transcript1	transcript2	isoform_switched
6	LOC110598119	XR_013422921.1	XR_013422922.1	64639432	64654629	24.667	24.667	4.667	5.285	21.0	6.667	21.0	0.317	0.07492100998754393	1.7123998753296474e-35	1.4177078037612895e-33	transcript1	transcript2	isoform_switched
7	Hnrnpa3	XM_005324640.5	XM_078017648.1	145013872	145016228	353.0	353.0	302.333	1.168	496.0	376.667	496.0	0.759	0.6446873689140677	5.678318009794536e-35	4.647083244797368e-33	transcript1	transcript2	isoform_switched
8	Slc22a7	XM_078019979.1	XM_078019980.1	108121164	108127931	71.0	47.333	71.0	0.667	133.0	133.0	74.667	1.781	2.607203848646445	2.671420255694894e-34	2.113390246727516e-32	transcript2	transcript1	isoform_switched
8	Slc22a7	XM_078019982.1	XM_078019980.1	108121156	108127931	71.0	47.333	71.0	0.667	133.0	133.0	74.667	1.781	2.602422238139705	3.335134606303959e-34	2.5811041735743684e-32	transcript2	transcript1	isoform_switched
8	Slc22a7	XM_078019981.1	XM_078019980.1	108121161	108127931	71.0	47.333	71.0	0.667	133.0	133.0	74.667	1.781	2.602422238139705	3.335134606303959e-34	2.5811041735743684e-32	transcript2	transcript1	isoform_switched
5	Acot8	XM_005325255.3	XM_078052062.1	196289039	196295456	25.667	25.667	11.0	2.333	23.333	5.0	23.333	0.214	0.09148288817680843	9.735975889749853e-33	7.296857719475679e-31	transcript1	transcript2	isoform_switched
6	Calcoco1	XM_040280534.2	XM_078014533.1;XM_005325061.4	61499149	61501215	63.333	63.333	25.333	2.5	96.0	75.0	96.0	0.781	0.32158705571860374	1.0781402270356003e-31	7.83301879234028e-30	transcript1	transcript2	isoform_switched
1	Rad50	XM_021733590.3	XM_005335775.5	160098314	160104875	25.333	5.667	25.333	0.224	25.667	25.667	13.0	1.974	7.9950301747961445	2.0638254467663105e-30	1.4129266520169356e-28	transcript2	transcript1	isoform_switched
4	Crebzf	XM_078046803.1;XM_078046801.1;XM_078046800.1;XM_078046791.1;XM_078046796.1;XM_078046790.1;XM_078046802.1;XM_078046798.1;XM_078046797.1;XM_078046792.1;XM_078046799.1;XM_078046795.1;XM_078046794.1;XM_078046789.1;XM_078046787.1;XM_078046810.1;XM_078046808.1;XM_078046806.1;XM_078046809.1;XM_078046807.1;XM_078046805.1	XM_078046788.1	72800578	72814669	71.333	26.333	71.333	0.369	78.0	78.0	70.667	1.104	2.758412210633828	7.010416017926558e-27	4.340361917185834e-25	transcript2	transcript1	isoform_switched
3	LOC101971789	XM_078044670.1	XM_005323471.5	212625382	212631605	11.0	2.0	11.0	0.182	14.333	14.333	3.0	4.778	24.974743211838376	3.152762530628203e-26	1.886358757821244e-24	transcript2	transcript1	isoform_switched
5	Tpm1	XM_005316645.5;XM_021727233.3;XM_040276297.2	XM_078049506.1	19772977	19778570	177.667	177.667	115.333	1.54	137.667	111.0	137.667	0.806	0.5261040775972468	4.881340813168101e-26	2.8962622158130734e-24	transcript1	transcript2	isoform_switched
6	Fgd4	XM_005334043.5	XR_013422988.1;XR_013422987.1	76176714	76209264	32.0	17.667	32.0	0.552	39.333	39.333	16.667	2.36	4.224419783147402	7.255900558119904e-26	4.269587766430886e-24	transcript2	transcript1	isoform_switched
7	Rbm12b	XR_013423919.1	XM_013360097.4;XM_021728668.3	41018486	41024262	33.0	25.333	33.0	0.768	41.667	41.667	12.333	3.378	4.289338585997791	1.1316616591547715e-25	6.550756921286157e-24	transcript2	transcript1	isoform_switched
3	LOC101961636	XM_078041798.1	XM_040268526.2	10977642	11027299	33.333	33.333	24.333	1.37	91.667	40.667	91.667	0.444	0.3219624196724079	1.166832989452566e-25	6.699879745888928e-24	transcript1	transcript2	isoform_switched
4	LOC101978269	XM_078045791.1	XM_078045789.1	9382273	9386710	129.667	129.667	72.0	1.801	62.333	48.667	62.333	0.781	0.4207675045191329	2.303718260797963e-24	1.2814432825688668e-22	transcript1	transcript2	isoform_switched
10	Mdm4	XM_078022660.1	XM_005330297.4;XM_013360822.4	32719969	32736956	49.333	49.333	42.0	1.175	96.667	43.667	96.667	0.452	0.3883063476332275	4.495361892717354e-24	2.4620751289344276e-22	transcript1	transcript2	isoform_switched
1	LOC101964587	XR_013434217.1	XR_013434215.1;XR_005727997.2;XR_013434214.1;XR_013434216.1	31511235	31522077	118.0	46.333	118.0	0.393	35.0	35.0	33.0	1.061	3.1501546564064453	5.477492777195669e-24	2.977080043788791e-22	transcript2	transcript1	isoform_switched
2	Thoc5	XM_078039692.1	XM_078039689.1	119292904	119298570	44.333	15.0	44.333	0.338	32.667	32.667	24.333	1.342	3.9345539256618296	6.401557787132517e-24	3.4529614730593576e-22	transcript2	transcript1	isoform_switched
7	LOC120892965	XR_005737823.2;XR_013423937.1	XR_005737822.2	52784968	52812697	38.0	38.0	14.333	2.651	27.0	17.333	27.0	0.642	0.23699564153880906	2.336448884467972e-23	1.2142712450665664e-21	transcript1	transcript2	isoform_switched
5	Ppp4r4	XM_078050778.1	XR_013439242.1	114067109	114109982	23.667	15.0	23.667	0.634	39.333	39.333	12.333	3.189	5.009721887678657	3.081871989473141e-23	1.578627954320055e-21	transcript2	transcript1	isoform_switched
4	Ctsc	XM_078046842.1	XM_078046843.1	74932765	74958583	59.667	35.333	59.667	0.592	31.667	31.667	13.667	2.317	3.5927575152814106	3.155231934590907e-23	1.60466081244909e-21	transcript2	transcript1	isoform_switched
11	Pde4dip	XM_078026888.1	XM_078026891.1	98185951	98206798	70.667	24.0	70.667	0.34	35.667	35.667	30.0	1.189	3.1795678659308257	3.518642489686241e-23	1.764277079335636e-21	transcript2	transcript1	isoform_switched
1	Ube2d2	XM_078046220.1	XM_078046225.1	119996609	120006390	86.333	75.0	86.333	0.869	55.0	55.0	25.667	2.143	2.603099234731772	6.268291771119001e-23	3.1209956231026078e-21	transcript2	transcript1	isoform_switched
1	Pcdh1	XM_078046935.1	XM_078046938.1	122214327	122218127	63.667	63.667	16.667	3.82	13.0	9.667	13.0	0.744	0.20559221719200307	1.3851006586926064e-21	6.663457222899565e-20	transcript1	transcript2	isoform_switched
13	Ptpn2	XM_005334876.3;XM_078030477.1	XM_005334875.5	89875752	89883150	50.333	40.333	50.333	0.801	67.667	67.667	32.667	2.071	2.619488089290703	1.7701330625676207e-21	8.402231603654306e-20	transcript2	transcript1	isoform_switched
10	Stx4	XM_078024025.1;XM_078024026.1;XM_078024027.1	XM_078024028.1	123761806	123766299	69.333	55.0	69.333	0.793	52.0	52.0	26.0	2.0	2.5785586880795175	9.03621306443343e-21	4.177781624595197e-19	transcript2	transcript1	isoform_switched
8	Ccnc	XM_078019571.1	XM_078019573.1	62557673	62572457	37.667	37.667	14.333	2.628	44.0	34.667	44.0	0.788	0.29037132163141527	1.0642076265002802e-20	4.857152756847433e-19	transcript1	transcript2	isoform_switched
1	Snap47	XR_013422904.1	XM_005341281.5	189893740	189898078	87.0	31.0	87.0	0.356	34.0	34.0	32.0	1.062	2.727197646048204	5.16518013563149e-20	2.2701285534380378e-18	transcript2	transcript1	isoform_switched
1	Synpo	XM_078047854.1	XM_078047845.1	130122316	130128188	28.333	28.333	18.667	1.518	31.0	10.667	31.0	0.344	0.25356557337417146	2.942092414759937e-19	1.2468867853030208e-17	transcript1	transcript2	isoform_switched
2	Znf800	XM_005319405.5;XM_078040285.1	XM_078040281.1	179673856	179698313	61.667	36.0	61.667	0.584	27.667	27.667	15.0	1.844	3.1132112904048035	1.002569427912634e-18	4.0558490492829283e-17	transcript2	transcript1	isoform_switched
1	Sec24a	XM_078019542.1	XM_021733563.3	158197652	158234345	64.667	61.0	64.667	0.943	112.333	112.333	57.0	1.971	2.0492494264264254	3.0283673570197152e-18	1.191269369170186e-16	transcript2	transcript1	isoform_switched
10	Cux1	XM_078023833.1	XM_040277511.2	116846959	116862471	16.333	12.667	16.333	0.776	26.667	26.667	6.333	4.211	5.682391094083975	4.04697357686829e-18	1.557537938773093e-16	transcript2	transcript1	isoform_switched
3	Xrn1	XM_005328037.5	XM_078043446.1	88227723	88278655	33.333	10.667	33.333	0.32	32.333	32.333	27.0	1.198	3.559657928887372	4.94646062388993e-18	1.8536210337945422e-16	transcript2	transcript1	isoform_switched
6	Yaf2	XM_005324839.5	XM_005324837.5	71420961	71491254	40.0	23.667	40.0	0.592	59.0	59.0	37.0	1.595	2.6868179414913427	5.4693500433347065e-18	2.0388362465205817e-16	transcript2	transcript1	isoform_switched
5	Aspg	XR_013439321.1	XM_005334650.5;XM_078051015.1	123040114	123042717	90.333	90.333	79.667	1.134	120.667	70.0	120.667	0.58	0.5136760188434477	6.789991157420864e-18	2.4792172841454644e-16	transcript1	transcript2	isoform_switched
7	C7H2orf72	XM_078018198.1;XM_078018199.1	XM_005326496.4;XM_078018197.1	190789722	190792278	142.0	88.0	142.0	0.62	61.333	61.333	47.667	1.287	1.9884823230096367	1.7448277172320305e-17	6.242800676729677e-16	transcript2	transcript1	isoform_switched
2	Kiaa1143	XM_005337904.5	XM_005337905.5	18569506	18572186	21.333	21.0	21.333	0.984	122.0	122.0	47.0	2.596	2.6676677944464973	2.3789138204697793e-17	8.3850823771014e-16	transcript2	transcript1	isoform_switched
3	Ttc14	XM_078043701.1	XM_005330263.5	124490471	124492578	54.333	54.333	38.0	1.43	98.333	63.0	98.333	0.641	0.4675721268180887	4.8335567513820834e-17	1.6466470846813605e-15	transcript1	transcript2	isoform_switched
y	LOC101970919	XM_078035364.1;XM_078035365.1	XM_078035358.1;XM_078035361.1	2849074	2861686	20.667	12.667	20.667	0.613	52.333	52.333	24.333	2.151	3.279802488201418	6.712426988472652e-17	2.2650464529822408e-15	transcript2	transcript1	isoform_switched
7	Nsmce2	XM_021724263.3	XM_021724267.3	15047928	15098946	19.333	11.0	19.333	0.569	31.333	31.333	15.0	2.089	3.9573702450915964	1.659936963794334e-16	5.4716440658405825e-15	transcript2	transcript1	isoform_switched
15	Ppp1r13l	XM_078031884.1	XM_078031881.1;XM_078031879.1;XM_078031878.1	10626874	10631233	27.0	27.0	4.667	5.785	9.333	8.667	9.333	0.929	0.15887500446870184	2.4081746315095515e-16	7.865230906581654e-15	transcript1	transcript2	isoform_switched
7	Per2	XM_021727032.3	XM_078018359.1	196208086	196212231	29.667	23.333	29.667	0.786	37.333	37.333	14.667	2.545	3.118619617501684	1.0592827165050167e-15	3.2369497603071756e-14	transcript2	transcript1	isoform_switched
13	Pias2	XM_078030084.1	XR_013429578.1	26181467	26186308	48.0	31.333	48.0	0.653	69.333	69.333	49.333	1.405	2.225353621708079	2.4759900632077327e-15	7.314958195036954e-14	transcript2	transcript1	isoform_switched
4	Slc25a51	XM_040286069.2;XM_078047842.1	XR_013438181.1	176479839	176491417	26.333	13.333	26.333	0.506	57.667	57.667	40.333	1.43	2.9208275128006465	6.901004463378784e-15	1.9575757680978861e-13	transcript2	transcript1	isoform_switched
5	Hhipl1	XM_040276303.2	XM_040276300.2	118725911	118730689	133.667	133.667	48.0	2.785	9.333	5.667	9.333	0.607	0.25247996347758267	9.727370972544316e-15	2.716034561745707e-13	transcript1	transcript2	isoform_switched
5	Clpx	XR_013438743.1	XM_078049472.1	18090423	18094669	83.667	83.667	52.333	1.599	86.333	69.667	86.333	0.807	0.5231009433989274	1.356621788812555e-14	3.7381213275388803e-13	transcript1	transcript2	isoform_switched
3	Ndel1	XR_005726491.2;XM_005332858.3	XM_013361743.4	52734716	52741551	127.333	127.333	120.0	1.061	182.333	123.667	182.333	0.678	0.6308851149110986	1.6620294369596452e-14	4.551403688904874e-13	transcript1	transcript2	isoform_switched
16	Tmcc1	XM_078033427.1	XM_013362204.4	38697552	38714941	144.0	141.667	144.0	0.984	86.333	86.333	49.667	1.738	1.731551012073254	4.372408349377511e-14	1.1487655884711394e-12	transcript2	transcript1	isoform_switched
1	Pfdn1	XR_013437674.1	XM_078046314.1	120559528	120568077	38.667	14.333	38.667	0.371	18.0	18.0	15.333	1.174	3.376573459802977	7.431426286271253e-14	1.9381595296062756e-12	transcript2	transcript1	isoform_switched
5	Rin3	XM_078050741.1	XM_078050738.1	112768056	112770183	72.0	34.333	72.0	0.477	35.0	35.0	31.333	1.117	2.278762336765918	1.0469516116892076e-13	2.700831693922883e-12	transcript2	transcript1	isoform_switched
9	LOC101975056	XM_078021373.1	XM_078021374.1	52004931	52007769	106.0	72.667	106.0	0.686	23.667	23.667	13.0	1.821	2.585690558192132	1.2923104739039645e-13	3.297939273905458e-12	transcript2	transcript1	isoform_switched
2	Fbrsl1	XM_040292094.2	XM_078039444.1;XM_078039445.1;XM_078039453.1;XM_078039464.1;XM_078039460.1	107082052	107125452	54.667	23.333	54.667	0.427	48.0	48.0	45.667	1.051	2.2532257753180183	1.3443847058717105e-13	3.406412493169601e-12	transcript2	transcript1	isoform_switched
x	Taf1	XM_078034691.1	XM_005339945.3	74582705	74590611	20.0	20.0	14.333	1.395	48.667	23.667	48.667	0.486	0.34691126306405584	2.0179410647643493e-13	5.043339302486537e-12	transcript1	transcript2	isoform_switched
3	LOC144375611	XR_013435627.1	XR_013435626.1	19565535	19569558	40.667	20.0	40.667	0.492	38.333	38.333	28.333	1.353	2.625733917061599	2.01875238933801e-13	5.043339302486537e-12	transcript2	transcript1	isoform_switched
4	Ifitm10	XM_078045319.1	XM_040283936.2;XM_040283934.2;XM_078045317.1	1487012	1492191	7.0	7.0	1.333	5.251	24.333	8.0	24.333	0.329	0.1056995748784888	2.1419161004470155e-13	5.295292581660678e-12	transcript1	transcript2	isoform_switched
5	Mark3	XM_078050973.1	XM_005334670.2;XM_005334671.3	122558072	122561123	38.0	38.0	25.667	1.481	38.667	22.333	38.667	0.578	0.40078760360913435	3.9299766825029335e-13	9.582682869664688e-12	transcript1	transcript2	isoform_switched
x	Hcfc1	XR_013431627.1	XM_005340624.5;XM_013365348.4;XM_005340625.5	1697974	1701820	16.333	16.333	15.333	1.065	125.667	51.0	125.667	0.406	0.38798606667969593	5.286327286813724e-13	1.2720761868436413e-11	transcript1	transcript2	isoform_switched
5	Ppp2r5c	XR_013439307.1;XM_078050921.1	XM_013365550.4	121340783	121353233	56.667	39.667	56.667	0.7	53.0	53.0	35.667	1.486	2.0938960298669937	8.983192509974738e-13	2.1178917440735146e-11	transcript2	transcript1	isoform_switched
10	Nek7	XM_078022537.1	XM_040276817.2	27274144	27290773	25.667	25.667	17.667	1.453	31.0	14.0	31.0	0.452	0.3338257177539695	9.103590471522294e-13	2.1391935365425323e-11	transcript1	transcript2	isoform_switched
2	Nisch	XM_013361098.4	XM_078038496.1	48335795	48347636	44.667	24.0	44.667	0.537	45.667	45.667	39.333	1.161	2.2628730820789205	1.6891954934139362e-12	3.8302776793335115e-11	transcript2	transcript1	isoform_switched
9	Grk4	XM_013355903.4	XM_021722146.3	2155930	2175531	14.333	13.0	14.333	0.907	22.0	22.0	4.0	5.5	4.8972834370751	2.513023778135093e-12	5.6090060502576373e-11	transcript2	transcript1	isoform_switched
12	LOC101974817	XM_078028840.1;XM_078028837.1;XM_078028838.1;XM_078028839.1;XM_078028836.1;XM_078028835.1	XM_078028843.1	46384105	46407754	66.0	66.0	55.0	1.2	70.333	42.667	70.333	0.607	0.5235503660831964	2.541852939356194e-12	5.6556227900675315e-11	transcript1	transcript2	isoform_switched
5	Slc9a8	XM_005325220.5	XM_078051951.1	193799549	193808560	46.0	30.0	46.0	0.652	57.0	57.0	42.667	1.336	2.0539883292204197	4.85879309948769e-12	1.0611842597654096e-10	transcript2	transcript1	isoform_switched
4	Dixdc1	XM_078046981.1	XM_005334229.5	95518664	95538635	40.667	40.667	23.333	1.743	34.333	25.0	34.333	0.728	0.42192575466372795	5.237539850640178e-12	1.1404062304757819e-10	transcript1	transcript2	isoform_switched
4	Tut7	XM_021734645.3;XM_078047383.1;XM_021734646.3	XM_013363833.4;XM_040285593.2;XM_040285592.2	126658085	126665852	126.667	126.667	125.0	1.013	178.667	122.333	178.667	0.685	0.6688390128778932	7.441989449064808e-12	1.5817004440997445e-10	transcript1	transcript2	isoform_switched
6	Plxnc1	XM_078053000.1;XM_005324463.2	XM_078052999.1	24414606	24417540	28.0	28.0	18.667	1.5	21.667	10.333	21.667	0.477	0.3234727124286193	1.1059760296880106e-11	2.3297483228930877e-10	transcript1	transcript2	isoform_switched
3	Tnk2	XM_078043975.1;XM_078043982.1;XM_078043972.1	XM_078043979.1	140720601	140748916	9.667	1.0	9.667	0.103	5.0	5.0	2.667	1.875	15.206870671109417	1.754912196525591e-11	3.580222016980575e-10	transcript2	transcript1	isoform_switched
3	Cdk12	XM_005321775.5;XM_005321776.4;XM_005321774.5	XM_078042078.1	22449306	22455741	59.667	49.333	59.667	0.827	97.667	97.667	66.0	1.48	1.7753831095015171	2.1585858449416526e-11	4.3786698621038653e-10	transcript2	transcript1	isoform_switched
5	C5H15orf61	XM_021727827.3	XM_040274912.2	16042862	16052370	10.333	10.333	7.667	1.348	47.667	18.333	47.667	0.385	0.2928692839754182	2.3611635792377657e-11	4.749006972930196e-10	transcript1	transcript2	isoform_switched
5	Klc1	XM_078051000.1	XM_078050990.1;XM_078050995.1;XM_078050999.1	122692279	122706717	44.0	44.0	34.0	1.294	38.0	22.667	38.0	0.596	0.4551180737196363	4.7343582185505335e-11	9.260612779142801e-10	transcript1	transcript2	isoform_switched
3	LOC144376454	XM_078044430.1	XM_078044425.1;XM_078044424.1;XM_078044429.1;XM_078044426.1;XM_078044427.1	179883121	179892615	6.0	5.333	6.0	0.889	28.667	28.667	5.667	5.059	5.06173462719044	5.5221601741824554e-11	1.068417946743997e-09	transcript2	transcript1	isoform_switched
3	Tom1l2	XR_013436412.1	XM_013364806.4;XM_013364808.4;XM_005339456.5;XM_005339457.5;XM_021736016.3;XM_040269639.2	63008990	63012762	62.333	18.667	62.333	0.299	14.333	14.333	13.667	1.049	2.70066249612334	7.908031883335163e-11	1.5054862836723625e-09	transcript2	transcript1	isoform_switched
8	Cep43	XM_078018753.1	XR_013424680.1;XR_013424679.1	2282375	2289083	88.333	88.333	47.667	1.853	37.0	33.667	37.0	0.91	0.5139410489912197	8.878587444329579e-11	1.6812644309475159e-09	transcript1	transcript2	isoform_switched
7	Spp2	XM_078018266.1	XM_040268046.2	193167426	193174490	51.667	46.667	51.667	0.903	152.333	152.333	99.333	1.534	1.7072216094176518	9.683781393877407e-11	1.828873303034672e-09	transcript2	transcript1	isoform_switched
11	Vps13d	XM_078025312.1	XM_040287936.2	8113896	8156783	24.0	24.0	22.0	1.091	36.667	15.333	36.667	0.418	0.4006938626799517	2.093120555237559e-10	3.8212867572542105e-09	transcript1	transcript2	isoform_switched
6	Kras	XM_078015061.1	XM_078015064.1;XM_078015062.1	83873914	83877939	50.0	50.0	32.333	1.546	59.0	48.333	59.0	0.819	0.5265839061115191	3.151552797352587e-10	5.652155142859048e-09	transcript1	transcript2	isoform_switched
13	Epg5	XM_078030092.1	XM_013358754.4	26974081	26983523	23.667	15.333	23.667	0.648	28.667	28.667	18.0	1.593	2.5962974163062467	3.3342858669858753e-10	5.9648531087787515e-09	transcript2	transcript1	isoform_switched
10	Smg1	XR_013427036.1	XM_078024298.1;XM_078024301.1;XM_078024299.1;XM_078024302.1	132369448	132378244	58.333	58.333	49.333	1.182	77.667	54.0	77.667	0.695	0.5662941595580663	3.972423941110052e-10	7.0709146151758924e-09	transcript1	transcript2	isoform_switched
