chr	Gene	Transcript1	Transcript2	TTS_transcript1	TTS_transcript2	Ctrl_max_count	Ctrl_count_transcript1	Ctrl_count_transcript2	Ratio_transcript1_vs_2_in_Ctrl	Case_max_count	Case_count_transcript1	Case_count_transcript2	Ratio_transcript1_vs_2_in_Case	odds_ratio	pvalue	FDR	main_isoform_ctrl	main_isoform_case	isoform_switched
5	Slc9a8	XM_005325220.5	XM_078051951.1	193799549	193808560	46.0	30.0	46.0	0.652	84.667	84.667	60.667	1.396	2.151648424690387	2.4064425607297224e-15	1.1198608517905637e-13	transcript2	transcript1	isoform_switched
6	Kras	XM_078015061.1	XM_078015064.1;XM_078015062.1	83873914	83877939	50.0	50.0	32.333	1.546	60.667	41.333	60.667	0.681	0.44147263207260157	2.661209836540318e-15	1.2303775348160432e-13	transcript1	transcript2	isoform_switched
6	Zfc3h1	XR_013440447.1	XM_005330415.5;XM_021729908.3	43857089	43859116	83.0	83.0	56.0	1.482	95.0	77.333	95.0	0.814	0.5327382550654772	3.189412263022155e-15	1.455680468763958e-13	transcript1	transcript2	isoform_switched
15	Kmt2b	XM_078033079.1;XM_013360891.2;XM_078033078.1;XM_078033082.1;XM_078033081.1;XM_078033077.1;XM_078033080.1;XM_078033076.1	XR_013431157.1	17251768	17253866	39.0	29.0	39.0	0.744	58.667	58.667	33.333	1.76	2.3670993672229645	3.3096481142616057e-15	1.500935960098257e-13	transcript2	transcript1	isoform_switched
3	Nectin3	XM_078044260.1	XM_078044263.1	155638921	155641694	52.0	20.0	52.0	0.385	32.333	32.333	32.0	1.01	2.6861468465829383	5.251512719140192e-15	2.322408109334048e-13	transcript2	transcript1	isoform_switched
9	Grk4	XM_013355903.4	XM_021722146.3	2155930	2175531	14.333	13.0	14.333	0.907	24.667	24.667	4.333	5.693	5.485170380979296	5.652512787713878e-15	2.469073070461522e-13	transcript2	transcript1	isoform_switched
7	Wdr33	XM_021721760.3	XM_078017279.1	105064109	105093541	64.333	42.0	64.333	0.653	90.0	90.0	70.667	1.274	1.9454728700754846	1.0894224369355085e-14	4.536074708175919e-13	transcript2	transcript1	isoform_switched
12	Aftph	XM_021724305.3	XM_078029114.1	69186807	69195073	33.667	23.0	33.667	0.683	48.333	48.333	26.0	1.859	2.5282870579068994	2.4624604269933776e-14	1.0134519213984306e-12	transcript2	transcript1	isoform_switched
12	Ncoa1	XM_021724640.3;XM_021724641.3;XM_021724643.3	XM_078029576.1	102497826	102499893	39.333	37.0	39.333	0.941	91.333	91.333	43.667	2.092	2.1221271921174614	3.044177272614085e-14	1.231508078466607e-12	transcript2	transcript1	isoform_switched
3	Helz	XM_078041842.1	XM_078041845.1	13271844	13291028	29.667	25.333	29.667	0.854	80.667	80.667	39.667	2.034	2.367393643263252	3.343184606590867e-14	1.3448290620862696e-12	transcript2	transcript1	isoform_switched
6	Kansl2	XM_078014772.1	XM_078014769.1	65869948	65872006	62.667	62.667	54.0	1.16	89.667	53.667	89.667	0.599	0.5237492126508825	4.206287879200173e-14	1.6731156256930297e-12	transcript1	transcript2	isoform_switched
8	Ubr2	XM_005318682.5	XM_078020004.1	108632274	108696676	100.0	91.0	100.0	0.91	112.0	112.0	67.667	1.655	1.7871447578031743	5.682628335541851e-14	2.247795208280999e-12	transcript2	transcript1	isoform_switched
3	Mbtd1	XM_040268981.2	XR_013436125.1	26494289	26508376	42.0	27.0	42.0	0.643	59.667	59.667	39.333	1.517	2.308361922452072	6.26959566225673e-14	2.466271884821432e-12	transcript2	transcript1	isoform_switched
2	Nisch	XM_013361098.4	XM_078038496.1	48335795	48347636	44.667	24.0	44.667	0.537	58.667	58.667	51.333	1.143	2.2195056390401966	8.510639449523256e-14	3.2754461016543555e-12	transcript2	transcript1	isoform_switched
5	Aspg	XR_013439321.1	XM_005334650.5;XM_078051015.1	123040114	123042717	90.333	90.333	79.667	1.134	115.667	78.0	115.667	0.674	0.5800335238909683	1.0636394649425344e-13	4.0497930429897566e-12	transcript1	transcript2	isoform_switched
2	Znf800	XM_005319405.5;XM_078040285.1	XM_078040281.1	179673856	179698313	61.667	36.0	61.667	0.584	41.667	41.667	32.333	1.289	2.203567003785376	2.09046923578446e-13	7.632892799377105e-12	transcript2	transcript1	isoform_switched
5	Ccm2l	XM_005320587.5	XM_021723246.3	175911414	175926949	10.0	10.0	1.333	7.502	8.333	4.667	8.333	0.56	0.08389573367466238	2.1991472685948417e-13	7.988739057344527e-12	transcript1	transcript2	isoform_switched
7	Steap3	XM_013355745.4	XM_078017242.1	97538756	97568590	19.667	19.667	5.0	3.933	22.0	20.333	22.0	0.924	0.24678106251599347	2.8980076214181264e-13	1.0474017393145716e-11	transcript1	transcript2	isoform_switched
5	Nrg4	XM_078049202.1	XM_078049190.1;XM_078049197.1;XM_078049185.1;XM_078049196.1	7241422	7283971	14.667	8.0	14.667	0.545	17.333	17.333	4.667	3.714	5.0276090852306154	9.160024373473982e-13	3.150694373871244e-11	transcript2	transcript1	isoform_switched
2	Ewsr1	XM_005336046.5	XM_021733761.3;XM_021733762.3;XM_021733765.3;XM_005336043.4;XM_005336044.4	119147806	119156122	99.0	99.0	88.667	1.117	218.667	160.667	218.667	0.735	0.6508456880490217	1.3725994829883848e-12	4.588219868017512e-11	transcript1	transcript2	isoform_switched
8	Fam135a	XM_021732562.3;XM_040282903.1;XM_021732565.3;XM_021732563.3;XM_021732564.3;XM_021732561.2;XM_078019788.1	XM_078019790.1	87062643	87089599	36.667	28.667	36.667	0.782	56.0	56.0	33.333	1.68	2.215737063714755	4.327365066338242e-12	1.345963413490556e-10	transcript2	transcript1	isoform_switched
1	Ube2d2	XM_078046220.1	XM_078046225.1	119996609	120006390	86.333	75.0	86.333	0.869	74.0	74.0	51.667	1.432	1.7658090842260457	4.999321150317164e-12	1.5476159387068786e-10	transcript2	transcript1	isoform_switched
10	Gpatch2	XM_005334960.5	XM_013362693.4	44192623	44344826	17.667	15.0	17.667	0.849	38.667	38.667	16.0	2.417	2.935120999165513	6.90239533519182e-12	2.0824175757019387e-10	transcript2	transcript1	isoform_switched
7	Tatdn1	XR_005737715.2	XM_005316171.4	15756874	15759317	15.667	15.667	11.333	1.382	27.333	11.333	27.333	0.415	0.2986176186352978	7.640758070791557e-12	2.2762425717169825e-10	transcript1	transcript2	isoform_switched
1	Mtx3	XM_078044285.1;XM_013360203.3;XM_013360204.4	XR_002484362.3	90084579	90091033	12.333	8.333	12.333	0.676	48.0	48.0	21.333	2.25	3.1952041533546995	7.674386993487352e-12	2.2767348080679146e-10	transcript2	transcript1	isoform_switched
11	Vps13d	XM_078025312.1	XM_040287936.2	8113896	8156783	24.0	24.0	22.0	1.091	58.667	26.333	58.667	0.449	0.4187291282929742	8.111592660014849e-12	2.386551228896931e-10	transcript1	transcript2	isoform_switched
9	Cyp2u1	XM_013365430.2	XM_040293005.2	95802358	95805056	94.0	62.333	94.0	0.663	45.667	45.667	36.0	1.269	1.9320012781448046	9.004336076287425e-12	2.6274947894740353e-10	transcript2	transcript1	isoform_switched
1	Sirt1	XM_021726795.3	XM_078041323.1	53516418	53518499	53.667	47.667	53.667	0.888	71.333	71.333	41.667	1.712	1.8868230591828148	2.4366533439779524e-11	6.803518356518832e-10	transcript2	transcript1	isoform_switched
14	Cfap97	XM_021729057.3	XR_013430315.1	34396620	34399320	16.667	14.333	16.667	0.86	41.667	41.667	16.0	2.604	2.9192752942253017	2.6585452398983076e-11	7.308843817930778e-10	transcript2	transcript1	isoform_switched
3	Dhx40	XM_078042345.1	XM_078042344.1	33367561	33371827	20.0	20.0	16.667	1.2	35.333	13.667	35.333	0.387	0.35813747928894385	2.868438210337383e-11	7.795145060153499e-10	transcript1	transcript2	isoform_switched
7	Nsmce2	XM_021724263.3	XM_021724267.3	15047928	15098946	19.333	11.0	19.333	0.569	37.667	37.667	24.0	1.569	2.772733731351985	4.533857716122254e-11	1.209028724299268e-09	transcript2	transcript1	isoform_switched
1	Rufy2	XM_078041271.1	XM_005325971.5	53148746	53151183	21.0	21.0	10.667	1.969	26.333	17.667	26.333	0.671	0.33792096500307844	4.932092429527655e-11	1.305446025956762e-09	transcript1	transcript2	isoform_switched
x	Taf1	XM_078034691.1	XM_005339945.3	74582705	74590611	20.0	20.0	14.333	1.395	42.333	23.0	42.333	0.543	0.38181138940874393	5.827700326514522e-11	1.525486261940566e-09	transcript1	transcript2	isoform_switched
4	Vps13a	XM_005324116.5	XM_021725635.3	135123559	135165620	18.0	15.667	18.0	0.87	36.0	36.0	14.333	2.512	2.740116775845407	5.891601564893555e-11	1.5365642176572203e-09	transcript2	transcript1	isoform_switched
1	Sec24a	XM_078019542.1	XM_021733563.3	158197652	158234345	64.667	61.0	64.667	0.943	111.333	111.333	69.0	1.614	1.6904255460132775	7.35019114550931e-11	1.889291009242826e-09	transcript2	transcript1	isoform_switched
7	Pcmtd1	XM_078017187.1	XM_013361535.4	76109013	76112005	87.333	87.333	81.0	1.078	109.667	71.667	109.667	0.653	0.6081387671537233	8.1772912838846e-11	2.079368355044941e-09	transcript1	transcript2	isoform_switched
6	Arhgef7	XR_013423536.1;XR_013423537.1	XM_005316979.5	198232811	198236343	31.333	31.333	24.0	1.306	52.333	28.667	52.333	0.548	0.45639985828697766	9.105992173691218e-11	2.3072834262164226e-09	transcript1	transcript2	isoform_switched
10	Rabgap1l	XM_040276928.2	XM_005319782.5	8385478	8416034	21.667	21.667	7.333	2.955	30.0	28.0	30.0	0.933	0.3426535266254168	1.1984535727838276e-10	3.0045737458524127e-09	transcript1	transcript2	isoform_switched
7	Zfat	XR_013423768.1	XM_040293615.2	7784087	7807866	8.667	8.667	6.0	1.444	18.0	5.667	18.0	0.315	0.21213059392314912	1.2474374025376256e-10	3.1164050196729453e-09	transcript1	transcript2	isoform_switched
5	Gabpb1	XM_078049635.1	XM_005316557.5	31078172	31087731	25.333	25.333	21.333	1.188	61.0	33.333	61.0	0.546	0.4357230722300428	1.3816583540874153e-10	3.403947225294947e-09	transcript1	transcript2	isoform_switched
3	LOC101961636	XM_078041798.1	XM_040268526.2	10977642	11027299	33.333	33.333	24.333	1.37	101.667	73.333	101.667	0.721	0.5140688440230625	1.506465004955589e-10	3.685921249238417e-09	transcript1	transcript2	isoform_switched
4	Nav2	XM_005335950.5;XM_078046349.1;XM_078046354.1;XM_040284611.2;XM_078046350.1;XM_078046351.1;XM_021733710.3	XM_078046355.1	42523281	42546366	12.0	11.333	12.0	0.944	85.667	85.667	32.333	2.65	2.6971967377222885	1.707852525549109e-10	4.164352733530704e-09	transcript2	transcript1	isoform_switched
4	Anp32b	XM_078047860.1	XM_078047861.1	177555992	177570333	32.333	32.333	30.667	1.054	84.667	47.333	84.667	0.559	0.5162080735465016	2.9655294382184863e-10	6.895186727750984e-09	transcript1	transcript2	isoform_switched
2	Cped1	XM_013362253.4	XM_078040312.1	184848186	184913001	29.667	17.667	29.667	0.596	36.333	36.333	25.667	1.416	2.3933745400994417	3.4374773301360565e-10	7.895109222764104e-09	transcript2	transcript1	isoform_switched
5	Chd2	XM_040274486.2	XM_005320109.4	141985331	141999856	70.333	70.333	58.333	1.206	126.333	95.333	126.333	0.755	0.6215078384855327	5.201181611005669e-10	1.1572629084487615e-08	transcript1	transcript2	isoform_switched
7	Per2	XM_021727032.3	XM_078018359.1	196208086	196212231	29.667	23.333	29.667	0.786	35.333	35.333	20.333	1.738	2.302342784547661	1.1135528913180685e-09	2.4025747230862567e-08	transcript2	transcript1	isoform_switched
10	Bend7	XM_078023513.1	XM_078023504.1;XM_078023502.1;XM_078023505.1;XM_078023503.1	97808338	97844516	16.0	16.0	10.333	1.548	22.333	12.0	22.333	0.537	0.323750460783657	1.2047470565691348e-09	2.583674410473566e-08	transcript1	transcript2	isoform_switched
3	Kalrn	XM_078044078.1	XM_078044079.1	143866965	143870362	97.667	73.667	97.667	0.754	202.0	202.0	181.333	1.114	1.4629179784862119	2.0233639693768216e-09	4.2123834684102256e-08	transcript2	transcript1	isoform_switched
5	Clmn	XM_078050802.1;XM_078050801.1	XM_078050804.1;XM_078050803.1	114996150	115008223	137.667	112.0	137.667	0.814	148.333	148.333	127.0	1.168	1.4338694347749845	2.065794979099544e-09	4.275715189299056e-08	transcript2	transcript1	isoform_switched
10	Nek7	XM_078022537.1	XM_040276817.2	27274144	27290773	25.667	25.667	17.667	1.453	38.333	23.667	38.333	0.617	0.4369175169852612	2.3044072494667814e-09	4.714764257529737e-08	transcript1	transcript2	isoform_switched
3	Zbtb20	XM_078044200.1	XM_040270345.2	152940629	152965332	121.667	121.667	91.333	1.332	142.667	122.0	142.667	0.855	0.682378672829723	2.4314386830839878e-09	4.960413588412032e-08	transcript1	transcript2	isoform_switched
7	Zeb2	XM_005315824.5	XM_040294276.2	116278929	116284477	23.0	22.0	23.0	0.957	71.667	71.667	36.0	1.991	2.052247917995479	4.115819476782353e-09	8.208581141369846e-08	transcript2	transcript1	isoform_switched
5	Glce	XM_078049392.1;XM_078049390.1;XM_078049391.1	XR_013438718.1	14487468	14491455	20.333	11.667	20.333	0.574	60.667	60.667	46.0	1.319	2.2685374005403833	4.450868738520841e-09	8.852007100074968e-08	transcript2	transcript1	isoform_switched
5	Clpx	XR_013438743.1	XM_078049472.1	18090423	18094669	83.667	83.667	52.333	1.599	97.333	91.667	97.333	0.942	0.6241295371534089	4.893554793977568e-09	9.651554053495924e-08	transcript1	transcript2	isoform_switched
x	Arhgap6	XR_013431922.1	XM_078035123.1	120206480	120210935	7.333	7.333	3.667	2.0	19.667	9.0	19.667	0.458	0.233567444196903	5.032372195978954e-09	9.8979254241354e-08	transcript1	transcript2	isoform_switched
11	Lrig2	XM_078027035.1	XM_005337637.5	106050634	106056570	37.0	37.0	36.333	1.018	70.667	38.667	70.667	0.547	0.540327015125607	7.196058311071678e-09	1.392280847142129e-07	transcript1	transcript2	isoform_switched
4	Best1	XM_078045865.1	XM_021730589.3	10874443	10878266	10.0	3.333	10.0	0.333	13.667	13.667	8.667	1.577	4.4867233376555795	9.358926080436025e-09	1.7605726806820576e-07	transcript2	transcript1	isoform_switched
6	Mtrf1	XM_021734227.3;XM_013363556.4;XM_021734226.3;XM_040281455.2	XM_013363554.4	155236201	155244404	22.667	22.667	22.0	1.03	38.0	17.0	38.0	0.447	0.444825014915792	9.371587724417133e-09	1.7605726806820576e-07	transcript1	transcript2	isoform_switched
9	Afg2a	XM_078022145.1	XM_078022146.1	145679337	145688023	21.0	16.0	21.0	0.762	41.0	41.0	24.667	1.662	2.243374392513266	1.1644206575022484e-08	2.153422099069093e-07	transcript2	transcript1	isoform_switched
8	Gnl1	XM_005341021.5	XM_078020342.1	122910666	122915361	25.333	25.333	14.667	1.727	36.667	29.333	36.667	0.8	0.4570259820512703	1.5480562276087558e-08	2.8407629743748304e-07	transcript1	transcript2	isoform_switched
4	Abl1	XR_005734165.2	XM_005321086.5	205224487	205227897	12.667	12.667	12.0	1.056	36.0	15.333	36.0	0.426	0.38073382742558703	2.1686223560736186e-08	3.909010424112447e-07	transcript1	transcript2	isoform_switched
3	Lpp	XM_078043847.1	XM_040270155.2	133561119	133763957	28.667	28.667	22.0	1.303	92.667	63.333	92.667	0.683	0.5424815125537665	2.4219545800899164e-08	4.3436565768867015e-07	transcript1	transcript2	isoform_switched
7	Lnpk	XM_005324624.4	XM_005324625.5	143850062	143856288	16.333	16.333	14.667	1.114	23.0	9.667	23.0	0.42	0.36449736039050673	3.2169265291688776e-08	5.655436268563558e-07	transcript1	transcript2	isoform_switched
3	Yeats2	XM_078043780.1;XM_078043781.1	XM_078043775.1;XM_078043778.1;XM_078043774.1;XM_078043777.1;XM_078043779.1	129084100	129115284	26.667	26.667	15.667	1.702	25.0	17.0	25.0	0.68	0.4339894621631247	3.3598694386640865e-08	5.865542397781174e-07	transcript1	transcript2	isoform_switched
11	Fyb2	XM_078026341.1;XM_078026340.1	XR_013427807.1	42982645	42989292	22.0	21.0	22.0	0.955	49.333	49.333	25.667	1.922	2.0824311880883277	3.532084926146819e-08	6.094420539662869e-07	transcript2	transcript1	isoform_switched
10	Rnf216	XM_078023645.1	XM_040278660.2;XM_078023642.1;XM_078023643.1;XM_078023644.1	106661983	106665614	39.667	39.667	22.667	1.75	51.333	48.0	51.333	0.935	0.5415228712079786	3.655901857909564e-08	6.257216641422139e-07	transcript1	transcript2	isoform_switched
4	Tbcel	XM_078047181.1	XM_040285389.2	104138140	104142050	43.0	43.0	35.0	1.229	101.667	75.0	101.667	0.738	0.597996090855482	4.771362915048966e-08	7.993436224740856e-07	transcript1	transcript2	isoform_switched
11	Zyg11b	XM_078026259.1	XM_040288681.2	39649360	39654685	45.0	45.0	41.0	1.098	104.0	66.333	104.0	0.638	0.6091622809708122	5.774957330212076e-08	9.562254928165112e-07	transcript1	transcript2	isoform_switched
1	Trio	XM_021734206.3	XM_078018056.1	251167141	251205522	21.333	15.333	21.333	0.719	38.0	38.0	24.333	1.562	2.1816891051632874	6.135116064477e-08	1.0088227801172343e-06	transcript2	transcript1	isoform_switched
3	Cdk12	XM_005321775.5;XM_005321776.4;XM_005321774.5	XM_078042078.1	22449306	22455741	59.667	49.333	59.667	0.827	94.333	94.333	71.333	1.322	1.5809008552263342	9.233264397040803e-08	1.4907220523113498e-06	transcript2	transcript1	isoform_switched
5	Shld1	XM_005320494.5	XM_021723176.3	170165387	170213702	28.333	27.667	28.333	0.976	43.333	43.333	24.333	1.781	1.9371294642728472	1.5326964612025672e-07	2.4090063584464187e-06	transcript2	transcript1	isoform_switched
10	Mdm4	XM_078022660.1	XM_005330297.4;XM_013360822.4	32719969	32736956	49.333	49.333	42.0	1.175	80.0	57.333	80.0	0.717	0.617614233955026	1.548923158401887e-07	2.413201944818695e-06	transcript1	transcript2	isoform_switched
7	Dock10	XM_005330553.5	XM_078018104.1	185784128	185794249	5.0	4.667	5.0	0.933	11.333	11.333	2.333	4.858	5.283950249622879	2.1791942016864272e-07	3.266497413896287e-06	transcript2	transcript1	isoform_switched
