chr	Gene	Transcript1	Transcript2	TSS_transcript1	TSS_transcript2	Ctrl_max_count	Ctrl_count_transcript1	Ctrl_count_transcript2	Ratio_transcript1_vs_2_in_Ctrl	Case_max_count	Case_count_transcript1	Case_count_transcript2	Ratio_transcript1_vs_2_in_Case	odds_ratio	pvalue	FDR	main_isoform_ctrl	main_isoform_case	isoform_switched
13	Cidea	XM_078030430.1	XM_078030429.1	87779496	87789530	88.333	88.333	56.333	1.568	80.333	35.0	80.333	0.436	0.2931940973171693	2.6939984282274053e-38	9.216310412356913e-37	transcript1	transcript2	isoform_switched
3	Ap2b1	XM_013357040.4;XM_078042432.1	XM_078042430.1	37085707	37094033	51.0	21.667	51.0	0.425	37.667	37.667	16.333	2.306	5.3463219224779115	3.8805941152855166e-36	1.1161061954008264e-34	transcript2	transcript1	isoform_switched
3	Ap2b1	XM_013357042.4	XM_078042430.1	37085805	37094033	51.0	21.667	51.0	0.425	37.667	37.667	16.333	2.306	5.3463219224779115	3.8805941152855166e-36	1.1161061954008264e-34	transcript2	transcript1	isoform_switched
2	LOC101973937	XM_078037728.1	XM_078037729.1	12801609	12826326	100.333	57.0	100.333	0.568	45.667	45.667	21.0	2.175	3.6843479222659847	1.9330707592220261e-35	4.741494315072895e-34	transcript2	transcript1	isoform_switched
2	LOC101973937	XM_078037728.1	XM_078037730.1	12801609	12826362	100.333	57.0	100.333	0.568	45.667	45.667	21.0	2.175	3.6843479222659847	1.9330707592220261e-35	4.741494315072895e-34	transcript2	transcript1	isoform_switched
7	Myo1b	XM_078017761.1;XM_040294619.2	XM_078017763.1	156833824	156852979	87.667	87.667	69.667	1.258	71.0	32.0	71.0	0.451	0.31919019357214906	2.438970072702447e-35	5.871594619468854e-34	transcript1	transcript2	isoform_switched
6	Ppara	XM_040276694.2	XM_078052523.1	2928988	2952434	62.0	62.0	30.667	2.022	94.667	61.0	94.667	0.644	0.3105714159202416	6.518786420503364e-34	1.5132897047597097e-32	transcript1	transcript2	isoform_switched
14	Irf2	XM_013360314.4	XM_005329225.5;XM_021729065.3;XM_078031029.1	33809440	33811050	49.333	17.333	49.333	0.351	38.0	38.0	20.667	1.839	4.443041442446684	2.382054880771419e-30	5.248595500004821e-29	transcript2	transcript1	isoform_switched
14	Irf2	XM_078031034.1	XM_005329225.5;XM_021729065.3;XM_078031029.1	33809431	33811050	49.333	17.667	49.333	0.358	38.0	38.0	20.667	1.839	4.281882370686056	2.4164826761582363e-29	4.986392823818583e-28	transcript2	transcript1	isoform_switched
1	Vsir	XM_078040907.1	XM_078040911.1	50303865	50309496	54.667	25.0	54.667	0.457	26.333	26.333	10.333	2.548	4.569466090035111	7.975825961726108e-25	1.2198322059110517e-23	transcript2	transcript1	isoform_switched
10	Traf7	XM_013364068.4	XM_078024449.1;XM_078024448.1;XM_078024451.1	137282221	137287583	43.333	26.333	43.333	0.608	22.333	22.333	5.333	4.188	5.90447519592617	1.3809301470115522e-24	2.0874525478081602e-23	transcript2	transcript1	isoform_switched
10	Traf7	XM_013364066.4;XM_013364067.4	XM_078024449.1;XM_078024448.1;XM_078024451.1	137282447	137287583	43.333	26.667	43.333	0.615	22.333	22.333	5.333	4.188	5.847885976635165	2.6720270232456493e-24	3.9473126479765277e-23	transcript2	transcript1	isoform_switched
8	Rgl2	XM_013355803.4	XM_021722025.3	117008590	117009660	63.333	22.667	63.333	0.358	19.667	19.667	10.333	1.903	4.832245809146844	1.4840765118149436e-23	2.1201093025927764e-22	transcript2	transcript1	isoform_switched
4	Igf2	XM_078045351.1;XM_078045348.1;XM_078045352.1	XM_078045349.1	1788020	1798285	25.667	25.667	11.667	2.2	17.0	5.0	17.0	0.294	0.13559684308212294	3.72862604097086e-23	5.102330371854861e-22	transcript1	transcript2	isoform_switched
8	Rgl2	XM_013355802.4;XM_005318817.4	XM_021722025.3	117008591	117009660	63.333	23.333	63.333	0.368	19.667	19.667	10.333	1.903	4.744736873327915	4.812973155163137e-23	6.517567814283414e-22	transcript2	transcript1	isoform_switched
x	Huwe1	XM_040281126.2	XM_021719785.3	80251327	80254274	31.333	17.0	31.333	0.543	32.667	32.667	14.0	2.333	4.0739477866906935	3.059423712427831e-21	3.648853968950624e-20	transcript2	transcript1	isoform_switched
2	LOC101976365	XM_078037733.1	XM_078037734.1	12752802	12766199	127.333	104.0	127.333	0.817	114.667	114.667	71.0	1.615	1.8850699453529765	2.940395493581222e-20	3.323925340570077e-19	transcript2	transcript1	isoform_switched
14	Snx25	XM_040294414.2	XM_078031042.1;XM_078031044.1	34424519	34430207	21.667	17.667	21.667	0.815	42.0	42.0	13.0	3.231	3.97283519212062	4.8822123183493544e-20	5.077500811083328e-19	transcript2	transcript1	isoform_switched
14	Snx25	XM_040294414.2	XM_040294420.2	34424519	34430208	21.667	17.667	21.667	0.815	42.0	42.0	13.0	3.231	3.97283519212062	4.8822123183493544e-20	5.077500811083328e-19	transcript2	transcript1	isoform_switched
14	Snx25	XM_040294414.2	XM_078031043.1	34424519	34430209	21.667	17.667	21.667	0.815	42.0	42.0	13.0	3.231	3.97283519212062	4.8822123183493544e-20	5.077500811083328e-19	transcript2	transcript1	isoform_switched
14	Snx25	XM_040294414.2	XM_005329215.4	34424519	34430211	21.667	17.667	21.667	0.815	42.0	42.0	13.0	3.231	3.97283519212062	4.8822123183493544e-20	5.077500811083328e-19	transcript2	transcript1	isoform_switched
11	Pafah2	XM_013364228.4	XM_078025639.1	17488228	17501907	71.667	33.667	71.667	0.47	37.667	37.667	32.667	1.153	2.737158858095041	1.0021020297764482e-19	1.0257737312672304e-18	transcript2	transcript1	isoform_switched
11	Pafah2	XM_005317628.5	XM_078025639.1	17488263	17501907	71.667	33.667	71.667	0.47	37.667	37.667	32.667	1.153	2.737158858095041	1.0021020297764482e-19	1.0257737312672304e-18	transcript2	transcript1	isoform_switched
15	Cic	XM_013364197.4	XM_005338155.4;XM_040278822.2;XM_005338156.4;XM_078031989.1	12217876	12233515	20.333	11.0	20.333	0.541	21.667	21.667	6.333	3.421	6.233794952898162	3.5555141533420435e-19	3.3986532348122478e-18	transcript2	transcript1	isoform_switched
13	Zbtb14	XM_078030343.1;XM_005340218.5	XR_013429684.1	53032440	53033494	17.667	6.333	17.667	0.358	20.333	20.333	8.0	2.542	6.223443954320628	6.627887023412207e-19	6.243661688721644e-18	transcript2	transcript1	isoform_switched
4	Fkbp2	XM_005333505.5	XM_013361957.4	8334418	8335440	24.333	24.333	8.667	2.808	19.333	10.333	19.333	0.534	0.1950447491653508	1.917701635468572e-18	1.695926616400778e-17	transcript1	transcript2	isoform_switched
4	Fkbp2	XM_005333505.5	XM_005333504.5	8334418	8335511	24.333	24.333	8.667	2.808	19.333	10.333	19.333	0.534	0.1950447491653508	1.917701635468572e-18	1.695926616400778e-17	transcript1	transcript2	isoform_switched
8	Prdm1	XM_005330130.5	XM_078019550.1;XM_021729719.3	56862577	56937459	69.333	69.333	30.333	2.286	28.0	18.667	28.0	0.667	0.32450484707730826	8.620887057990181e-18	7.093134921131161e-17	transcript1	transcript2	isoform_switched
7	Enpp2	XM_078016746.1;XM_078016748.1;XM_078016749.1;XM_078016751.1;XM_078016747.1;XM_078016750.1;XM_078016752.1	XM_013356829.4	19589132	19620024	33.667	33.667	32.0	1.052	36.0	10.667	36.0	0.296	0.27929126148092054	2.1735850031189257e-17	1.7125215176088506e-16	transcript1	transcript2	isoform_switched
7	Enpp2	XM_078016746.1;XM_078016748.1;XM_078016749.1;XM_078016751.1;XM_078016747.1;XM_078016750.1;XM_078016752.1	XM_005316205.5;XM_005316207.5;XM_013356853.4;XM_013356865.4	19589132	19620025	33.667	33.667	32.0	1.052	36.0	10.667	36.0	0.296	0.27929126148092054	2.1735850031189257e-17	1.7125215176088506e-16	transcript1	transcript2	isoform_switched
9	Sh3d19	XM_078022040.1	XM_040293198.2	123880095	123964671	33.333	22.333	33.333	0.67	18.667	18.667	5.0	3.733	4.902707702265627	2.4243269306694125e-17	1.8973860894655557e-16	transcript2	transcript1	isoform_switched
9	Sh3d19	XM_078022040.1	XM_040293199.2	123880095	123964672	33.333	22.333	33.333	0.67	18.667	18.667	5.0	3.733	4.866437453696325	3.685274791961647e-17	2.646882447265271e-16	transcript2	transcript1	isoform_switched
5	Mia2	XM_078050191.1	XM_040275086.2;XM_021724721.3	76108828	76137326	60.333	29.0	60.333	0.481	34.0	34.0	25.0	1.36	2.6366662026900056	3.1316576699803784e-16	2.1314947492013045e-15	transcript2	transcript1	isoform_switched
5	Mia2	XM_078050189.1	XM_040275086.2;XM_021724721.3	76109294	76137326	60.333	29.333	60.333	0.486	34.0	34.0	25.0	1.36	2.6274104448672473	4.4038071702600833e-16	2.9817444381969312e-15	transcript2	transcript1	isoform_switched
9	Klf3	XM_078021186.1	XM_078021187.1	29192292	29202192	33.667	33.667	21.333	1.578	32.667	18.333	32.667	0.561	0.3178946671174577	4.048129071879126e-15	2.5059846635442206e-14	transcript1	transcript2	isoform_switched
7	LOC106145343	XR_013424502.1	XR_013424500.1	198318298	198321652	26.667	26.667	16.0	1.667	18.667	6.333	18.667	0.339	0.22639702503926087	4.183356705273837e-15	2.5774235624909897e-14	transcript1	transcript2	isoform_switched
5	Sin3a	XM_040275242.2	XM_040275244.2	9230191	9231984	55.333	55.333	24.0	2.306	41.0	33.333	41.0	0.813	0.4025480131123599	9.461264063842625e-15	5.668038379260558e-14	transcript1	transcript2	isoform_switched
2	Arhgef3	XM_078038365.1	XM_078038368.1	44256653	44499990	41.667	18.333	41.667	0.44	20.333	20.333	11.333	1.794	3.343011111168539	1.128552344673509e-14	6.608639856196225e-14	transcript2	transcript1	isoform_switched
2	Arhgef3	XM_078038365.1	XM_005317226.5	44256653	44499991	41.667	18.333	41.667	0.44	20.333	20.333	11.333	1.794	3.343011111168539	1.128552344673509e-14	6.608639856196225e-14	transcript2	transcript1	isoform_switched
2	Limk2	XM_005339860.5	XM_040292042.2	112723549	112761526	56.333	56.333	41.0	1.374	27.333	14.333	27.333	0.524	0.3867494398421584	6.291828738980641e-13	3.1100294147052598e-12	transcript1	transcript2	isoform_switched
2	Limk2	XM_005339860.5	XM_005339859.5	112723549	112761742	56.333	56.333	41.0	1.374	27.333	14.333	27.333	0.524	0.3867494398421584	6.291828738980641e-13	3.1100294147052598e-12	transcript1	transcript2	isoform_switched
15	Fiz1	XM_078031383.1	XM_040279811.2	1916134	1917200	35.667	35.667	16.333	2.184	18.0	11.0	18.0	0.611	0.30882854355539696	1.7200418769604844e-12	8.190675604573736e-12	transcript1	transcript2	isoform_switched
6	Tcf20	XM_078052631.1;XM_040277109.2	XR_013440201.1;XR_013440202.1;XM_078052628.1;XM_078052633.1;XM_078052634.1	5657616	5740016	24.0	24.0	16.0	1.5	18.0	4.0	18.0	0.222	0.23030189030052484	2.1211066626216785e-12	9.990719787710805e-12	transcript1	transcript2	isoform_switched
6	Tcf20	XM_078052631.1;XM_040277109.2	XM_078052630.1	5657616	5740030	24.0	24.0	16.0	1.5	18.0	4.0	18.0	0.222	0.23030189030052484	2.1211066626216785e-12	9.990719787710805e-12	transcript1	transcript2	isoform_switched
15	Chd9	XM_078032313.1	XM_013366079.4	32092063	32133393	17.667	17.667	14.333	1.233	31.667	12.333	31.667	0.389	0.3294098964700599	4.3375725310941164e-11	1.668297127343891e-10	transcript1	transcript2	isoform_switched
15	Chd9	XM_040279558.2;XM_078032311.1;XM_078032310.1;XM_078032312.1;XM_040279560.2;XM_040279561.2	XM_013366079.4	32092064	32133393	17.667	17.667	14.333	1.233	31.667	12.333	31.667	0.389	0.3294098964700599	4.3375725310941164e-11	1.668297127343891e-10	transcript1	transcript2	isoform_switched
9	Septin11	XM_040292266.2	XM_040292271.2	58334764	58379866	91.0	73.333	91.0	0.806	35.333	35.333	18.667	1.893	2.102374227821023	8.421338594416124e-11	3.18248260835493e-10	transcript2	transcript1	isoform_switched
15	Fiz1	XM_078031383.1	XM_021721353.3	1916134	1917715	35.667	35.667	18.667	1.911	18.0	11.0	18.0	0.611	0.34119059959459436	9.004120311003231e-11	3.3830509839029483e-10	transcript1	transcript2	isoform_switched
10	Tnrc18	XM_078023650.1	XM_078023651.1;XM_078023654.1;XM_078023656.1;XM_078023657.1	106832752	106834941	50.0	23.0	50.0	0.46	27.667	27.667	25.333	1.092	2.2425697092807324	8.697717880286806e-10	3.0893533454570626e-09	transcript2	transcript1	isoform_switched
10	Tmem219	XM_040278699.2	XM_078024080.1	124632684	124659452	38.0	38.0	21.333	1.781	16.667	12.333	16.667	0.74	0.3746146229218194	1.870032734320727e-09	6.431329509568637e-09	transcript1	transcript2	isoform_switched
10	Tmem219	XM_040278699.2	XM_078024081.1	124632684	124659532	38.0	38.0	21.333	1.781	16.667	12.333	16.667	0.74	0.3746146229218194	1.870032734320727e-09	6.431329509568637e-09	transcript1	transcript2	isoform_switched
3	Mis12	XM_040269508.2	XM_040269507.2	49765466	49766533	66.333	66.333	32.333	2.052	29.667	25.333	29.667	0.854	0.4839631494365425	2.3396992504013156e-09	7.983225788770893e-09	transcript1	transcript2	isoform_switched
5	Pabpn1	XM_040274531.2	XM_078050330.1	90235843	90237563	35.0	15.667	35.0	0.448	22.667	22.667	20.667	1.097	2.3536885842663664	4.56194788758258e-09	1.5090412859687924e-08	transcript2	transcript1	isoform_switched
15	Kifc3	XM_040279724.2;XM_021721502.3;XM_040279723.2	XM_078032399.1	36058896	36063173	44.333	31.333	44.333	0.707	46.333	46.333	38.333	1.209	1.9442790517576187	1.1566890030393825e-08	3.676517613572609e-08	transcript2	transcript1	isoform_switched
5	Dis3l	XM_021727728.3	XM_078049424.1	17054846	17055873	16.0	6.0	16.0	0.375	17.0	17.0	16.667	1.02	3.0875361768049423	2.7882439967676557e-08	8.351882939626619e-08	transcript2	transcript1	isoform_switched
9	LOC101960141	XM_078021939.1;XM_078021941.1;XM_078021938.1	XM_078021944.1	113458429	113472058	58.667	29.333	58.667	0.5	25.0	25.0	22.667	1.103	1.986626421409113	1.0878070511563996e-07	3.14255370334071e-07	transcript2	transcript1	isoform_switched
2	LOC101964124	XM_013361516.4	XM_040290693.2	1836411	1840923	23.667	23.667	16.0	1.479	37.667	22.333	37.667	0.593	0.45177917146222873	1.2250213569414364e-07	3.5205031611996735e-07	transcript1	transcript2	isoform_switched
4	Tkfc	XM_078045923.1	XM_005331526.5	11464798	11466107	44.333	44.333	25.333	1.75	13.667	8.333	13.667	0.61	0.39080404710507394	1.438770526913908e-07	4.101758081114211e-07	transcript1	transcript2	isoform_switched
7	Kctd18	XM_078017815.1	XM_078017818.1	164701769	164765067	22.667	22.667	11.333	2.0	19.667	17.333	19.667	0.881	0.42842752780418997	2.1240439962482308e-07	5.96383843439028e-07	transcript1	transcript2	isoform_switched
4	Pnpla7	XM_078048811.1	XM_078048809.1	210011325	210012336	28.0	28.0	20.0	1.4	32.667	23.333	32.667	0.714	0.48648786140058187	4.382608370549989e-07	1.1869564336906218e-06	transcript1	transcript2	isoform_switched
15	Sphk2	XM_078031712.1	XM_005336633.5	7357642	7360240	39.0	23.667	39.0	0.607	24.333	24.333	19.0	1.281	2.060785509698158	1.3952369723543843e-06	3.5564864001190187e-06	transcript2	transcript1	isoform_switched
15	Sphk2	XM_078031711.1	XM_005336633.5	7357667	7360240	39.0	23.667	39.0	0.607	24.333	24.333	19.0	1.281	2.060785509698158	1.3952369723543843e-06	3.5564864001190187e-06	transcript2	transcript1	isoform_switched
15	Sphk2	XM_040278805.2	XM_005336633.5	7357708	7360240	39.0	23.667	39.0	0.607	24.333	24.333	19.0	1.281	2.060785509698158	1.3952369723543843e-06	3.5564864001190187e-06	transcript2	transcript1	isoform_switched
5	Syne3	XM_078050808.1	XM_078050807.1	115221550	115245940	11.333	8.0	11.333	0.706	27.667	27.667	17.667	1.566	2.4540902051494022	2.0762614016702936e-06	5.1217074424504395e-06	transcript2	transcript1	isoform_switched
4	Pnpla7	XM_078048816.1	XM_078048809.1	210011198	210012336	28.0	28.0	20.0	1.4	32.667	24.333	32.667	0.745	0.5093060379064188	2.0850173141445088e-06	5.133565356795192e-06	transcript1	transcript2	isoform_switched
15	Sphk2	XM_021734149.3	XM_005336633.5	7357292	7360240	39.0	24.333	39.0	0.624	24.333	24.333	19.0	1.281	1.9607343667845103	5.985623657480785e-06	1.4096577454211994e-05	transcript2	transcript1	isoform_switched
15	Pak4	XM_078032096.1	XM_078032097.1	14665004	14667259	24.667	24.667	23.667	1.042	26.667	14.0	26.667	0.525	0.49764320796956607	6.7171978006135325e-06	1.562139023398496e-05	transcript1	transcript2	isoform_switched
15	Pak4	XM_078032096.1	XM_078032098.1;XM_078032094.1	14665004	14667267	24.667	24.667	23.667	1.042	26.667	14.0	26.667	0.525	0.49764320796956607	6.7171978006135325e-06	1.562139023398496e-05	transcript1	transcript2	isoform_switched
1	Ipo11	XM_078015981.1	XM_078015995.1	215365030	215372009	33.667	33.667	26.333	1.279	38.667	30.0	38.667	0.776	0.57828373897433	9.662694200178797e-06	2.2115321232803586e-05	transcript1	transcript2	isoform_switched
2	Tmem120b	XM_078039238.1	XM_021729310.3	91827831	91853620	54.0	54.0	47.667	1.133	47.0	35.333	47.0	0.752	0.6317497431136446	1.0154505191126345e-05	2.3200099733680575e-05	transcript1	transcript2	isoform_switched
14	Mtus1	XM_078031078.1	XM_040267889.2	38612716	38732089	30.333	28.333	30.333	0.934	27.667	27.667	16.667	1.66	1.7856133388188655	4.0329667686700646e-05	8.782004688896288e-05	transcript2	transcript1	isoform_switched
14	Mtus1	XM_005334304.5;XM_040267863.2;XM_040267864.2	XM_040267889.2	38613150	38732089	30.333	28.333	30.333	0.934	27.667	27.667	16.667	1.66	1.7856133388188655	4.0329667686700646e-05	8.782004688896288e-05	transcript2	transcript1	isoform_switched
14	Mtus1	XM_078031079.1	XM_040267889.2	38613152	38732089	30.333	28.333	30.333	0.934	27.667	27.667	16.667	1.66	1.7856133388188655	4.0329667686700646e-05	8.782004688896288e-05	transcript2	transcript1	isoform_switched
13	Osbpl1a	XM_078030235.1;XM_078030236.1	XM_005329045.4	45218285	45309433	28.667	28.333	28.667	0.988	34.333	34.333	16.0	2.146	1.7438596222726361	7.533812996674006e-05	0.00016108481736309553	transcript2	transcript1	isoform_switched
13	Osbpl1a	XM_078030237.1;XM_040274275.2	XM_005329045.4	45218286	45309433	28.667	28.333	28.667	0.988	34.333	34.333	16.0	2.146	1.7438596222726361	7.533812996674006e-05	0.00016108481736309553	transcript2	transcript1	isoform_switched
13	Osbpl1a	XM_013360215.4	XM_005329045.4	45218287	45309433	28.667	28.333	28.667	0.988	34.333	34.333	16.0	2.146	1.7438596222726361	7.533812996674006e-05	0.00016108481736309553	transcript2	transcript1	isoform_switched
11	Rere	XM_021732838.3	XM_078025199.1;XM_078025198.1;XM_078025196.1;XM_078025197.1;XM_078025195.1	5298626	5402576	41.333	41.333	31.0	1.333	30.333	20.667	30.333	0.681	0.6098927166938461	9.632116450674251e-05	0.00020360571359148824	transcript1	transcript2	isoform_switched
4	Gas2	XM_078046336.1	XM_078046338.1	40291741	40298325	26.667	26.667	17.0	1.569	31.667	28.667	31.667	0.905	0.627118761027948	0.0006021696004278995	0.0011495161241648595	transcript1	transcript2	isoform_switched
4	Gas2	XM_078046336.1	XM_078046337.1	40291741	40298037	26.667	26.667	17.333	1.539	31.667	28.667	31.667	0.905	0.6394916580678472	0.0010097504054145552	0.001886028056090405	transcript1	transcript2	isoform_switched
9	Slc49a3	XM_078020777.1	XM_040292879.2	325977	345768	26.0	19.667	26.0	0.756	9.667	9.667	7.333	1.318	1.8925401359025613	0.0022415635399865874	0.004036056235432913	transcript2	transcript1	isoform_switched
11	Bcar3	XM_005327714.5	XM_005327713.4	76665205	76732714	63.0	63.0	45.333	1.39	46.333	44.333	46.333	0.957	0.7394319861992634	0.003805391402032533	0.0065697328321942805	transcript1	transcript2	isoform_switched
7	Insig2	XM_078017236.1	XM_078017234.1	96480426	96484635	25.667	22.333	25.667	0.87	49.667	49.667	38.333	1.296	1.4300147398154488	0.00431093669100179	0.007335363479453307	transcript2	transcript1	isoform_switched
3	Mylk	XM_078044100.1;XM_040270264.2	XM_078044106.1	144679988	144838204	26.667	26.667	19.0	1.404	17.667	15.0	17.667	0.849	0.6250768644947605	0.005266514932197858	0.008834154079815762	transcript1	transcript2	isoform_switched
1	Crebrf	XM_078052521.1	XM_078052503.1;XM_078052506.1	182041115	182042131	19.333	18.0	19.333	0.931	10.667	10.667	8.0	1.333	1.7092786202449632	0.006818715065807241	0.011292139599426005	transcript2	transcript1	isoform_switched
3	Camkv	XM_021727486.3	XM_078043202.1	75603219	75606333	29.667	21.0	29.667	0.708	7.667	7.667	7.333	1.046	1.7983867784709502	0.0073678062174034045	0.012139604667458082	transcript2	transcript1	isoform_switched
3	Fetub	XM_078043825.1	XM_078043826.1	131804622	131808087	26.667	26.667	17.667	1.509	9.333	7.667	9.333	0.821	0.5754658881318822	0.007615242415205037	0.012452597660083707	transcript1	transcript2	isoform_switched
3	Rara	XM_005321819.4	XM_005321817.3	21782266	21802989	34.333	34.333	23.667	1.451	18.333	16.333	18.333	0.891	0.6792731566835365	0.013313518531573313	0.020902867259716556	transcript1	transcript2	isoform_switched
5	Ttpal	XM_040275842.2	XM_005327109.5	186282736	186287393	99.667	99.667	34.0	2.931	74.667	19.333	74.0	0.261	0.10004870242306445	5.826839890779276e-115	2.5358864817687903e-112	transcript1		
5	Ttpal	XM_040275842.2	XM_078051849.1;XM_078051848.1	186282736	186287391	99.667	99.667	34.333	2.903	74.667	19.333	74.333	0.26	0.1004444523002813	5.852045727158747e-115	2.5358864817687903e-112	transcript1		
12	Lpin1	XM_078029650.1	XM_078029648.1	112986226	112987555	143.333	35.667	143.0	0.249	98.333	83.333	77.333	1.078	4.010884154883583	2.1225102898325602e-73	5.518526753564656e-71			
6	Plxnb2	XM_078052292.1;XM_078052291.1	XM_078052296.1	601506	608240	46.0	46.0	39.667	1.16	70.333	7.667	70.0	0.11	0.10243679069810233	2.700355116632217e-62	3.9005129462465355e-60	transcript1		
5	Ttpal	XM_078051847.1;XM_078051845.1;XM_078051846.1	XM_021727603.3;XM_021727604.3	186268600	186287392	99.667	31.0	34.0	0.912	74.667	5.0	74.667	0.067	0.08876439826909083	4.573811666289608e-53	5.94595516617649e-51		transcript2	
5	Ttpal	XM_078051847.1;XM_078051845.1;XM_078051846.1	XM_078051849.1;XM_078051848.1	186268600	186287391	99.667	31.0	34.333	0.903	74.667	5.0	74.333	0.067	0.08989488849988272	1.4576324992053347e-52	1.722656589969941e-50			
5	Ttpal	XM_078051847.1;XM_078051845.1;XM_078051846.1	XM_005327109.5	186268600	186287393	99.667	31.0	34.0	0.912	74.667	5.0	74.0	0.068	0.08965279860513461	1.5940342267212568e-52	1.7268704122813614e-50			
6	Atp7b	XM_040281563.2	XM_005330217.5	165122724	165140858	109.667	36.667	109.667	0.334	50.333	49.667	31.0	1.602	4.731666929807333	1.5655743254861212e-49	1.3568310820879717e-47	transcript2		
6	Atp7b	XR_013423412.1	XM_005330217.5	165122729	165140858	109.667	36.667	109.667	0.334	50.333	49.667	31.0	1.602	4.731666929807333	1.5655743254861212e-49	1.3568310820879717e-47	transcript2		
