Enhancer_ID	chr	start	end	center	FANTOM5	associated_gene-FANTOM5	associated_gene-50kb	associated_gene-4DGenome	Cell_Tissue	Detection_method	PMID	closest_gene	distance
53	1	31600251	31603659	31601564	N	NA	LOC101964587,LOC101971054,LOC144366915	NA	NA	NA	NA	LOC101971054	7268
54	1	3484485	3487137	3485777	N	NA	NA	NA	NA	NA	NA	Mgmt	657556
55	1	3521891	3523913	3522214	N	NA	NA	NA	NA	NA	NA	Mgmt	694962
56	1	35912627	35913518	35913052	N	NA	Pank1	NA	NA	NA	NA	Pank1	6986
57	1	36432336	36433932	36432910	N	NA	NA	NA	NA	NA	NA	Ch25h	101464
58	1	44043724	44046108	44044775	N	NA	NA	NA	NA	NA	NA	LOC144375240	79535
59	1	50855484	50856763	50856117	N	NA	NA	NA	NA	NA	NA	Unc5b	57574
60	1	51047005	51047742	51047252	N	NA	Pcbd1	NA	NA	NA	NA	Pcbd1	23323
61	1	6961951	6963365	6962648	N	NA	NA	NA	NA	NA	NA	Lhpp	81110
62	1	71156949	71163411	71162150	N	NA	NA	NA	NA	NA	NA	LOC110599542	405691
63	1	71668623	71671646	71670895	N	NA	NA	NA	NA	NA	NA	LOC144366972	634891
64	1	74940323	74942199	74940809	N	NA	NA	NA	NA	NA	NA	Mapk8	505253
65	1	78075272	78078144	78075569	N	NA	NA	NA	NA	NA	NA	LOC106145160	68860
66	1	91650944	91651944	91651321	N	NA	NA	NA	NA	NA	NA	Atg10	103627
67	1	97485	99623	97817	N	NA	Cyp2e1	NA	NA	NA	NA	Cyp2e1	47592
68	1	98436315	98437006	98436686	N	NA	NA	NA	NA	NA	NA	Mblac2	594403
69	1	99746050	99747764	99746675	N	NA	NA	NA	NA	NA	NA	Arrdc3	80072
70	10	103701666	103703715	103702371	N	NA	NA	NA	NA	NA	NA	Fam20c	103914
71	10	107285178	107288532	107286916	N	NA	NA	NA	NA	NA	NA	Ap5z1	91457
72	10	107342319	107343935	107343402	N	NA	NA	NA	NA	NA	NA	Ap5z1	148598
73	10	109180798	109184267	109181429	N	NA	Eif2ak1,Usp42	NA	NA	NA	NA	Eif2ak1	13359
74	10	109734746	109748173	109736064,109738711	N,N	NA;NA	Baiap2l1	NA	NA	NA	NA	Baiap2l1	8900
75	10	111011770	111013071	111012521	N	NA	LOC101975676	NA	NA	NA	NA	LOC101975676	35106
76	10	11385252	11387611	11386309	N	NA	NA	NA	NA	NA	NA	Ralgps2	74903
77	10	11396507	11397914	11397261	N	NA	NA	NA	NA	NA	NA	Ralgps2	64600
78	10	117453038	117453887	117453575	N	NA	Rhbdd2	NA	NA	NA	NA	Rhbdd2	26037
79	10	118385936	118386779	118386521	N	NA	Rfc2	NA	NA	NA	NA	Rfc2	31905
80	10	134095647	134098698	134097178	N	NA	Mrtfb	NA	NA	NA	NA	Mrtfb	38956
81	10	14143154	14145105	14144229	N	NA	NA	NA	NA	NA	NA	Glul	203247
82	10	14185736	14188365	14186668	N	NA	NA	NA	NA	NA	NA	Glul	159987
83	10	142651959	142653377	142652695	N	NA	Hapstr1	NA	NA	NA	NA	Hapstr1	19620
84	10	142668103	142669971	142668868	N	NA	Hapstr1	NA	NA	NA	NA	Hapstr1	3026
85	10	144279144	144279981	144279472	N	NA	Litaf	NA	NA	NA	NA	Litaf	3960
86	10	144283833	144285496	144284726	N	NA	Litaf	NA	NA	NA	NA	Litaf	8649
87	10	28884982	28886235	28885718	N	NA	NA	NA	NA	NA	NA	Nr5a2	154690
88	10	28911495	28914117	28913362	N	NA	NA	NA	NA	NA	NA	Znf281	143389
89	10	28954815	28967971	28966983	N	NA	NA	NA	NA	NA	NA	Znf281	89535
90	10	29144069	29145818	29145278	N	NA	NA	NA	NA	NA	NA	Znf281	86563
91	10	31604901	31606238	31605572	N	NA	Btg2,LOC144367171	NA	NA	NA	NA	LOC144367171	9415
92	10	31612303	31615217	31614038	N	NA	Btg2,LOC144367171	NA	NA	NA	NA	Btg2	12374
93	10	33886825	33897621	33888753,33893088,33896941	N,N,N	NA;NA;NA	Cdk18	NA	NA	NA	NA	Cdk18	5891
94	10	36111037	36113098	36112412	N	NA	Plxna2	NA	NA	NA	NA	Plxna2	6573
95	10	39328679	39330079	39329448	N	NA	NA	NA	NA	NA	NA	Lpgat1	66104
96	10	39885396	39886819	39886137	N	NA	Atf3,LOC120887290	NA	NA	NA	NA	Atf3	21290
97	10	47888611	47889413	47889229	N	NA	NA	NA	NA	NA	NA	Dusp10	65935
98	10	62167389	62169016	62168150	N	NA	NA	NA	NA	NA	NA	LOC144367297	108544
99	10	62180757	62190424	62181937,62184653,62187443,62188503	N,N,N,N	NA;NA;NA;NA	NA	NA	NA	NA	NA	LOC144367297	121912
100	10	62291087	62293036	62291932	N	NA	NA	NA	NA	NA	NA	Tomm20	115102
101	10	62294494	62301312	62296669,62300160	N,N	NA;NA	NA	NA	NA	NA	NA	Tomm20	106826
102	10	62308057	62311251	62310290	N	NA	NA	NA	NA	NA	NA	Tomm20	96887
103	10	62329689	62331923	62330782	N	NA	NA	NA	NA	NA	NA	Tomm20	76215
104	10	62368406	62373925	62370496,62372870	N,N	NA;NA	Tomm20	NA	NA	NA	NA	Tomm20	34213
105	10	70229905	70231097	70230336	N	NA	Akr1e2	NA	NA	NA	NA	Akr1e2	16909
106	10	71211994	71213107	71212481	N	NA	Rbm17	NA	NA	NA	NA	Rbm17	25773
107	10	71468756	71470365	71469510	N	NA	NA	NA	NA	NA	NA	Pfkfb3	129584
108	10	72389458	72390374	72389959	N	NA	Sfmbt2	NA	NA	NA	NA	Sfmbt2	10589
109	10	76129776	76131290	76130854	N	NA	Echdc3,Usp6nl	NA	NA	NA	NA	Usp6nl	46736
110	10	76165052	76167298	76166258	N	NA	Echdc3	NA	NA	NA	NA	Echdc3	13383
111	10	78937142	78938322	78937739	N	NA	NA	NA	NA	NA	NA	Thnsl1	55861
112	10	81350886	81352595	81351663	N	NA	NA	NA	NA	NA	NA	Commd3	50610
113	10	81952290	81955644	81953512,81955302	N,N	NA;NA	Mllt10,Skida1	NA	NA	NA	NA	Skida1	5052
114	10	86316589	86318010	86317470	N	NA	Pter	NA	NA	NA	NA	Pter	15624
115	10	88904446	88906055	88905995	N	NA	NA	NA	NA	NA	NA	Fzd8	206499
116	10	92194194	92195368	92194915	N	NA	Kif5b	NA	NA	NA	NA	Kif5b	4817
117	10	93479669	93480463	93480350	N	NA	NA	NA	NA	NA	NA	Znf438	225491
118	10	98952269	98975339	98957251,98970556,98974934	N,N,N	NA;NA;NA	NA	NA	NA	NA	NA	Mcm10	728897
119	11	102905496	102906319	102905821	N	NA	Gstm4,LOC101959378,LOC101959659,LOC101960145,LOC101975766,LOC144368232	NA	NA	NA	NA	LOC101959659	3495
120	11	104605362	104606373	104605932	N	NA	NA	NA	NA	NA	NA	LOC110599414	74328
121	11	104608106	104609925	104609064	N	NA	NA	NA	NA	NA	NA	LOC110599414	70776
122	11	106085491	106086835	106085752	N	NA	LOC144368263	NA	NA	NA	NA	LOC144368263	29575
123	11	106097049	106098991	106097862	N	NA	LOC144368263,LOC144368264	NA	NA	NA	NA	LOC144368263	17419
124	11	12200814	12203302	12202118	N	NA	Iffo2,LOC144367912	NA	NA	NA	NA	LOC144367912	32203
125	11	13199153	13199981	13199347	N	NA	NA	NA	NA	NA	NA	Camk2n1	215885
126	11	13203549	13215090	13204621,13214496	N,N	NA;NA	NA	NA	NA	NA	NA	Camk2n1	200776
127	11	132819133	132820414	132819390	N	NA	Bcl9,LOC144368549	NA	NA	NA	NA	LOC144368549	9939
128	11	15692793	15694250	15693691	N	NA	Id3	NA	NA	NA	NA	Id3	2339
129	11	17996733	18000092	17997844,17999354	N,N	NA;NA	NA	NA	NA	NA	NA	Rps6ka1	65405
130	11	22700801	22702313	22701641	N	NA	Ak2,LOC120890702	NA	NA	NA	NA	Ak2	3921
131	11	2855610	2856782	2856146	N	NA	NA	NA	NA	NA	NA	Rpl22	539643
132	11	2878262	2880502	2879644	N	NA	NA	NA	NA	NA	NA	Rpl22	515923
133	11	2884558	2886766	2885260	N	NA	NA	NA	NA	NA	NA	Rpl22	509659
134	11	39560096	39562781	39561145,39561507	N,N	NA;NA	Coa7,Zyg11b	NA	NA	NA	NA	Coa7	3971
135	11	39565977	39567540	39566890	N	NA	Coa7,Zyg11b	NA	NA	NA	NA	Coa7	9852
136	11	41117444	41119085	41118073	N	NA	NA	NA	NA	NA	NA	Pars2	207089
137	11	41433292	41435293	41434466	N	NA	Dhcr24	NA	NA	NA	NA	Dhcr24	13931
138	11	42708682	42713583	42709720,42711159	N,N	NA;NA	NA	NA	NA	NA	NA	Plpp3	147325
139	11	42750753	42755837	42753808,42754984	N,N	NA;NA	NA	NA	NA	NA	NA	Plpp3	105071
140	11	4793096	4810455	4793933,4794656,4796590,4809409	N,N,N,N	NA;NA;NA;NA	LOC144367845	NA	NA	NA	NA	LOC144367845	26429
141	11	51349978	51351282	51350487	N	NA	NA	NA	NA	NA	NA	Lepr	196621
142	11	52971963	52974530	52973165	N	NA	NA	NA	NA	NA	NA	Serbp1	104768
143	11	53000595	53003467	53002732	N	NA	NA	NA	NA	NA	NA	Gadd45a	76174
144	11	68793374	68793887	68793725	N	NA	NA	NA	NA	NA	NA	Bcl10	304464
145	11	70600354	70602067	70601356	N	NA	NA	NA	NA	NA	NA	Lmo4	96618
146	11	77497478	77499244	77498017	N	NA	Abcd3	NA	NA	NA	NA	Abcd3	35861
147	11	96052810	96080761	96053096	N	NA	NA	NA	NA	NA	NA	LOC101957588	230550
148	12	105633899	105638254	105637575	N	NA	Apob	NA	NA	NA	NA	Apob	2453
149	12	106815340	106827009	106815917	N	NA	NA	NA	NA	NA	NA	Ttc32	224153
150	12	106833953	106836255	106834889	N	NA	NA	NA	NA	NA	NA	Ttc32	242766
151	12	106868405	106871202	106869734	N	NA	NA	NA	NA	NA	NA	Ttc32	277218
152	12	106872485	106873827	106873145	N	NA	NA	NA	NA	NA	NA	Ttc32	281298
153	12	115554395	115565970	115561573,115565201	N,N	NA;NA	NA	NA	NA	NA	NA	LOC144369475	148429
154	12	115695551	115697550	115696400	N	NA	NA	NA	NA	NA	NA	LOC144369475	289585
155	12	117057951	117072107	117058942,117060280,117065191,117069135	N,N,N,N	NA;NA;NA;NA	NA	NA	NA	NA	NA	Cmpk2	412546
156	12	119815309	119817320	119816377	N	NA	NA	NA	NA	NA	NA	Acp1	182388
157	12	119835793	119837546	119836873	N	NA	NA	NA	NA	NA	NA	Acp1	162162
158	12	119842214	119843989	119843085	N	NA	NA	NA	NA	NA	NA	Acp1	155719
159	12	12459730	12461310	12460357	N	NA	NA	NA	NA	NA	NA	LOC144369031	222761
160	12	1288494	1291417	1290170	N	NA	Fabp1,Thnsl2	NA	NA	NA	NA	Fabp1	13634
161	12	1674622	1676991	1675853	N	NA	Kdm3a	NA	NA	NA	NA	Kdm3a	11206
162	12	1977895	1981858	1978151	N	NA	St3gal5	NA	NA	NA	NA	St3gal5	42560
163	12	1989796	1991742	1990896	N	NA	St3gal5	NA	NA	NA	NA	St3gal5	32676
164	12	2124501	2128811	2126244,2128050	N,N	NA;NA	NA	NA	NA	NA	NA	Usp39	97432
165	12	41369598	41371261	41370481	N	NA	NA	NA	NA	NA	NA	Nck2	136682
166	12	44468943	44470444	44469480	N	NA	Il1r1	NA	NA	NA	NA	Il1r1	44901
167	12	44473679	44475085	44474570	N	NA	Il1r1	NA	NA	NA	NA	Il1r1	49637
168	12	44494686	44496160	44495602	N	NA	NA	NA	NA	NA	NA	Il1r1	70644
169	12	66689638	66691038	66690394	N	NA	Etaa1	NA	NA	NA	NA	Etaa1	37329
170	12	68712612	68713994	68713271	N	NA	Rab1a	NA	NA	NA	NA	Rab1a	4152
171	12	70938572	70940648	70939720	N	NA	LOC120884889	NA	NA	NA	NA	LOC120884889	19138
172	12	71477723	71479592	71478439	N	NA	NA	NA	NA	NA	NA	Cct4	114387
173	12	78006043	78009509	78006375	N	NA	NA	NA	NA	NA	NA	Psme4	113914
174	12	83093543	83095189	83094514	N	NA	NA	NA	NA	NA	NA	Foxn2	161083
175	12	86507687	86509137	86508666	N	NA	NA	NA	NA	NA	NA	Ppm1b	53419
176	12	86514662	86516955	86515562	N	NA	NA	NA	NA	NA	NA	Ppm1b	60394
177	12	86531290	86534131	86532800	N	NA	NA	NA	NA	NA	NA	Lrpprc	69192
178	12	86540952	86542408	86541934	N	NA	NA	NA	NA	NA	NA	Lrpprc	60915
179	12	98067187	98068034	98067636	N	NA	Lbh	NA	NA	NA	NA	Lbh	4974
180	13	13365135	13368402	13365912	N	NA	Zcchc2	NA	NA	NA	NA	Zcchc2	10520
181	13	13372894	13375630	13374161	N	NA	Zcchc2	NA	NA	NA	NA	Zcchc2	18279
182	13	13380812	13385135	13381546	N	NA	Zcchc2	NA	NA	NA	NA	Zcchc2	26197
183	13	13420697	13422365	13421673	N	NA	NA	NA	NA	NA	NA	Zcchc2	66082
184	13	17388152	17402825	17390384,17396051	N,N	NA;NA	Onecut2	NA	NA	NA	NA	Onecut2	5733
185	13	23809795	23826027	23822207,23823971	N,N	NA;NA	NA	NA	NA	NA	NA	Acaa2	73446
186	13	23856376	23868554	23858631,23862285,23867504	N,N,N	NA;NA;NA	NA	NA	NA	NA	NA	Lipg	52836
187	13	2663197	2667518	2666353	N	NA	NA	NA	NA	NA	NA	LOC110599018	348941
188	13	2688116	2692382	2689540	N	NA	NA	NA	NA	NA	NA	LOC110599018	373860
189	13	28087676	28088922	28088250	N	NA	NA	NA	NA	NA	NA	Epg5	1203853
190	13	33504588	33505879	33505168	N	NA	NA	NA	NA	NA	NA	Kiaa1328	1142120
191	13	38653020	38656230	38655057	N	NA	Rnf125	NA	NA	NA	NA	Rnf125	19178
192	13	4287085	4290547	4288178	N	NA	Timm21	NA	NA	NA	NA	Timm21	28591
193	13	47254968	47256209	47255034	N	NA	NA	NA	NA	NA	NA	LOC120886246	102457
194	13	48501731	48505637	48504924	N	NA	NA	NA	NA	NA	NA	Thoc1	125190
195	13	89233240	89234345	89233767	N	NA	Ppp4r1	NA	NA	NA	NA	Ppp4r1	40051
196	13	91104469	91109878	91105372,91108210	N,N	NA;NA	Fbp1,Fbp2	NA	NA	NA	NA	Fbp1	14486
197	13	91131485	91133345	91133017	N	NA	Aopep,Fbp1	NA	NA	NA	NA	Fbp1	41502
198	13	97858711	97860879	97859850	N	NA	NA	NA	NA	NA	NA	LOC120886504	60911
199	13	97981639	97987716	97984134,97986809	N,N	NA;NA	NA	NA	NA	NA	NA	LOC120886504	183839
200	13	98102338	98103390	98103060	N	NA	NA	NA	NA	NA	NA	LOC120886504	304538
201	13	98932470	98934649	98932996	N	NA	NA	NA	NA	NA	NA	LOC144370071	104643
202	13	98969496	98973719	98972597	N	NA	NA	NA	NA	NA	NA	LOC144370071	65573
203	14	10443785	10456783	10453452,10455739	N,N	NA;NA	NA	NA	NA	NA	NA	Kctd9	93852
204	14	18204543	18204821	18204715	N	NA	Tmem192	NA	NA	NA	NA	Tmem192	7120
205	14	33605273	33606768	33605923	N	NA	NA	NA	NA	NA	NA	Irf2	204282
206	14	34119322	34121029	34119999	N	NA	Acsl1	NA	NA	NA	NA	Acsl1	26771
207	14	34146618	34149407	34147930	N	NA	NA	NA	NA	NA	NA	Acsl1	54067
208	14	39059280	39061465	39060580	N	NA	NA	NA	NA	NA	NA	LOC110598706	137071
209	14	39083529	39085133	39084310	N	NA	NA	NA	NA	NA	NA	LOC110598706	113403
210	14	39098894	39100343	39099559	N	NA	NA	NA	NA	NA	NA	LOC110598706	98193
211	14	51648119	51649503	51648922	N	NA	NA	NA	NA	NA	NA	LOC144370405	113881
212	14	5698416	5700112	5698821	N	NA	NA	NA	NA	NA	NA	LOC120892046	74869
213	14	64902769	64905150	64903859	N	NA	Tcim	NA	NA	NA	NA	Tcim	35672
214	14	65058260	65059613	65059165	N	NA	NA	NA	NA	NA	NA	Tcim	191163
215	14	70353662	70354729	70354480	N	NA	NA	NA	NA	NA	NA	Ppp1r3b	68841
216	14	70441986	70444381	70443139	N	NA	NA	NA	NA	NA	NA	Ppp1r3b	157165
217	14	7324481	7325886	7324812	N	NA	Kif13b	NA	NA	NA	NA	Kif13b	12560
218	14	9924461	9925962	9924891	N	NA	Ppp2r2a	NA	NA	NA	NA	Ppp2r2a	8830
219	15	19220001	19222526	19221796	N	NA	Cebpa,LOC120888030,Lrp3	NA	NA	NA	NA	Lrp3	41555
220	15	30626554	30644288	30627472,30631101	N,N	NA;NA	LOC144371065	NA	NA	NA	NA	LOC144371065	22860
221	15	30669235	30670652	30669959	N	NA	NA	NA	NA	NA	NA	LOC144371065	65541
222	15	36743284	36760746	36743864,36749895,36758128	N,N,N	NA;NA;NA	Got2,Slc38a7	NA	NA	NA	NA	Got2	8585
223	15	48460747	48466313	48461945,48464904	N,N	NA;NA	LOC120887963,Marveld3,Tat	NA	NA	NA	NA	Tat	3647
224	15	48539666	48542138	48540340	N	NA	Znf23	NA	NA	NA	NA	Znf23	18601
225	15	50662138	50663649	50662878	N	NA	NA	NA	NA	NA	NA	Terf2ip	63176
226	15	53804902	53813705	53805371	N	NA	LOC106145435	NA	NA	NA	NA	LOC106145435	3025
227	15	53940089	53942326	53941240	N	NA	NA	NA	NA	NA	NA	LOC106145435	138212
228	15	54360444	54362106	54361252	N	NA	NA	NA	NA	NA	NA	Cdyl2	410515
229	15	54366550	54367924	54367226	N	NA	NA	NA	NA	NA	NA	Cdyl2	404697
230	15	55684434	55687650	55685853	N	NA	Hsd17b2,Sdr42e1	NA	NA	NA	NA	Hsd17b2	6712
231	15	9952713	9954593	9953915	N	NA	NA	NA	NA	NA	NA	Ppp5c	198632
232	16	37099404	37110612	37106994,37109007	N,N	NA;NA	NA	NA	NA	NA	NA	Acad9	57056
233	16	42647224	42648662	42647519	N	NA	NA	NA	NA	NA	NA	Srgap3	1010246
234	16	50890714	50892495	50891576	N	NA	NA	NA	NA	NA	NA	Ppp4r2	464125
235	16	51853114	51856918	51853680	N	NA	NA	NA	NA	NA	NA	LOC144371188	234815
236	16	51957567	51958511	51958166	N	NA	NA	NA	NA	NA	NA	LOC110598950	223568
237	16	52132293	52145411	52143725	N	NA	Foxp1,LOC110598950	NA	NA	NA	NA	LOC110598950	36668
238	16	6192436	6193857	6193005	N	NA	NA	NA	NA	NA	NA	LOC144371476	8921339
239	2	120919853	120920735	120920290	N	NA	NA	NA	NA	NA	NA	Mtmr3	1295549
240	2	120926354	120927671	120926726	N	NA	NA	NA	NA	NA	NA	Mtmr3	1302050
241	2	136495533	136506899	136495698	N	NA	Cdk13,LOC101976113	NA	NA	NA	NA	Cdk13	10299
242	2	148559983	148581584	148580177	N	NA	NA	NA	NA	NA	NA	Snx10	178920
243	2	148587259	148589061	148588198	N	NA	NA	NA	NA	NA	NA	Snx10	171443
244	2	150338215	150339168	150338853	N	NA	Pals2	NA	NA	NA	NA	Pals2	48696
245	2	150382495	150384844	150382832	N	NA	NA	NA	NA	NA	NA	Pals2	92976
246	2	176549700	176552233	176550980	N	NA	LOC144375409,Sypl1	NA	NA	NA	NA	Sypl1	48362
247	2	176871752	176873772	176873171	N	NA	NA	NA	NA	NA	NA	Ccdc71l	149171
248	2	182685937	182687707	182686675	N	NA	Wasl	NA	NA	NA	NA	Wasl	34435
249	2	1900919	1901838	1901503	N	NA	Gna11,Tle5	NA	NA	NA	NA	Gna11	9723
250	2	19766310	19768888	19766771	N	NA	NA	NA	NA	NA	NA	Cyp8b1	145487
251	2	198362474	198364443	198363339	N	NA	Slc25a13	NA	NA	NA	NA	Slc25a13	4382
252	2	199025908	199029236	199028030	N	NA	Pdk4	NA	NA	NA	NA	Pdk4	10961
253	2	22124800	22126717	22125844	N	NA	LOC144369767	NA	NA	NA	NA	LOC144369767	6864
254	2	225686369	225689418	225687174,225687868	N,N	NA;NA	NA	NA	NA	NA	NA	Abcb8	150599
255	2	227041029	227046273	227041881	N	NA	NA	NA	NA	NA	NA	Cct8l2	71257
256	2	229071635	229075026	229073294	N	NA	NA	NA	NA	NA	NA	Rbm33	259390
257	2	229090658	229093954	229092865	N	NA	NA	NA	NA	NA	NA	Rbm33	240462
258	2	229094710	229096874	229096112	N	NA	NA	NA	NA	NA	NA	Rbm33	237542
259	2	230345490	230347746	230345986	N	NA	Lmbr1,Nom1	NA	NA	NA	NA	Nom1	16885
260	2	232522265	232524854	232523844	N	NA	NA	NA	NA	NA	NA	Dync2i1	591476
261	2	37030560	37031459	37031151	N	NA	NA	NA	NA	NA	NA	LOC101971161	289606
262	2	39410992	39411304	39411067,39411139	N,N	NA;NA	Kat2b	NA	NA	NA	NA	Kat2b	14968
263	2	42105609	42106715	42105844	N	NA	Plcl2	NA	NA	NA	NA	Plcl2	44244
264	2	47779851	47781317	47780818	N	NA	Rft1	NA	NA	NA	NA	Rft1	29225
265	2	56193172	56194293	56193824	N	NA	Magi1	NA	NA	NA	NA	Magi1	12852
266	2	56204126	56209167	56205406,56207473	N,N	NA;NA	Magi1	NA	NA	NA	NA	Magi1	23806
267	2	56720381	56722050	56720930	N	NA	NA	NA	NA	NA	NA	Lrig1	99807
268	2	58674901	58676552	58675716	N	NA	NA	NA	NA	NA	NA	LOC144375090	506104
269	2	58775290	58888047	58776199,58778154,58785208,58797851,58816419	N,N,N,N,N	NA;NA;NA;NA;NA	NA	NA	NA	NA	NA	LOC144375090	606493
270	2	68524547	68526260	68525301	N	NA	NA	NA	NA	NA	NA	LOC144375136	299439
271	2	68538289	68541052	68539603	N	NA	NA	NA	NA	NA	NA	LOC144375136	284647
272	2	74519130	74520426	74519892	N	NA	NA	NA	NA	NA	NA	Bcr	201135
273	2	82819267	82825463	82819780	N	NA	Pebp1,Trafd1	NA	NA	NA	NA	Trafd1	8118
274	2	84062364	84090151	84063718	N	NA	LOC101963847	NA	NA	NA	NA	LOC101963847	32294
275	2	87454780	87461219	87458127,87460098	N,N	NA;NA	NA	NA	NA	NA	NA	LOC120891715	220925
276	2	88648884	88650659	88649280	N	NA	NA	NA	NA	NA	NA	Spring1	155994
277	2	90730239	90731726	90730609	N	NA	Cux2	NA	NA	NA	NA	Cux2	23153
278	2	90838236	90839543	90838925	N	NA	LOC144375238,Ppp1cc	NA	NA	NA	NA	LOC144375238	40889
279	2	90993496	90995206	90994426	N	NA	Pptc7	NA	NA	NA	NA	Pptc7	5904
280	2	96031093	96035507	96032557	N	NA	NA	NA	NA	NA	NA	Aacs	1877387
