chr	position	FONTOM5	Enhancer_ID
10	93480350	N	117
10	98957251	N	118
10	98970556	N	118
10	98974934	N	118
10	103702371	N	70
10	107286916	N	71
10	107343402	N	72
10	109181429	N	73
10	109736064	N	74
10	109738711	N	74
10	111012521	N	75
10	117453575	N	78
10	118386521	N	79
10	134097178	N	80
10	142652695	N	83
10	142668868	N	84
10	144279472	N	85
10	144284726	N	86
11	2856146	N	131
11	2879644	N	132
11	2885260	N	133
11	4793933	N	140
11	4794656	N	140
11	4796590	N	140
11	4809409	N	140
11	12202118	N	124
11	13199347	N	125
11	13204621	N	126
11	13214496	N	126
11	15693691	N	128
11	17997844	N	129
11	17999354	N	129
11	22701641	N	130
11	39561145	N	134
11	39561507	N	134
11	39566890	N	135
11	41118073	N	136
11	41434466	N	137
11	42709720	N	138
11	42711159	N	138
11	42753808	N	139
11	42754984	N	139
11	51350487	N	141
11	52973165	N	142
11	53002732	N	143
11	68793725	N	144
11	70601356	N	145
11	77498017	N	146
11	96053096	N	147
11	102905821	N	119
11	104605932	N	120
11	104609064	N	121
11	106085752	N	122
11	106097862	N	123
11	132819390	N	127
12	1290170	N	160
12	1675853	N	161
12	1978151	N	162
12	1990896	N	163
12	2126244	N	164
12	2128050	N	164
12	12460357	N	159
12	41370481	N	165
12	44469480	N	166
12	44474570	N	167
12	44495602	N	168
12	66690394	N	169
12	68713271	N	170
12	70939720	N	171
12	71478439	N	172
12	78006375	N	173
12	83094514	N	174
12	86508666	N	175
12	86515562	N	176
12	86532800	N	177
12	86541934	N	178
12	98067636	N	179
12	105637575	N	148
12	106815917	N	149
12	106834889	N	150
12	106869734	N	151
12	106873145	N	152
12	115561573	N	153
12	115565201	N	153
12	115696400	N	154
12	117058942	N	155
12	117060280	N	155
12	117065191	N	155
12	117069135	N	155
12	119816377	N	156
12	119836873	N	157
12	119843085	N	158
13	2666353	N	187
13	2689540	N	188
13	4288178	N	192
13	13365912	N	180
13	13374161	N	181
13	13381546	N	182
13	13421673	N	183
13	17390384	N	184
13	17396051	N	184
13	23822207	N	185
13	23823971	N	185
13	23858631	N	186
13	23862285	N	186
13	23867504	N	186
13	28088250	N	189
13	33505168	N	190
13	38655057	N	191
13	47255034	N	193
13	48504924	N	194
13	89233767	N	195
13	91105372	N	196
13	91108210	N	196
13	91133017	N	197
13	97859850	N	198
13	97984134	N	199
13	97986809	N	199
13	98103060	N	200
13	98932996	N	201
13	98972597	N	202
14	5698821	N	212
14	7324812	N	217
14	9924891	N	218
14	10453452	N	203
14	10455739	N	203
14	18204715	N	204
14	33605923	N	205
14	34119999	N	206
14	34147930	N	207
14	39060580	N	208
14	39084310	N	209
14	39099559	N	210
14	51648922	N	211
14	64903859	N	213
14	65059165	N	214
14	70354480	N	215
14	70443139	N	216
15	9953915	N	231
15	19221796	N	219
15	30627472	N	220
15	30631101	N	220
15	30669959	N	221
15	36743864	N	222
15	36749895	N	222
15	36758128	N	222
15	48461945	N	223
15	48464904	N	223
15	48540340	N	224
15	50662878	N	225
15	53805371	N	226
15	53941240	N	227
15	54361252	N	228
15	54367226	N	229
15	55685853	N	230
16	6193005	N	238
16	37106994	N	232
16	37109007	N	232
16	42647519	N	233
16	50891576	N	234
16	51853680	N	235
16	51958166	N	236
16	52143725	N	237
2	1901503	N	249
2	19766771	N	250
2	22125844	N	253
2	37031151	N	261
2	39411067	N	262
2	39411139	N	262
2	42105844	N	263
2	47780818	N	264
2	56193824	N	265
2	56205406	N	266
2	56207473	N	266
2	56720930	N	267
2	58675716	N	268
2	58776199	N	269
2	58778154	N	269
2	58785208	N	269
2	58797851	N	269
2	58816419	N	269
2	68525301	N	270
2	68539603	N	271
2	74519892	N	272
2	82819780	N	273
2	84063718	N	274
2	87458127	N	275
2	87460098	N	275
2	88649280	N	276
2	90730609	N	277
2	90838925	N	278
2	90994426	N	279
2	96032557	N	280
2	120920290	N	239
2	120926726	N	240
2	136495698	N	241
2	148580177	N	242
2	148588198	N	243
2	150338853	N	244
2	150382832	N	245
2	176550980	N	246
2	176873171	N	247
2	182686675	N	248
2	198363339	N	251
2	199028030	N	252
2	225687174	N	254
2	225687868	N	254
2	227041881	N	255
2	229073294	N	256
2	229092865	N	257
2	229096112	N	258
2	230345986	N	259
2	232523844	N	260
3	9075217	N	331
3	10703980	N	288
3	12617720	N	293
3	12621675	N	294
3	19214324	N	303
3	19224725	N	304
3	19230254	N	305
3	19592575	N	307
3	26278832	N	318
3	26281816	N	318
3	26285070	N	318
3	29774675	N	319
3	39785851	N	320
3	46763877	N	321
3	46828333	N	322
3	46859330	N	323
3	48408070	N	324
3	61081157	N	325
3	64114381	N	326
3	70641582	N	327
3	72826979	N	328
3	72842685	N	329
3	79738923	N	330
3	94403829	N	332
3	94522284	N	333
3	99173999	N	334
3	100373658	N	281
3	100479601	N	282
3	100508361	N	283
3	100602946	N	284
3	102215339	N	285
3	102220979	N	286
3	102231957	N	287
3	121654219	N	289
3	121723749	N	290
3	121729521	N	291
3	121909802	N	292
3	139765326	N	295
3	145798321	N	296
3	159216114	N	297
3	162655192	N	298
3	164610530	N	299
3	171148226	N	300
3	176375173	N	301
3	190465601	N	302
3	192590630	N	306
3	196467251	N	308
3	201467808	N	309
3	202145791	N	310
3	204664023	N	311
3	204671983	N	312
3	204676787	N	313
3	204679001	N	313
3	204688396	N	314
3	208868431	N	315
3	214162440	N	316
3	214173652	N	317
4	4380750	N	358
4	9333663	N	368
4	30250578	N	355
4	30769281	N	356
4	30782843	N	357
4	52489409	N	359
4	55978032	N	360
4	59977829	N	361
4	63437140	N	362
4	64661760	N	363
4	64665802	N	364
4	83968536	N	365
4	87181633	N	366
4	87511171	N	367
4	97391876	N	369
4	101441879	N	335
4	103320369	N	336
4	139405819	N	337
4	141307021	N	338
4	141321240	N	338
4	141323804	N	338
4	141331497	N	338
4	141336754	N	338
4	141340671	N	338
4	141348434	N	338
4	141358444	N	338
4	141362075	N	338
4	149762335	N	339
4	162868902	N	340
4	162876717	N	340
4	176882306	N	341
4	176883938	N	341
4	177392955	N	342
4	183454268	N	343
4	183476367	N	344
4	185297459	N	345
4	187233288	N	346
4	189192580	N	347
4	191402058	N	348
4	191412212	N	349
4	205574380	N	350
4	206819796	N	351
4	207515595	N	352
4	207719549	N	353
4	210604339	N	354
5	1849866	N	394
5	5492040	N	413
5	9407292	N	425
5	15707136	N	385
5	15726536	N	386
5	16450051	N	387
5	16460487	N	388
5	18267087	N	393
5	19428287	N	400
5	22696729	N	404
5	23997366	N	405
5	24109639	N	406
5	25213278	N	407
5	28632882	N	408
5	28919048	N	409
5	35803711	N	410
5	40812336	N	411
5	49241482	N	412
5	62175372	N	414
5	63145569	N	415
5	63243281	N	416
5	63311393	N	417
5	63331595	N	418
5	64143863	N	419
5	64333466	N	420
5	64336885	N	420
5	64343813	N	420
5	64364322	N	421
5	66006561	N	422
5	71258522	N	423
5	79841356	N	424
5	99204143	N	426
5	99206123	N	426
5	106425032	N	370
5	110386706	N	371
5	114258507	N	372
5	114762300	N	373
5	114763665	N	373
5	114765264	N	373
5	114768149	N	373
5	119145727	N	374
5	119156067	N	375
5	120439817	N	376
5	120446652	N	377
5	121198884	N	378
5	121212171	N	379
5	136761923	N	380
5	141839301	N	381
5	146440253	N	382
5	147732472	N	383
5	151086822	N	384
5	170279839	N	389
5	170289866	N	390
5	177841230	N	391
5	181910906	N	392
5	188308362	N	395
5	188310814	N	395
5	192631769	N	396
5	193473009	N	397
5	193487439	N	398
5	193878837	N	399
5	194318236	N	401
5	194320302	N	402
5	194902248	N	403
6	5404162	N	465
6	6847676	N	475
6	6873336	N	476
6	13821098	N	431
6	13824498	N	432
6	13957915	N	433
6	25445779	N	455
6	25504801	N	456
6	25506327	N	456
6	25535185	N	457
6	28723895	N	458
6	28978248	N	459
6	33613802	N	460
6	45687367	N	461
6	46492278	N	462
6	49072619	N	463
6	51106910	N	464
6	54756709	N	466
6	55729897	N	467
6	56595716	N	468
6	61801593	N	469
6	61817665	N	470
6	62121510	N	471
6	67311287	N	472
6	67315280	N	473
6	67320250	N	474
6	93184507	N	477
6	97632722	N	478
6	110138221	N	427
6	131045753	N	428
6	131408963	N	429
6	131420594	N	429
6	133910227	N	430
6	158245090	N	434
6	174377768	N	435
6	174794936	N	436
6	174819781	N	437
6	175228471	N	438
6	175230991	N	439
6	175256850	N	440
6	176187134	N	441
6	176190706	N	442
6	177692874	N	443
6	182016011	N	444
6	187051058	N	445
6	188943024	N	446
6	188948533	N	447
6	197157933	N	448
6	197166937	N	449
6	197170657	N	450
6	197803144	N	451
6	197814159	N	452
6	198375181	N	453
6	199236754	N	454
6	199238237	N	454
7	2979824	N	511
7	7476810	N	528
7	7521551	N	529
7	8492490	N	531
7	8498949	N	532
7	8501096	N	532
7	11505256	N	479
7	11511336	N	480
7	12286515	N	484
7	12288616	N	484
7	14919332	N	489
7	17094925	N	493
7	22054336	N	510
7	33461719	N	512
7	33464727	N	513
7	33494987	N	514
7	33545639	N	515
7	33627503	N	516
7	33676519	N	517
7	39968277	N	518
7	40299983	N	519
7	47006267	N	520
7	47451787	N	521
7	51356657	N	522
7	61082443	N	523
7	64533935	N	524
7	66256626	N	525
7	70381508	N	526
7	70464933	N	527
7	78759151	N	530
7	85787651	N	533
7	96467428	N	534
7	121422979	N	481
7	121601424	N	482
7	121738332	N	483
7	139667991	N	485
7	141864721	N	486
7	141927878	N	487
7	142286637	N	488
7	157070651	N	490
7	167725412	N	491
7	168532102	N	492
7	171067011	N	494
7	173772225	N	495
7	173790906	N	496
7	173798744	N	497
7	173800733	N	497
7	173802220	N	497
7	177955899	N	498
7	178001467	N	499
7	178277929	N	500
7	179528660	N	501
7	187256240	N	502
7	192526663	N	503
7	193050599	N	504
7	195129213	N	505
7	195314359	N	506
7	195314547	N	506
7	196256541	N	507
7	196269744	N	508
7	196723029	N	509
8	391512	N	575
8	5076126	N	583
8	7255234	N	588
8	7543473	N	589
8	8439847	N	593
8	10189623	N	536
8	10195229	N	537
8	17255785	N	573
8	22787299	N	574
8	39900790	N	576
8	42052639	N	577
8	43080347	N	578
8	46205106	N	579
8	46209390	N	580
8	48668376	N	581
8	48889283	N	582
8	50983071	N	584
8	52727487	N	585
8	54564271	N	586
8	71630198	N	587
8	77310906	N	590
8	77385609	N	591
8	77391842	N	592
8	84463803	N	594
8	96297116	N	595
8	99500850	N	596
8	99500857	N	596
8	99505012	N	597
8	100192017	N	535
8	102290467	N	538
8	102753513	N	539
8	104766820	N	540
8	109921262	N	541
8	110990267	N	542
8	111831582	N	543
8	111834271	N	543
8	111858886	N	544
8	113849880	N	545
8	113862066	N	546
8	114402463	N	547
8	115857457	N	548
8	115874757	N	549
8	115896538	N	550
8	119214432	N	551
8	121353796	N	552
8	126363629	N	553
8	133191512	N	554
8	133497913	N	555
8	136765757	N	556
8	136828166	N	557
8	136830680	N	557
8	137148479	N	558
8	139697442	N	559
8	143447628	N	560
8	144175150	N	561
8	144182702	N	562
8	144183458	N	562
8	144244108	N	563
8	144654773	N	564
8	145513043	N	565
8	145536486	N	566
8	145542888	N	567
8	146667084	N	568
8	147313567	N	569
8	147314155	N	569
8	148294650	N	570
8	153530444	N	571
8	153530549	N	571
8	153875967	N	572
9	5402647	N	627
9	10513736	N	600
9	10684403	N	601
9	17128961	N	612
9	18445142	N	613
9	18448103	N	613
9	22923991	N	614
9	23374070	N	615
9	28047315	N	616
9	28870979	N	617
9	30702146	N	618
9	30767299	N	619
9	30783961	N	620
9	30786321	N	621
9	39154198	N	622
9	39208308	N	623
9	51533824	N	624
9	51535537	N	624
9	51543674	N	624
9	51692404	N	625
9	51694464	N	625
9	51847735	N	626
9	51849763	N	626
9	55199748	N	628
9	55263730	N	629
9	55274065	N	630
9	55280558	N	631
9	55285473	N	632
9	55287082	N	632
9	55296094	N	633
9	58283145	N	634
9	90014048	N	635
9	93781890	N	636
9	93815653	N	637
9	103419906	N	598
9	104389590	N	599
9	107644001	N	602
9	117033989	N	603
9	126022509	N	604
9	131836971	N	605
9	131892104	N	606
9	133760147	N	607
9	133772995	N	608
9	133774132	N	608
9	133775742	N	608
9	133788914	N	609
9	142044178	N	610
9	142067094	N	611
x	12849550	N	638
x	12861395	N	639
x	12863466	N	639
x	16681676	N	640
x	30382232	N	641
x	40355461	N	642
x	40364890	N	643
x	76976849	N	644
x	79783426	N	645
x	81150056	N	646
x	87803698	N	647
x	93471116	N	648
x	94544083	N	649
x	94700227	N	650
x	95820972	N	651
y	3429846	N	653
y	24607058	N	652
