chr	position	FONTOM5	Enhancer_ID
11	39561482	N	131
11	39566887	N	132
11	41434466	N	133
11	42711159	N	134
11	51350507	N	136
11	52973180	N	137
11	68793726	N	138
11	70601321	N	139
11	77498026	N	140
11	96053096	N	141
11	96055989	N	141
11	102905821	N	115
11	104605932	N	116
11	104609064	N	117
11	106097869	N	118
11	132819390	N	122
12	1290170	N	154
12	1675878	N	155
12	1978151	N	156
12	1990893	N	157
12	2125636	N	158
12	12460365	N	153
12	36294141	N	159
12	41370481	N	160
12	44470032	N	161
12	44474570	N	162
12	44495602	N	163
12	66690405	N	164
12	68713273	N	165
12	71478873	N	166
12	78006368	N	167
12	83094503	N	168
12	86508657	N	169
12	86515514	N	170
12	86532800	N	171
12	86541939	N	172
12	98067613	N	173
12	105637625	N	142
12	106142090	N	143
12	106815917	N	144
12	106834887	N	145
12	106869736	N	146
12	115561573	N	147
12	115565193	N	147
12	115696335	N	148
12	117058942	N	149
12	117060280	N	149
12	117069135	N	149
12	119816377	N	150
12	119836873	N	151
12	119843036	N	152
13	2666353	N	182
13	2689540	N	183
13	4288079	N	187
13	13365929	N	174
13	13374161	N	175
13	13381533	N	176
13	13421676	N	177
13	17390384	N	178
13	17396028	N	178
13	23822207	N	179
13	23823969	N	179
13	23858631	N	180
13	23862285	N	180
13	23867504	N	180
13	23938375	N	181
13	28088228	N	184
13	33505184	N	185
13	38655110	N	186
13	48504855	N	188
13	91105333	N	189
13	91108180	N	189
13	91132917	N	190
13	97859833	N	191
13	97984116	N	192
13	97986811	N	192
13	98103060	N	193
13	98932968	N	194
13	98972339	N	195
14	5698821	N	206
14	5940870	N	207
14	7324812	N	213
14	9924891	N	214
14	13357368	N	196
14	18204715	N	197
14	33605923	N	198
14	34120057	N	199
14	34120122	N	199
14	34147899	N	200
14	39060580	N	201
14	39084326	N	202
14	39099540	N	203
14	49255526	N	204
14	51648937	N	205
14	64904022	N	208
14	65059085	N	209
14	70245597	N	210
14	70354480	N	211
14	70443138	N	212
15	9953248	N	228
15	13550570	N	215
15	19221796	N	216
15	22962959	N	217
15	30627472	N	218
15	30631101	N	218
15	30669973	N	219
15	36743866	N	220
15	36749895	N	220
15	48461945	N	221
15	48464906	N	221
15	48540341	N	222
15	53805378	N	223
15	53941233	N	224
15	53941296	N	224
15	54361236	N	225
15	54367226	N	226
15	55685850	N	227
16	6193005	N	236
16	7318623	N	237
16	37106981	N	229
16	37109000	N	229
16	42647520	N	230
16	45472187	N	231
16	50891585	N	232
16	51853680	N	233
16	51958173	N	234
16	52143731	N	235
2	19766764	N	246
2	22125844	N	249
2	42105844	N	257
2	47780550	N	258
2	56193853	N	259
2	56205394	N	260
2	56207473	N	260
2	56720931	N	261
2	58675716	N	262
2	58776197	N	263
2	58778120	N	263
2	58782515	N	263
2	58785122	N	263
2	58797833	N	263
2	58816419	N	263
2	68539568	N	264
2	84063718	N	265
2	87458127	N	266
2	87460098	N	266
2	88649280	N	267
2	90730552	N	268
2	90838925	N	269
2	90994443	N	270
2	96032531	N	271
2	136495698	N	238
2	148580194	N	239
2	148588198	N	240
2	150338820	N	241
2	150383126	N	242
2	176550980	N	243
2	176873171	N	244
2	182686708	N	245
2	198363302	N	247
2	199028029	N	248
2	225687177	N	250
2	225687868	N	250
2	227041891	N	251
2	229073294	N	252
2	229092916	N	253
2	229095678	N	254
2	230345986	N	255
2	232523863	N	256
3	8935791	N	314
3	9075223	N	315
3	12617720	N	281
3	12621690	N	282
3	19214322	N	289
3	19224978	N	290
3	19230254	N	291
3	19592582	N	293
3	26278632	N	301
3	26281861	N	301
3	26285070	N	301
3	29774510	N	302
3	46763872	N	303
3	46828329	N	304
3	46859328	N	305
3	48407451	N	306
3	61081157	N	307
3	64114381	N	308
3	70641579	N	309
3	72827000	N	310
3	72842685	N	311
3	77518840	N	312
3	79738913	N	313
3	91824891	N	316
3	94403814	N	317
3	99174590	N	318
3	100508378	N	272
3	100602945	N	273
3	102215334	N	274
3	102218196	N	275
3	102220967	N	276
3	102231958	N	277
3	121723749	N	278
3	121729519	N	279
3	121909766	N	280
3	139765554	N	283
3	145798321	N	284
3	159216119	N	285
3	164610530	N	286
3	176376098	N	287
3	190465603	N	288
3	192590650	N	292
3	196467231	N	294
3	201467835	N	295
3	202145791	N	296
3	204671970	N	297
3	204676787	N	298
3	204679001	N	298
3	204688396	N	298
3	214162441	N	299
3	214171357	N	300
3	214173637	N	300
4	4381390	N	341
4	9333661	N	350
4	30233101	N	338
4	30250588	N	339
4	30769281	N	340
4	52489409	N	342
4	55978032	N	343
4	63437141	N	344
4	64661760	N	345
4	64665799	N	346
4	83968476	N	347
4	87181338	N	348
4	87181646	N	348
4	87511171	N	349
4	97391876	N	351
4	103320363	N	319
4	139405801	N	320
4	141321240	N	321
4	141323804	N	321
4	141331488	N	321
4	141336689	N	321
4	141336703	N	321
4	141340659	N	321
4	141348434	N	321
4	141358452	N	321
4	141362075	N	321
4	149762355	N	322
4	162868902	N	323
4	162876743	N	323
4	176882297	N	324
4	176883938	N	324
4	177392953	N	325
4	183454268	N	326
4	185297459	N	327
4	187233298	N	328
4	189192580	N	329
4	191402058	N	330
4	191412208	N	331
4	204107504	N	332
4	205574384	N	333
4	206819787	N	334
4	207515598	N	335
4	207719510	N	336
4	210604359	N	337
5	1849822	N	375
5	5492028	N	395
5	9407235	N	406
5	15707191	N	367
5	15726499	N	368
5	16450029	N	369
5	16460483	N	369
5	18267087	N	374
5	19428272	N	380
5	22696741	N	385
5	23997410	N	386
5	24109639	N	387
5	25213241	N	388
5	28632911	N	389
5	28919048	N	390
5	30989166	N	391
5	35803795	N	392
5	40812334	N	393
5	49241896	N	394
5	62175373	N	396
5	63145561	N	397
5	63243281	N	398
5	63311395	N	399
5	63331751	N	400
5	64333466	N	401
5	64336944	N	401
5	64338914	N	401
5	64343796	N	401
5	64364084	N	402
5	66006561	N	403
5	71258508	N	404
5	71259159	N	404
5	79841375	N	405
5	95637595	N	407
5	99204150	N	408
5	99206124	N	408
5	106424542	N	352
5	110386689	N	353
5	114258978	N	354
5	114762300	N	355
5	114763665	N	355
5	114765264	N	355
5	119145736	N	356
5	119156065	N	357
5	119169167	N	358
5	120439816	N	359
5	120458548	N	360
5	120468188	N	360
5	121198884	N	361
5	121212172	N	362
5	141839294	N	363
5	146440105	N	364
5	147732483	N	365
5	151086823	N	366
5	170279855	N	370
5	170289866	N	371
5	177841237	N	372
5	181910729	N	373
5	188308416	N	376
5	188310810	N	377
5	193473548	N	378
5	193487439	N	379
5	194318237	N	381
5	194320301	N	382
5	194902259	N	383
5	197553416	N	384
6	5403414	N	449
6	6847677	N	460
6	6873333	N	461
6	13821115	N	414
6	13824275	N	415
6	13957931	N	416
6	25445779	N	439
6	25504804	N	440
6	25506479	N	440
6	25535165	N	441
6	28723891	N	442
6	28978261	N	443
6	45687337	N	444
6	46492216	N	445
6	46642633	N	446
6	49072619	N	447
6	51106963	N	448
6	54756703	N	450
6	55729953	N	451
6	56595692	N	452
6	56606640	N	453
6	61801567	N	454
6	61817672	N	455
6	62121144	N	456
6	67311275	N	457
6	67315280	N	458
6	67320234	N	459
6	97632722	N	462
6	110138189	N	409
6	116216170	N	410
6	131045736	N	411
6	131408964	N	412
6	131420594	N	412
6	133910196	N	413
6	158245072	N	417
6	165832591	N	418
6	174377768	N	419
6	174794989	N	420
6	174819723	N	421
6	175228471	N	422
6	175230989	N	423
6	175256854	N	424
6	176187134	N	425
6	176190706	N	426
6	177036137	N	427
6	177692876	N	428
6	182016182	N	429
6	187050804	N	430
6	188943024	N	431
6	188948530	N	432
6	197166929	N	433
6	197170656	N	434
6	197803144	N	435
6	197814159	N	436
6	198375174	N	437
6	199236802	N	438
6	199238234	N	438
7	7476803	N	504
7	7521527	N	505
7	7594936	N	506
7	8492490	N	509
7	8498949	N	510
7	8501088	N	511
7	11505287	N	463
7	11511336	N	464
7	12286515	N	467
7	12288597	N	467
7	17094925	N	473
7	22054336	N	488
7	33461754	N	489
7	33464726	N	490
7	33494992	N	491
7	33545665	N	492
7	33627490	N	493
7	33676568	N	494
7	33677039	N	494
7	39967606	N	495
7	39968277	N	495
7	40299992	N	496
7	47006287	N	497
7	51356638	N	498
7	61082463	N	499
7	64533935	N	500
7	66256642	N	501
7	70381514	N	502
7	70465000	N	503
7	78759686	N	507
7	82959673	N	508
7	85787651	N	512
7	121422979	N	465
7	121738314	N	466
7	139668091	N	468
7	141864724	N	469
7	141927878	N	470
7	157070651	N	471
7	167725412	N	472
7	171067012	N	474
7	173790893	N	475
7	173798744	N	476
7	173800727	N	476
7	173802189	N	476
7	177955899	N	477
7	178277929	N	478
7	179528669	N	479
7	187256232	N	480
7	192526087	N	481
7	193050599	N	482
7	195129144	N	483
7	195314378	N	484
7	196256545	N	485
7	196269757	N	486
7	196723029	N	487
8	391512	N	551
8	7255229	N	562
8	8439834	N	565
8	10189690	N	514
8	10195230	N	515
8	22787299	N	550
8	39900790	N	552
8	42052640	N	553
8	46205106	N	554
8	46209386	N	555
8	48889279	N	556
8	50983049	N	557
8	52727160	N	558
8	54549488	N	559
8	54564273	N	560
8	71630198	N	561
8	77310919	N	563
8	77385602	N	564
8	84463474	N	566
8	99500849	N	567
8	99500855	N	567
8	100192015	N	513
8	102290469	N	516
8	104766848	N	517
8	106819694	N	518
8	109921359	N	519
8	110990267	N	520
8	111831582	N	521
8	111834273	N	521
8	111858887	N	522
8	113849880	N	523
8	113862053	N	524
8	114402467	N	525
8	115857458	N	526
8	115874757	N	527
8	115896533	N	528
8	119214432	N	529
8	121353787	N	530
8	133191519	N	531
8	136765773	N	532
8	136828163	N	533
8	136830663	N	533
8	137148467	N	534
8	138043402	N	535
8	139697437	N	536
8	143447628	N	537
8	144175150	N	538
8	144183460	N	539
8	144244087	N	540
8	144654773	N	541
8	145513079	N	542
8	145536486	N	543
8	145542706	N	544
8	145547274	N	545
8	146667084	N	546
8	147313597	N	547
8	147314371	N	547
8	153530478	N	548
8	153875938	N	549
9	10513726	N	570
9	10684403	N	571
9	18445151	N	581
9	22923991	N	582
9	28047321	N	583
9	28870979	N	584
9	30499826	N	585
9	30702136	N	586
9	30767312	N	587
9	30783952	N	588
9	30786319	N	589
9	39154198	N	590
9	39208308	N	591
9	51533841	N	592
9	51535597	N	592
9	51692648	N	593
9	51694464	N	593
9	51776996	N	594
9	51847718	N	595
9	51849763	N	595
9	55199797	N	596
9	55263730	N	597
9	55274068	N	598
9	55280558	N	599
9	55285473	N	600
9	55287082	N	600
9	55296090	N	601
9	55299352	N	602
9	58283142	N	603
9	75341290	N	604
9	90014054	N	605
9	93781883	N	606
9	93815653	N	607
9	103419897	N	568
9	104389514	N	569
9	107644001	N	572
9	117033988	N	573
9	131892105	N	574
9	133760125	N	575
9	133773424	N	576
9	133774133	N	576
9	133775742	N	576
9	133788918	N	577
9	142044168	N	578
9	142067098	N	579
9	146021924	N	580
x	12849545	N	608
x	12861395	N	609
x	12863465	N	609
x	16681636	N	610
x	30382232	N	611
x	40356133	N	612
x	40364895	N	613
x	87803698	N	614
x	88851004	N	615
x	89243178	N	616
x	89244383	N	616
x	93471116	N	617
x	94530652	N	618
x	94544083	N	619
x	94700235	N	620
x	95820972	N	621
y	24607044	N	622
